Time stamp;TotalDistance;DistanceWeightDistributionQuality;MeanSquareDistanceFromCenterOfMass;BBR;Effective group motion;Effective group motion 2;ExpectedClusterSize;LargestAggregateSize;LargestAggregateSizeRatio;AggregateNumber;AverageSpeed;RescaledSpeed(AverageSpeed);RescaledSpeed(LargestClusterAverageSpeed);AverageOrientation;Order;Cohesion intensity;Alignement intensity;Separation intensity;Random movement intensity;Friction intensity;Max speed intensity
68,0006;2558,267;0,5166223;6,34479;0,9986706;0,5019276;0,587697;20;31;0,775;2;0,1931684;0,9658421;0,9838969;58,1888;0,5132359;1;4,5;1;1;0,1;0,2
68,50052;2558,374;0,51663;6,351248;0,9950379;0,5946541;0,7164935;20;31;0,775;2;0,1919496;0,959748;0,9682963;64,1843;0,6121547;1;4,5;1;1;0,1;0,2
69,00043;2553,679;0,5162894;6,332237;0,9921783;0,6750643;0,7704319;20;31;0,775;2;0,1964474;0,9822371;0,9986059;72,18831;0,6435887;1;4,5;1;1;0,1;0,2
69,50035;2534,098;0,5148627;6,237422;0,9859431;0,6891198;0,7054001;40;40;1;1;0,1999749;0,9998746;0,9998746;74,24577;0,7076076;1;4,5;1;1;0,1;0,2
70,00027;2503,956;0,5126414;6,091144;0,9779434;0,664089;0,6658238;40;40;1;1;0,1999962;0,9999812;0,9999812;77,95203;0,6945764;1;4,5;1;1;0,1;0,2
70,50018;2462,746;0,5095544;5,893512;0,9695691;0,6574317;0,6580418;40;40;1;1;0,1999954;0,9999768;0,9999768;75,25012;0,6373887;1;4,5;1;1;0,1;0,2
71,0001;2415,436;0,5059372;5,670124;0,9465233;0,6299863;0,6305572;40;40;1;1;0,1999999;0,9999996;0,9999996;77,37211;0,6056594;1;4,5;1;1;0,1;0,2
71,50002;2363,907;0,5019048;5,43117;0,924988;0,6030669;0,6031972;40;40;1;1;0,1999999;0,9999996;0,9999996;75,53316;0,5961519;1;4,5;1;1;0,1;0,2
71,99993;2308,725;0,4974747;5,181297;0,9031593;0,5615894;0,5622433;40;40;1;1;0,1999873;0,9999365;0,9999365;75,31097;0,54291;1;4,5;1;1;0,1;0,2
72,49985;2247,491;0,4924184;4,910409;0,8809141;0,4941486;0,4964035;40;40;1;1;0,1997954;0,9989771;0,9989771;72,21211;0,4800039;1;4,5;1;1;0,1;0,2
72,99976;2181,534;0,4867974;4,628441;0,8547676;0,4536627;0,4541295;40;40;1;1;0,1995502;0,9977511;0,9977512;75,12926;0,4511002;1;4,5;1;1;0,1;0,2
73,49968;2112,429;0,4807028;4,34225;0,828698;0,3999217;0,4008552;40;40;1;1;0,1999999;0,9999996;0,9999996;79,33867;0,3763282;1;4,5;1;1;0,1;0,2
73,9996;2041,482;0,4742145;4,056836;0,8025362;0,3246899;0,3247631;40;40;1;1;0,1999882;0,9999408;0,9999408;86,38435;0,3251208;1;4,5;1;1;0,1;0,2
74,49951;1968,48;0,4672773;3,771594;0,7772346;0,2711346;0,271161;40;40;1;1;0,1999999;0,9999996;0,9999996;108,8197;0,2823898;1;4,5;1;1;0,1;0,2
74,99943;1898,329;0,460346;3,505535;0,7578642;0,2691779;0,2691823;40;40;1;1;0,1999945;0,9999723;0,9999723;133,5985;0,3228407;1;4,5;1;1;0,1;0,2
75,49934;1834,328;0,4537803;3,27006;0,7405953;0,335487;0,335501;40;40;1;1;0,1999895;0,9999476;0,9999476;148,2059;0,4008113;1;4,5;1;1;0,1;0,2
75,99926;1778,742;0,4478791;3,071437;0,7242191;0,4389005;0,4389161;40;40;1;1;0,1999686;0,9998431;0,999843;155,9326;0,5054217;1;4,5;1;1;0,1;0,2
76,49918;1733,343;0,4429148;2,913687;0,7132363;0,5576429;0,557705;40;40;1;1;0,1999999;0,9999996;0,9999996;157,1804;0,633848;1;4,5;1;1;0,1;0,2
76,99909;1700,216;0,4392071;2,801523;0,7108259;0,6946743;0,6947752;40;40;1;1;0,1999999;0,9999996;0,9999996;158,259;0,7624218;1;4,5;1;1;0,1;0,2
77,49901;1677,49;0,4366199;2,726221;0,7038008;0,8021828;0,8024812;40;40;1;1;0,1999941;0,9999703;0,9999703;160,5408;0,8375484;1;4,5;1;1;0,1;0,2
77,99892;1662,363;0,4348779;2,677494;0,6975549;0,8709859;0,8709985;40;40;1;1;0,1999999;0,9999996;0,9999996;161,0539;0,898526;1;4,5;1;1;0,1;0,2
78,49884;1655,766;0,4341132;2,656846;0,6984797;0,9179205;0,9179222;40;40;1;1;0,1999883;0,9999413;0,9999413;161,2478;0,9365654;1;4,5;1;1;0,1;0,2
78,99876;1652,266;0,4337062;2,647025;0,6905539;0,9444866;0,9448096;40;40;1;1;0,1999999;0,9999996;0,9999996;163,7292;0,9582855;1;4,5;1;1;0,1;0,2
79,49867;1654,527;0,4339691;2,655414;0,6959414;0,9632233;0,963225;40;40;1;1;0,1999999;0,9999996;0,9999996;164,3013;0,9690657;1;4,5;1;1;0,1;0,2
79,99859;1658,688;0,4344523;2,67014;0,6952722;0,9694756;0,9700564;40;40;1;1;0,1999961;0,9999807;0,9999807;166,792;0,9728519;1;4,5;1;1;0,1;0,2
80,4985;1665,944;0,435292;2,694572;0,7053531;0,9741041;0,9741064;40;40;1;1;0,1999981;0,9999902;0,9999902;166,0559;0,973571;1;4,5;1;1;0,1;0,2
80,99842;1672,985;0,4361027;2,718606;0,7064942;0,9732331;0,9735308;40;40;1;1;0,1999999;0,9999996;0,9999996;168,9387;0,97596;1;4,5;1;1;0,1;0,2
81,49834;1675,892;0,4364369;2,728722;0,7025058;0,960681;1,494975;40;40;1;1;0,1926582;0,9632908;0,9632908;170,3051;0,9438295;1;4,5;1;1;0,1;0,2
81,99825;1674,636;0,4362928;2,725932;0,6914498;0,9574233;1,290373;40;40;1;1;0,1925366;0,962683;0,9626831;166,7714;0,9425365;1;4,5;1;1;0,1;0,2
82,49817;1673,169;0,4361242;2,723045;0,6832394;0,9263062;1,027717;40;40;1;1;0,1957355;0,9786777;0,9786777;165,6398;0,9226735;1;4,5;1;1;0,1;0,2
82,99809;1672,913;0,4360946;2,725566;0,6767051;0,936128;0,9589273;40;40;1;1;0,1978399;0,9891996;0,9891996;162,7905;0,8747021;1;4,5;1;1;0,1;0,2
83,498;1669,959;0,4357549;2,720334;0,6696747;0,895647;0,909231;40;40;1;1;0,1984445;0,9922222;0,9922222;157,7132;0,7853352;1;4,5;1;1;0,1;0,2
83,99792;1661,976;0,4348331;2,70104;0,656299;0,8928253;0,9465982;40;40;1;1;0,1991764;0,9958822;0,9958822;160,8133;0,941595;1;4,5;1;1;0,1;0,2
84,49783;1651,707;0,4336412;2,675671;0,6423407;0,8868327;0,9758204;40;40;1;1;0,1990596;0,9952978;0,9952978;151,7498;0,897173;1;4,5;1;1;0,1;0,2
84,99775;1643,089;0,4326347;2,65391;0,630641;0,9273162;1,24494;40;40;1;1;0,1957848;0,9789238;0,9789238;147,7948;0,8134258;1;4,5;1;1;0,1;0,2
85,49767;1623,826;0,4303663;2,60071;0,6103187;0,8768964;0,9827415;40;40;1;1;0,1976449;0,9882244;0,9882244;144,0174;0,8418049;1;4,5;1;1;0,1;0,2
85,99758;1598,863;0,4273851;2,527971;0,5856004;0,8633128;1,026151;40;40;1;1;0,1977114;0,9885568;0,9885568;130,9652;0,7087621;1;4,5;1;1;0,1;0,2
86,4975;1561,638;0,4228517;2,421196;0,5590707;0,8199362;0,9031248;40;40;1;1;0,1937234;0,9686172;0,9686173;137,8223;0,8312905;1;4,5;1;1;0,1;0,2
86,99741;1526,912;0,4185241;2,322229;0,5312581;0,8578988;0,9037254;40;40;1;1;0,1967944;0,9839718;0,9839719;133,138;0,6794773;1;4,5;1;1;0,1;0,2
87,49733;1487,426;0,4134828;2,215113;0,5056705;0,840078;1,075481;40;40;1;1;0,1969142;0,9845709;0,984571;134,3316;0,8600229;1;4,5;1;1;0,1;0,2
87,99725;1449,554;0,4085223;2,11378;0,4811225;0,8576267;0,9545735;40;40;1;1;0,1936536;0,9682677;0,9682677;138,3959;0,693204;1;4,5;1;1;0,1;0,2
88,49716;1401,556;0,4020514;1,990229;0,4562137;0,7730967;0,8771941;40;40;1;1;0,187684;0,9384201;0,9384201;134,4732;0,7594778;1;4,5;1;1;0,1;0,2
88,99708;1365,483;0,3970451;1,900165;0,4326979;0,8708526;1,019851;40;40;1;1;0,1907389;0,9536946;0,9536946;128,6845;0,8172901;1;4,5;1;1;0,1;0,2
89,49699;1317,381;0,3901703;1,7806;0,4112902;0,7346675;1,005562;40;40;1;1;0,1885453;0,9427267;0,9427266;170,05;0,5475421;1;4,5;1;1;0,1;0,2
89,99691;1256,631;0,3811421;1,62696;0,3808891;0,4904381;0,5378033;40;40;1;1;0,1983665;0,9918326;0,9918326;-154,7833;0,4583552;1;4,5;1;1;0,1;0,2
90,49683;1189,581;0,3706959;1,461425;0,3497101;0,4806347;0,4835133;40;40;1;1;0,1981556;0,990778;0,990778;-132,7279;0,5410817;1;4,5;1;1;0,1;0,2
90,99674;1135,946;0,3619485;1,331848;0,3312629;0,6469107;0,6819381;40;40;1;1;0,1979974;0,9899868;0,9899867;-117,158;0,7273067;1;4,5;1;1;0,1;0,2
91,49666;1105,672;0,3568468;1,260825;0,3257425;0,8390505;0,8512842;40;40;1;1;0,1999999;0,9999996;0,9999996;-101,4785;0,8898519;1;4,5;1;1;0,1;0,2
91,99657;1091,024;0,3543346;1,224497;0,3207636;0,9217904;0,9222453;40;40;1;1;0,1999357;0,9996785;0,9996785;-92,8261;0,9498323;1;4,5;1;1;0,1;0,2
92,49649;1085,257;0,353337;1,207742;0,3180173;0,9735784;0,9736282;40;40;1;1;0,1998947;0,9994734;0,9994734;-89,51473;0,9850613;1;4,5;1;1;0,1;0,2
92,99641;1085,938;0,353455;1,206254;0,3154312;0,9894659;0,9899615;40;40;1;1;0,1999999;0,9999996;0,9999996;-82,58269;0,9847106;1;4,5;1;1;0,1;0,2
93,49632;1090,479;0,3542404;1,214201;0,318622;0,9933074;0,9933451;40;40;1;1;0,1999999;0,9999996;0,9999996;-79,6657;0,9906965;1;4,5;1;1;0,1;0,2
93,99624;1098,501;0,355621;1,230112;0,322778;0,9898829;0,9907027;40;40;1;1;0,1998181;0,9990903;0,9990903;-76,68177;0,9855002;1;4,5;1;1;0,1;0,2
94,49615;1108,296;0,3572942;1,251399;0,3315048;0,9867707;0,9867884;40;40;1;1;0,199922;0,9996101;0,9996101;-76,37603;0,9835747;1;4,5;1;1;0,1;0,2
94,99607;1119,99;0,3592753;1,277881;0,339535;0,9811795;0,9812726;40;40;1;1;0,1999999;0,9999996;0,9999996;-74,76871;0,9805465;1;4,5;1;1;0,1;0,2
95,49599;1134,049;0,3616324;1,309912;0,3531223;0,9782441;0,9782476;40;40;1;1;0,1999517;0,9997583;0,9997583;-75,75105;0,9764775;1;4,5;1;1;0,1;0,2
95,9959;1147,08;0,3637946;1,340752;0,3638812;0,9786666;0,9788315;40;40;1;1;0,1999767;0,9998837;0,9998837;-72,34254;0,9805576;1;4,5;1;1;0,1;0,2
96,49582;1160,786;0,3660448;1,373118;0,3765959;0,9795325;0,9795364;40;40;1;1;0,1999253;0,9996263;0,9996263;-70,40112;0,9756023;1;4,5;1;1;0,1;0,2
96,99574;1174,269;0,3682356;1,405375;0,3851394;0,9778979;0,9782732;40;40;1;1;0,1999999;0,9999996;0,9999996;-67,65379;0,9766577;1;4,5;1;1;0,1;0,2
97,49565;1190,257;0,3708041;1,443933;0,3970023;0,9742512;0,9742562;40;40;1;1;0,1999936;0,9999681;0,999968;-67,53678;0,9716209;1;4,5;1;1;0,1;0,2
97,99557;1207,527;0,3735436;1,486878;0,4127969;0,9704563;0,9704598;40;40;1;1;0,1999726;0,999863;0,9998629;-67,56646;0,9634702;1;4,5;1;1;0,1;0,2
98,49548;1226,306;0,3764824;1,534777;0,4303392;0,9640501;0,9640535;40;40;1;1;0,1999089;0,9995444;0,9995444;-67,98446;0,9666588;1;4,5;1;1;0,1;0,2
98,9954;1244,658;0,3793145;1,582902;0,4474652;0,9657305;0,9657337;40;40;1;1;0,1999999;0,9999996;0,9999996;-68,58607;0,9636963;1;4,5;1;1;0,1;0,2
99,49532;1264,019;0,3822616;1,634821;0,4684142;0,9576876;0,9577276;40;40;1;1;0,1999703;0,9998516;0,9998516;-71,44286;0,9426759;1;4,5;1;1;0,1;0,2
99,99523;1282,681;0,3850621;1,687257;0,4818233;0,9440796;0,9453945;40;40;1;1;0,1999624;0,9998118;0,9998118;-69,88728;0,9462765;1;4,5;1;1;0,1;0,2
100,4951;1305,034;0,3883673;1,750393;0,5035348;0,9510213;0,9510247;40;40;1;1;0,1999999;0,9999996;0,9999996;-69,13025;0,9549981;1;4,5;1;1;0,1;0,2
100,9951;1326,94;0,3915554;1,812439;0,5229371;0,9541585;0,9541953;40;40;1;1;0,1999961;0,9999803;0,9999803;-67,82504;0,9476449;1;4,5;1;1;0,1;0,2
101,495;1346,815;0,3944046;1,868999;0,532869;0,9608948;0,9609466;40;40;1;1;0,1999873;0,9999363;0,9999363;-69,64503;0,9618106;1;4,5;1;1;0,1;0,2
101,9949;1366,874;0,3972405;1,926614;0,5489699;0,9639205;0,9639224;40;40;1;1;0,1999953;0,9999763;0,9999763;-69,73658;0,9640157;1;4,5;1;1;0,1;0,2
102,4948;1380,162;0,3990974;1,965168;0,5534006;0,9626622;1,307783;40;40;1;1;0,190778;0,9538898;0,9538898;-68,24512;0,8675547;1;4,5;1;1;0,1;0,2
102,9947;1392,687;0,4008316;2,002586;0,5580522;0,9574097;1,054719;40;40;1;1;0,1925421;0,9627104;0,9627102;-66,28493;0,8894647;1;4,5;1;1;0,1;0,2
103,4946;1401,185;0,4020004;2,029912;0,5514905;0,9408137;1,028346;40;40;1;1;0,195171;0,9758548;0,9758547;-60,75019;0,9154328;1;4,5;1;1;0,1;0,2
103,9946;1408,159;0,4029536;2,054118;0,5471589;0,9570508;1,004817;40;40;1;1;0,1960805;0,9804026;0,9804026;-57,63124;0,8764673;1;5,5;1;1;0,1;0,2
104,4945;1412,54;0,4035506;2,06984;0,5478579;0,9648681;0,9725274;40;40;1;1;0,1976788;0,9883938;0,9883938;-55,91105;0,9260378;1;7,4;1;1;0,1;0,2
104,9944;1411,255;0,403376;2,070519;0,5414022;0,9542454;0,9600694;40;40;1;1;0,1971095;0,9855475;0,9855475;-51,32738;0,8988795;1;7,5;1;1;0,1;0,2
105,4943;1409,051;0,4030756;2,068364;0,5329931;0,9635911;0,9723364;40;40;1;1;0,197627;0,9881352;0,9881352;-46,10052;0,9423474;1;7,2;1;1;0,1;0,2
105,9942;1403,57;0,4023268;2,056305;0,5268427;0,9683482;0,973592;40;40;1;1;0,1994444;0,9972222;0,9972222;-37,72569;0,8914729;1;6,4;1;1;0,1;0,2
106,4941;1393,504;0,4009445;2,031618;0,5178063;0,9610934;0,9627076;40;40;1;1;0,1999999;0,9999996;0,9999996;-35,10623;0,9773824;1;5,9;1;1;0,1;0,2
106,9941;1383,323;0,3995367;2,006507;0,5062127;0,9730349;0,9751641;40;40;1;1;0,1998227;0,9991137;0,9991136;-28,81267;0,9419699;1;5,3;1;1;0,1;0,2
107,494;1373,442;0,3981606;1,981252;0,4933733;0,9728471;0,9745415;40;40;1;1;0,1999999;0,9999996;0,9999996;-25,82046;0,9792548;1;4;1;1;0,1;0,2
107,9939;1367,872;0,3973806;1,96859;0,4874037;0,9799988;0,9863788;40;40;1;1;0,1990744;0,9953718;0,9953718;-17,8898;0,9361054;1;3,6;1;1;0,1;0,2
108,4938;1359,155;0,3961539;1,944362;0,4737295;0,9782194;0,9911121;40;40;1;1;0,1978858;0,9894292;0,9894292;-14,07359;0,9443606;1;3,6;1;1;0,1;0,2
108,9937;1353,421;0,3953432;1,923238;0,4580624;0,9803419;0,9892737;40;40;1;1;0,1980717;0,9903584;0,9903584;-14,30151;0,9509212;1;3,6;1;1;0,1;0,2
109,4936;1347,321;0,3944768;1,901202;0,4424331;0,9762748;0,9918407;40;40;1;1;0,1978193;0,9890964;0,9890964;-8,013762;0,9517537;1;3,6;1;1;0,1;0,2
109,9936;1342,773;0,3938284;1,882078;0,4270767;0,9789485;0,9959246;40;40;1;1;0,1973678;0,9868388;0,9868388;-2,817173;0,931012;1;3,6;1;1;0,1;0,2
110,4935;1340,26;0,3934695;1,868079;0,4116229;0,9751277;0,9963757;40;40;1;1;0,1969409;0,9847045;0,9847045;4,035679;0,9250412;1;3,6;1;1;0,1;0,2
110,9934;1337,109;0,3930181;1,852873;0,3991838;0,973161;1,009102;40;40;1;1;0,1965683;0,9828416;0,9828416;6,519813;0,9736167;1;3,6;1;1;0,1;0,2
111,4933;1338,424;0,3932066;1,848747;0,3921058;0,9814807;1,032318;40;40;1;1;0,1972824;0,9864121;0,9864121;7,743441;0,9746208;1;3,6;1;1;0,1;0,2
111,9932;1338,682;0,3932437;1,838372;0,3884071;0,9789817;1,306388;40;40;1;1;0,1977761;0,9888805;0,9888805;7,42554;0,9830709;1;3,6;1;1;0,1;0,2
112,4931;1337,26;0,3930399;1,820603;0,3873643;0,9557672;1,16467;40;40;1;1;0,193028;0,9651402;0,9651403;11,37381;0,8587819;1;3,6;1;1;0,1;0,2
112,993;1332,624;0,3923741;1,795367;0,38797;0,929485;1,231302;40;40;1;1;0,1961507;0,9807537;0,9807538;13,37851;0,9245407;2,2;3,6;1;1;0,1;0,2
113,493;1300,41;0,3876877;1,710962;0,3765517;0,8613078;0,8801183;40;40;1;1;0,1999807;0,9999035;0,9999035;12,83574;0,7285979;2,8;3,6;1;1;0,1;0,2
113,9929;1238,748;0,3784068;1,560563;0,3442197;0,5693958;0,5741829;40;40;1;1;0,1997751;0,9988753;0,9988753;9,360725;0,5568176;2,8;2,7;1;1;0,1;0,2
114,4928;1170,84;0,3676806;1,406498;0,3121583;0,3402583;0,3511875;40;40;1;1;0,1999999;0,9999996;0,9999996;9,976008;0,492119;2,8;1,4;1;1;0,1;0,2
114,9927;1095,958;0,3551842;1,250067;0,2785809;0,1183417;0,1344997;40;40;1;1;0,199448;0,9972398;0,9972398;-30,53865;0,4850603;2,8;1,2;1;1;0,1;0,2
115,4926;1020,882;0,3418805;1,105544;0,2475797;0,02748912;0,02926603;40;40;1;1;0,1999049;0,9995247;0,9995247;-136,3665;0,4890974;2,8;1,1;1;1;0,1;0,2
115,9925;941,9398;0,3269638;0,9652907;0,2182218;0,09279107;0,09957702;40;40;1;1;0,1999999;0,9999996;0,9999996;-148,5328;0,5104468;2,8;1;1;1;0,1;0,2
116,4925;880,0502;0,3145327;0,8632838;0,1958478;0,118608;0,1304197;40;40;1;1;0,1999999;0,9999996;0,9999996;-141,4853;0,5339004;2,8;1;1;1;0,1;0,2
116,9924;802,1595;0,2978625;0,7430726;0,1711133;0,1364237;0,1462549;40;40;1;1;0,1995524;0,9977619;0,9977619;-143,2364;0,6046141;2,8;1;1;1;0,1;0,2
117,4923;742,264;0,2841825;0,6556493;0,1552461;0,1637569;0,1852732;40;40;1;1;0,1991997;0,9959984;0,9959984;-167,5668;0,6229839;2,8;1;1;1;0,1;0,2
117,9922;692,3669;0,2721544;0,584335;0,1396115;0,0961255;0,1033598;40;40;1;1;0,1999999;0,9999996;0,9999996;168,4242;0,6758715;1,5;1;1;1;0,1;0,2
118,4921;634,4996;0,2574155;0,4980344;0,1210045;0,08870606;0,09989984;40;40;1;1;0,1956696;0,9783481;0,9783481;128,1874;0,7447506;1,2;1;1;1;0,1;0,2
118,992;610,3184;0,2509856;0,4396855;0,1122589;0,1407497;0,2020029;40;40;1;1;0,1999999;0,9999996;0,9999996;96,16042;0,6515403;1,2;1;1;1;0,1;0,2
119,492;616,0355;0,2525212;0,4321284;0,1113411;0,1249331;0,1364672;40;40;1;1;0,19887;0,99435;0,9943501;117,5381;0,6461983;1,2;1;1;1;0,1;0,2
119,9919;648,767;0,2611325;0,4512328;0,1168445;0,2061294;0,2248415;40;40;1;1;0,1999379;0,9996896;0,9996896;100,9147;0,6613598;1,6;1;1;1;0,1;0,2
120,4918;670,7161;0,2667434;0,4706386;0,1225631;0,1992232;0,2503703;40;40;1;1;0,1999342;0,9996707;0,9996707;108,2904;0,7446514;1,7;1;1;1;0,1;0,2
120,9917;686,6981;0,2707492;0,4808327;0,1229509;0,2369801;0,3199708;40;40;1;1;0,1999057;0,9995284;0,9995284;85,06678;0,835666;1,7;1;1;1;0,1;0,2
121,4916;677,5264;0,2684584;0,4646932;0,1211932;0,3941727;0,6729504;40;40;1;1;0,1999999;0,9999996;0,9999996;87,67511;0,8274662;1,7;1;1;1;0,1;0,2
121,9915;642,6434;0,2595441;0,4141034;0,1118156;0,3159352;0,3795127;40;40;1;1;0,1999999;0,9999996;0,9999996;70,01346;0,7636046;1,7;1;1;1;0,1;0,2
122,4915;620,3646;0,2536774;0,3846494;0,1048525;0,1346572;0,1626218;40;40;1;1;0,1999999;0,9999996;0,9999996;82,08804;0,7396595;1,7;1;1;1;0,1;0,2
122,9914;563,7629;0,2381212;0,3178155;0,08761167;0,07510868;0,09336296;40;40;1;1;0,1999999;0,9999996;0,9999996;20,4168;0,7461684;1,7;1;1;1;0,1;0,2
123,4913;537,0331;0,2304286;0,2883024;0,07863308;0,084056;0,1004357;40;40;1;1;0,1999999;0,9999996;0,9999996;28,79411;0,7622557;1,7;1;1;1;0,1;0,2
123,9912;479,8799;0,2131667;0,2310445;0,06510197;0,1481003;0,1891486;40;40;1;1;0,1999999;0,9999996;0,9999996;65,39178;0,7918607;1,5;1;1;1;0,1;0,2
124,4911;458,1027;0,2062767;0,2108393;0,06107337;0,2615179;0,3242478;40;40;1;1;0,1997918;0,9989589;0,9989589;55,77083;0,7990992;1,5;1;1;1;0,1;0,2
124,991;438,3572;0,1998713;0,1925389;0,06359481;0,274947;0,3559924;40;40;1;1;0,1999999;0,9999996;0,9999996;60,60578;0,8739523;1,5;1;1;1;0,1;0,2
125,491;437,1961;0,1994896;0,1903169;0,06528895;0,3586952;0,4304962;40;40;1;1;0,1999999;0,9999996;0,9999996;64,1375;0,8781407;1,5;1;1;1;0,1;0,2
125,9909;449,3398;0,203453;0,1989828;0,07030259;0,5077187;0,7087152;40;40;1;1;0,1999999;0,9999996;0,9999996;76,612;0,8749469;1,5;1;1;1;0,1;0,2
126,4908;455,765;0,2055267;0,2036529;0,07097535;0,4715395;0,7159713;40;40;1;1;0,1999999;0,9999996;0,9999996;68,24792;0,8760006;1,5;1;1;1;0,1;0,2
126,9907;467,8658;0,2093883;0,2127173;0,07041401;0,4348711;0,61481;40;40;1;1;0,1999999;0,9999996;0,9999996;69,42755;0,8777677;1,5;1;1;1;0,1;0,2
127,4906;476,0998;0,2119837;0,2201164;0,07204188;0,4178022;0,6060651;40;40;1;1;0,1999999;0,9999996;0,9999996;71,1357;0,9136888;1,5;1;1;1;0,1;0,2
127,9905;486,8959;0,2153483;0,2300692;0,07563598;0,5608348;0,7629386;40;40;1;1;0,1999999;0,9999996;0,9999996;85,18217;0,8917265;1,5;1;1;1;0,1;0,2
128,4906;490,9702;0,2166071;0,2337235;0,07617938;0,4870881;0,6334858;40;40;1;1;0,1999999;0,9999996;0,9999996;86,8632;0,8782209;1,5;1;1;1;0,1;0,2
128,9907;483,8566;0,2144052;0,2263178;0,06788855;0,4220212;0,552958;40;40;1;1;0,1999999;0,9999996;0,9999996;98,31405;0,8818194;1,5;1;1;1;0,1;0,2
129,4908;477,6961;0,2124841;0,2205335;0,06618202;0,4277515;0,5593666;40;40;1;1;0,1999999;0,9999996;0,9999996;100,486;0,9037596;1,5;1;1;1;0,1;0,2
129,991;460,9415;0,2071852;0,2055667;0,06454097;0,5300931;0,7626504;40;40;1;1;0,1999999;0,9999996;0,9999996;86,93589;0,8634187;1,5;1;1;1;0,1;0,2
130,4911;456,9434;0,2059052;0,2021466;0,06446119;0,4069354;0,6227834;40;40;1;1;0,1999999;0,9999996;0,9999996;75,05177;0,8650756;1,5;1;1;1;0,1;0,2
130,9912;454,6934;0,2051818;0,200123;0,06402526;0,4801554;0,6227247;40;40;1;1;0,1999999;0,9999996;0,9999996;57,71488;0,9093733;1,5;1;1;1;0,1;0,2
131,4913;456,1547;0,205652;0,2009536;0,0638013;0,5824917;0,7503785;40;40;1;1;0,1999999;0,9999996;0,9999996;61,3733;0,9146357;1,5;1;1;1;0,1;0,2
131,9914;464,7036;0,2083842;0,2079108;0,06217175;0,5540485;0,8279386;40;40;1;1;0,1999999;0,9999996;0,9999996;70,70274;0,8766659;1,5;1;1;1;0,1;0,2
132,4915;469,0565;0,2097649;0,2118559;0,06090667;0,4141503;0,6022775;40;40;1;1;0,1999999;0,9999996;0,9999996;61,72186;0,8892977;1,5;1;1;1;0,1;0,2
132,9916;479,2307;0,212964;0,2212403;0,06416456;0,3922904;0,5296305;40;40;1;1;0,1999999;0,9999996;0,9999996;63,72411;0,8630345;1,5;1;1;1;0,1;0,2
133,4917;483,133;0,2141806;0,2250874;0,06555142;0,2556813;0,4078233;40;40;1;1;0,1999999;0,9999996;0,9999996;67,26402;0,8940021;1,5;1;1;1;0,1;0,2
133,9918;492,0876;0,2169512;0,2338626;0,07028374;0,4157361;0,6568459;40;40;1;1;0,1999999;0,9999996;0,9999996;67,3824;0,9094936;1,5;1;1;1;0,1;0,2
134,4919;494,8572;0,2178022;0,2367946;0,07139768;0,508935;0,7695674;40;40;1;1;0,1999999;0,9999996;0,9999996;69,55428;0,9023997;1,5;1;1;1;0,1;0,2
134,992;494,4403;0,2176743;0,237128;0,06975024;0,6294195;1,444782;40;40;1;1;0,1994976;0,9974882;0,9974881;72,88669;0,8371598;1,5;1;3,9;1;0,1;0,2
135,4921;523,1464;0,2263392;0,2654967;0,07572324;0,4043032;0,5891047;40;40;1;1;0,1996697;0,9983484;0,9983484;104,1506;0,3505731;1,5;1;6,6;1;0,1;0,2
135,9922;647,9577;0,260923;0,4048921;0,1051937;0,04036032;0,04133618;40;40;1;1;0,1999999;0,9999996;0,9999996;49,19385;0,05879936;1,5;1;8,4;1;0,1;0,2
136,4923;713,3224;0,2772793;0,4897866;0,1218466;0,01355669;0,01355705;40;40;1;1;0,1999999;0,9999996;0,9999996;29,38174;0,04732185;1,5;1;8,6;1;0,1;0,2
136,9924;813,809;0,3004332;0,6365026;0,1498357;0,004985089;0,004985204;40;40;1;1;0,1999999;0,9999996;0,9999996;-41,52188;0,05716518;1,5;1;8,7;1;0,1;0,2
137,4926;941,598;0,3268968;0,8504275;0,1911967;0,02550241;0,02551729;40;40;1;1;0,1989348;0,9946741;0,9946741;-138,9501;0,09478633;1,5;1;8,7;1;0,1;0,2
137,9927;1034,066;0,3442767;1,023618;0,2288102;0,04949661;0,05023577;40;40;1;1;0,1979344;0,9896718;0,9896717;-154,4198;0,1290463;1,5;1;8,7;1;0,1;0,2
138,4928;1115,364;0,3584939;1,189675;0,2670238;0,05179247;0,05196538;40;40;1;1;0,1991517;0,9957584;0,9957584;-101,7594;0,1124466;1,5;1;8,4;1;0,1;0,2
138,9929;1196,031;0,3717239;1,36783;0,3073443;0,03256576;0,03264897;40;40;1;1;0,1998752;0,9993759;0,9993759;-107,2715;0,1139172;1,5;1;8,2;1;0,1;0,2
139,493;1278,067;0,3843731;1,562017;0,3497878;0,03576295;0,03613725;40;40;1;1;0,1963632;0,9818162;0,9818162;-108,4526;0,1661548;1,5;1;8;1;0,1;0,2
139,9931;1362,183;0,3965807;1,773212;0,3952137;0,01369278;0,01421024;40;40;1;1;0,1997595;0,9987977;0,9987975;-85,44448;0,15403;1,5;1;8;1;0,1;0,2
140,4932;1445,724;0,4080136;1,996644;0,4452548;0,02211626;0,02223323;40;40;1;1;0,1982316;0,9911579;0,9911579;-162,8709;0,1450617;1,5;1;8;1;0,1;0,2
