Time stamp;TotalDistance;DistanceWeightDistributionQuality;MeanSquareDistanceFromCenterOfMass;BBR;Effective group motion;ExpectedClusterSize;LargestAggregateSize;LargestAggregateSizeRatio;AggregateNumber;AverageNeighborhood;AverageSpeed;RescaledSpeed(AverageSpeed);RescaledSpeed(LargestClusterAverageSpeed);AverageOrientation;Order;Cohesion intensity;Alignement intensity;Separation intensity;Random movement intensity;Move forward intensity;Friction intensity;Max speed intensity
0,5000001;2044,317;0,4744781;4,044009;0,9468766;72,83324;8;21;0,525;5;3,45;0,09749996;0,9749996;1;-126,3894;0,7886268;1;1;1;0;0;1;0,1
0,9999996;2049,756;0,4749835;4,06508;0,947764;0,8134992;8;21;0,525;5;3,45;0,09692613;0,9692613;0,9890699;-126,6486;0,7925963;1;1;1;0;0;1;0,1
1,499999;2054,822;0,4754532;4,08527;0,9516405;0,8138757;8;21;0,525;5;3,325;0,09614637;0,9614637;0,9742174;-126,1078;0,7826442;1;1;1;0;0;1;0,1
1,999999;2057,369;0,4756885;4,096081;0,9522889;0,7954087;6;21;0,525;6;3,35;0,09582091;0,9582091;0,9810309;-132,2312;0,7233114;1;1;1;0;0;1;0,1
2,499998;2059,024;0,4758412;4,103807;0,9505792;0,773662;8;26;0,65;5;3,45;0,09433981;0,9433981;0,972881;-126,6014;0,7220693;1;1;1;0;0;1;0,1
2,999998;2063,395;0,4762444;4,122029;0,9488744;0,7867282;6;20;0,5;6;3,35;0,09554631;0,9554631;0,9610608;-125,33;0,745163;1;1;1;0;0;1;0,1
3,499997;2068,972;0,476757;4,145031;0,9491151;0,7804883;5;20;0,5;7;3,2;0,09381999;0,9381999;0,9485224;-126,1532;0,7720019;1;1;1;0;0;1;0,1
3,999997;2073,948;0,4772134;4,165733;0,9548709;0,7839246;6;26;0,65;6;3,275;0,09416998;0,9416998;0,9894633;-126,3427;0,7652485;1;1;1;0;0;1;0,1
4,499997;2079,629;0,4777332;4,189637;0,9632818;0,7706558;5;20;0,5;7;3,225;0,09392952;0,9392952;1;-127,285;0,7269947;1;1;1;0;0;1;0,1
4,999996;2084,514;0,4781784;4,211054;0,9654881;0,7686911;5;21;0,525;7;3,45;0,0917892;0,917892;1;-126,5031;0,7629951;1;1;1;0;0;1;0,1
5,499996;2088,555;0,4785465;4,229789;0,9652204;0,7698002;8;30;0,75;5;3,55;0,09252428;0,9252428;0,9999998;-128,7866;0,7333797;1;1;1;0;0;1;0,1
5,999995;2092,829;0,478934;4,249793;0,9650242;0,7585713;8;30;0,75;5;3,5;0,09117026;0,9117026;0,9999998;-129,2943;0,7340022;1;1;1;0;0;1;0,1
6,499995;2097,352;0,4793439;4,270984;0,9649048;0,7564704;6;23;0,575;6;3,575;0,09070893;0,9070894;1;-128,3158;0,7261044;1;1;1;0;0;1;0,1
