Time stamp;TotalDistance;DistanceWeightDistributionQuality;MeanSquareDistanceFromCenterOfMass;BBR;Effective group motion;ExpectedClusterSize;LargestAggregateSize;LargestAggregateSizeRatio;AggregateNumber;AverageNeighborhood;AverageSpeed;RescaledSpeed(AverageSpeed);RescaledSpeed(LargestClusterAverageSpeed);AverageOrientation;Order;Cohesion intensity;Alignement intensity;Separation intensity;Random movement intensity;Move forward intensity;Friction intensity;Max speed intensity
0,5000001;2189,025;0,487445;4,67468;0,9427604;0;8;14;0,35;5;4,05;0;0;0;0;0;1;1;1;0;0;1;0,1
0,9999996;2189,025;0,487445;4,67468;0,9427604;0;8;14;0,35;5;4,05;0;0;0;0;0;1;1;1;0;0;1;0,1
1,499999;2189,025;0,487445;4,67468;0,9427604;0;8;14;0,35;5;4,05;0;0;0;0;0;1;1;1;0;0;1;0,1
1,999999;2189,025;0,487445;4,67468;0,9427604;0;8;14;0,35;5;4,05;0;0;0;0;0;1;1;1;0;0;1;0,1
2,499998;2189,025;0,487445;4,67468;0,9427604;0;8;14;0,35;5;4,05;0;0;0;0;0;1;1;1;0;0;1;0,1
2,999998;2189,025;0,487445;4,67468;0,9427604;0;8;14;0,35;5;4,05;0;0;0;0;0;1;1;1;0;0;1;0,1
3,499997;2189,025;0,487445;4,67468;0,9427604;0;8;14;0,35;5;4,05;0;0;0;0;0;1;1;1;0;0;1;0,1
3,999997;2189,025;0,487445;4,67468;0,9427604;0;8;14;0,35;5;4,05;0;0;0;0;0;1;1;1;0;0;1;0,1
4,499997;2189,025;0,487445;4,67468;0,9427604;0;8;14;0,35;5;4,05;0;0;0;0;0;1;1;1;0;0;1;0,1
4,999996;2189,025;0,487445;4,67468;0,9427604;0;8;14;0,35;5;4,05;0;0;0;0;0;1;1;1;0;0;1;0,1
5,499996;2189,025;0,487445;4,67468;0,9427604;0;8;14;0,35;5;4,05;0,09999996;0,9999996;1;46,11799;0,9172832;1;1;1;0;0;1;0,1
5,999995;2197,365;0,4881632;4,709161;0,9490019;0,9187464;8;14;0,35;5;3,75;0,09999996;0,9999996;1;46,13538;0,9174522;1;1;1;0;0;1;0,1
6,499995;2215,05;0,4896768;4,782982;0,9624491;0,9183946;8;14;0,35;5;3,65;0,09999996;0,9999996;1;46,18003;0,9176697;1;1;1;0;0;1;0,1
