Time stamp;TotalDistance;DistanceWeightDistributionQuality;MeanSquareDistanceFromCenterOfMass;BBR;Effective group motion;ExpectedClusterSize;LargestAggregateSize;LargestAggregateSizeRatio;AggregateNumber;AverageNeighborhood;AverageSpeed;RescaledSpeed(AverageSpeed);RescaledSpeed(LargestClusterAverageSpeed);AverageOrientation;Order;Cohesion intensity;Alignement intensity;Separation intensity;Random movement intensity;Move forward intensity;Friction intensity;Max speed intensity
0,5000001;440,9025;0,4512232;3,181179;0,7310869;305,5235;4;15;0,75;5;2,2;0,07376541;0,7376541;0,8294997;92,32326;0,4684371;1;1;1;0;0;0,1;0,1
0,9999996;444,0999;0,4526087;3,21676;0,7404509;0,124468;4;15;0,75;5;2,2;0,08604819;0,8604819;0,9942793;41,43164;0,4951619;1;1;1;0;0;0,1;0,1
1,499999;448,0475;0,4543046;3,263344;0,7544831;0,1318077;4;15;0,75;5;2,2;0,08566776;0,8566776;0,990169;63,11268;0,5158864;1;1;1;0;0;0,1;0,1
1,999999;452,0688;0,4560162;3,310985;0,7699276;0,1664142;4;15;0,75;5;2,2;0,08633661;0,8633661;1;43,95743;0,5481637;1;1;1;0;0;0,1;0,1
2,499998;456,1518;0,4577375;3,361284;0,7843099;0,2003958;5;16;0,8;4;2,25;0,09063566;0,9063566;1;63,99183;0,5856603;1;1;1;0;0;0,1;0,1
2,999998;460,194;0,4594258;3,410507;0,7959233;0,2799177;4;16;0,8;5;2,15;0,09027713;0,9027713;1;67,48026;0,6129358;1;1;1;0;0;0,1;0,1
3,499997;464,8795;0,461363;3,470888;0,8121474;0,2511621;4;16;0,8;5;2,15;0,0897769;0,897769;1;67,46242;0,6288522;1;1;1;0;0;0,1;0,1
3,999997;469,0399;0,463066;3,524498;0,8231663;0,3548662;6;18;0,9;3;2,15;0,08950896;0,8950896;0,9459236;74,75875;0,6706337;1;1;1;0;0;0,1;0,1
4,499997;473,6915;0,4649509;3,586967;0,8363124;0,3829787;6;18;0,9;3;2,05;0,0896833;0,896833;0,9502276;70,91835;0,691043;1;1;1;0;0;0,1;0,1
4,999996;478,6779;0,4669496;3,656094;0,8494495;0,3945736;6;18;0,9;3;1,95;0,08939292;0,8939292;0,9492317;77,25467;0,7061265;1;1;1;0;0;0,1;0,1
5,499996;482,8387;0,4686002;3,712507;0,8570316;0,5476002;6;18;0,9;3;1,95;0,08923744;0,8923743;0,9496769;73,83123;0,7457022;1;1;1;0;0;0,1;0,1
5,999995;487,3249;0,470363;3,775989;0,8668131;0,5478976;6;18;0,9;3;1,85;0,08903054;0,8903054;0,9494215;69,57326;0,7549784;1;1;1;0;0;0,1;0,1
6,499995;491,9767;0,4721726;3,843663;0,8781852;0,5259998;6;18;0,9;3;1,85;0,08883415;0,8883415;0,949179;66,30978;0,7649074;1;1;1;0;0;0,1;0,1
6,999994;496,1573;0,4737829;3,905483;0,8871444;0,5896388;5;17;0,85;4;1,7;0,08975271;0,8975271;0,9616606;70,69363;0,7920414;1;1;1;0;0;0,1;0,1
7,499994;499,3728;0,4750115;3,952956;0,8967455;0,6018233;3;15;0,75;6;1,5;0,0922405;0,9224049;1;70,19611;0,8193842;1;1;1;0;0;0,1;0,1
7,999993;502,3461;0,47614;3,995738;0,8996221;0,6132926;3;15;0,75;6;1,5;0,09139871;0,9139871;1;68,14653;0,8301324;1;1;1;0;0;0,1;0,1
8,500005;505,5096;0,4773328;4,042499;0,9091451;0,5799024;2;14;0,7;7;1,4;0,09054933;0,9054933;1;67,63632;0,83977;1;1;1;0;0;0,1;0,1
9,000016;508,6705;0,4785164;4,089977;0,9188408;0,560487;2;14;0,7;7;1,3;0,08954955;0,8954955;1;75,5164;0,8378378;1;1;1;0;0;0,1;0,1
9,500028;510,88;0,4793391;4,122903;0,9189696;0,6601777;2;14;0,7;7;1,3;0,08859497;0,8859497;1;75,26806;0,8678719;1;1;1;0;0;0,1;0,1
10,00004;509,9581;0,478996;4,106925;0,9114119;0,490904;2;11;0,55;8;1,2;0,08768739;0,8768739;1;68,55828;0,4597043;5;1;1;0;0;0,1;0,1
10,50005;505,8292;0,4774529;4,043123;0,9010698;0,083928;2;14;0,7;7;1,3;0,0868254;0,868254;1;106,101;0,4686488;5;1;1;0;0;0,1;0,1
11,00006;501,0593;0,4756525;3,971341;0,8906455;0,08307118;2;14;0,7;7;1,4;0,08600438;0,8600438;1;138,5164;0,4870183;5;1;1;0;0;0,1;0,1
11,50007;495,8962;0,4736828;3,894819;0,8797243;0,07360888;2;14;0,7;7;1,4;0,08522336;0,8522336;1;145,5236;0,5125684;5;1;1;0;0;0,1;0,1
12,00008;490,5331;0,4716129;3,816459;0,8682759;0,04329699;2;14;0,7;7;1,4;0,08447988;0,8447987;1;154,5514;0,5347648;5;1;1;0;0;0,1;0,1
12,5001;485,0804;0,4694834;3,737809;0,8563105;0,02253943;3;14;0,7;6;1,5;0,08810373;0,8810372;1;-96,01699;0,4951988;5;1;1;0;0;0,1;0,1
13,00011;479,5659;0,4673033;3,659625;0,8438527;0,0497469;4;15;0,75;5;1,7;0,0899355;0,8993551;1;-36,29942;0,45189;5;1;1;0;0;0,1;0,1
13,50012;474,2192;0,4651634;3,585829;0,8309041;0,08858844;4;15;0,75;5;1,7;0,08969475;0,8969475;1;-47,28447;0,4748111;5;1;1;0;0;0,1;0,1
14,00013;468,9724;0,4630384;3,514755;0,8175291;0,08835118;4;15;0,75;5;1,7;0,08946612;0,8946612;1;-57,66945;0,5064473;5;1;1;0;0;0,1;0,1
14,50014;464,1142;0,4610481;3,45096;0,8037025;0,06688708;3;9;0,45;6;2;0,08924842;0,8924842;1;-44,44571;0,4273374;5;1;1;0;0;0,1;0,1
15,00015;459,8028;0,4592631;3,397184;0,7909671;0,06097946;3;9;0,45;6;2,1;0,08904064;0,8904064;1;-85,62908;0,4042965;5;1;1;0;0;0,1;0,1
15,50016;455,9751;0,4576634;3,351724;0,7797107;0,03880822;3;9;0,45;6;2,1;0,08884395;0,8884395;1;-82,06161;0,4461702;5;1;1;0;0;0,1;0,1
16,00018;451,8993;0,4559443;3,304273;0,7637194;0,03205701;4;9;0,45;5;2,4;0,09131789;0,9131789;1;-73,60281;0,4033999;5;1;1;0;0;0,1;0,1
16,50019;447,8743;0,4542304;3,258905;0,7462859;0,04743252;4;9;0,45;5;2,5;0,09125347;0,9125347;1;-38,97234;0,4271247;5;1;1;0;0;0,1;0,1
17,0002;444,296;0,4526934;3,22105;0,7279973;0,08665121;4;9;0,45;5;2,8;0,09119255;0,9119255;1;-19,03383;0,4388248;5;1;1;0;0;0,1;0,1
17,50021;441,0793;0,4513002;3,189051;0,7091821;0,1396165;4;9;0,45;5;3,2;0,09113429;0,9113429;1;-20,52964;0,4622852;5;1;1;0;0;0,1;0,1
18,00022;438,3872;0,450126;3,16538;0,6922873;0,1571637;4;9;0,45;5;3,3;0,09107898;0,9107898;1;-13,03629;0,4852866;5;1;1;0;0;0,1;0,1
18,50023;436,0927;0,4491193;3,147392;0,6793029;0,157796;4;9;0,45;5;3,4;0,09102639;0,9102639;1;-6,270138;0,5359851;5;1;1;0;0;0,1;0,1
19,00024;433,9696;0,4481831;3,131781;0,666705;0,1720723;4;9;0,45;5;3,4;0,09097626;0,9097626;1;-0,4819667;0,6025673;5;1;1;0;0;0,1;0,1
19,50026;432,0343;0,4473251;3,118316;0,6547877;0,181836;4;9;0,45;5;3,5;0,09092861;0,9092861;1;8,537327;0,6610287;5;1;1;0;0;0,1;0,1
20,00027;430,2685;0,4465391;3,106398;0,6439943;0,1922229;4;9;0,45;5;3,5;0,09088337;0,9088337;1;15,83276;0,7134811;5;1;1;0;0;0,1;0,1
20,50028;428,5998;0,4457931;3,095113;0,6344203;0,1897794;4;9;0,45;5;3,5;0,09084022;0,9084022;1;20,80339;0,7543183;5;1;1;0;0;0,1;0,1
21,00029;426,9631;0,4450585;3,083749;0,6259955;0,1791787;4;9;0,45;5;3,5;0,09079924;0,9079924;1;22,41866;0,7880911;5;1;1;0;0;0,1;0,1
21,5003;425,3037;0,4443107;3,071763;0,6183978;0,1596124;4;9;0,45;5;3,5;0,09076028;0,9076027;1;21,53377;0,8190775;5;1;1;0;0;0,1;0,1
22,00031;423,6213;0,4435495;3,059066;0,6171528;0,1365722;4;9;0,45;5;3,5;0,09072321;0,9072321;1;19,92224;0,8475721;5;1;1;0;0;0,1;0,1
22,50032;421,9657;0,4427973;3,046009;0,6173182;0,113031;4;9;0,45;5;3,5;0,09068795;0,9068795;1;19,5353;0,8724951;5;1;1;0;0;0,1;0,1
23,00034;420,3649;0,4420671;3,032647;0,6175223;0,08750528;4;9;0,45;5;3,6;0,0906543;0,906543;1;17,72804;0,8597457;5;1;1;0;0;0,1;0,1
23,50035;418,6633;0,4412875;3,017235;0,6177399;0,047748;4;9;0,45;5;3,6;0,09062246;0,9062246;1;16,56827;0,855817;5;1;1;0;0;0,1;0,1
24,00036;416,8997;0,4404764;3,001322;0,6179617;0,005512162;4;9;0,45;5;3,7;0,09059209;0,9059209;1;-135,0511;0,8311285;5;1;1;0;0;0,1;0,1
24,50037;414,9022;0,4395535;2,983984;0,6181817;0,07319483;4;9;0,45;5;4,1;0,09056318;0,9056318;1;-162,2225;0,7305025;5;1;1;0;0;0,1;0,1
25,00038;412,6489;0,4385066;2,965574;0,6183968;0,07790993;4;9;0,45;5;4,3;0,0905357;0,905357;1;-161,6456;0,700128;5;1;1;0;0;0,1;0,1
25,50039;410,33;0,4374234;2,947651;0,618605;0,06881299;4;9;0,45;5;4,4;0,0905096;0,905096;1;-159,6937;0,6954174;5;1;1;0;0;0,1;0,1
26,0004;408,0233;0,4363393;2,931114;0,6188056;0,07686533;4;9;0,45;5;4,8;0,09048472;0,9048472;1;-155,3897;0,6790789;5;1;1;0;0;0,1;0,1
26,50042;405,7465;0,4352634;2,91639;0,6189975;0,09405984;4;9;0,45;5;5,1;0,09046109;0,9046109;1;-157,0587;0,6764659;5;1;1;0;0;0,1;0,1
27,00043;403,5254;0,4342074;2,903729;0,6191816;0,1127058;4;9;0,45;5;5,4;0,09043859;0,9043859;1;-157,4106;0,6935489;5;1;1;0;0;0,1;0,1
27,50044;401,4105;0,4331968;2,893108;0,6193578;0,1261497;4;9;0,45;5;5,4;0,0904172;0,904172;1;-156,9991;0,719337;5;1;1;0;0;0,1;0,1
28,00045;399,4299;0,4322453;2,884447;0,6195257;0,1345736;4;9;0,45;5;5,4;0,0903969;0,9039689;1;-157,1195;0,7494961;5;1;1;0;0;0,1;0,1
28,50046;397,5827;0,4313536;2,87741;0,6196858;0,1289743;4;9;0,45;5;5,4;0,09037753;0,9037753;1;-156,9191;0,782688;5;1;1;0;0;0,1;0,1
29,00047;395,8986;0,430537;2,871752;0,6198385;0,1070024;4;9;0,45;5;5,4;0,09035911;0,903591;1;-156,0548;0,8205894;5;1;1;0;0;0,1;0,1
29,50048;394,443;0,4298284;2,867343;0,6199839;0,07508538;4;9;0,45;5;5,4;0,09034161;0,903416;0,9999999;-154,0179;0,8609318;5;1;1;0;0;0,1;0,1
30,0005;393,3028;0,4292713;2,864167;0,620122;0,04296413;4;9;0,45;5;5,4;0,09032499;0,9032499;1;-149,515;0,896998;5;1;1;0;0;0,1;0,1
30,50051;392,5271;0,4288913;2,862148;0,6202535;0,01889113;4;9;0,45;5;5,4;0,0903091;0,903091;1;-134,093;0,9222006;5;1;1;0;0;0,1;0,1
