Time stamp;TotalDistance;DistanceWeightDistributionQuality;MeanSquareDistanceFromCenterOfMass;BBR;Effective group motion;ExpectedClusterSize;LargestAggregateSize;LargestAggregateSizeRatio;AggregateNumber;AverageNeighborhood;AverageSpeed;RescaledSpeed(AverageSpeed);RescaledSpeed(LargestClusterAverageSpeed);AverageOrientation;Order;Cohesion intensity;Alignement intensity;Separation intensity;Random movement intensity;Move forward intensity;Friction intensity;Max speed intensity
0,5000001;2013,429;0,4715809;3,955446;0,9052374;366,5331;8;36;0,9;5;3,3;0,07388386;0,7388386;0,8146999;141,691;0,5016459;1;1;1;0;0;0,1;0,1
0,9999996;2024,051;0,4725827;3,992571;0,9098734;0,02077281;8;36;0,9;5;3,65;0,09030477;0,9030477;0,9974591;-127,9559;0,5338137;1;1;1;0;0;0,1;0,1
1,499999;2036,65;0,4737634;4,037987;0,930513;0,022817;8;36;0,9;5;3,4;0,09002173;0,9002173;0,9945979;117,5283;0,5497431;1;1;1;0;0;0,1;0,1
1,999999;2048,19;0,4748384;4,080019;0,9475377;0,07683965;20;39;0,975;2;3,375;0,09289473;0,9289473;0,9527665;95,08436;0,6207171;1;1;1;0;0;0,1;0,1
2,499998;2062,804;0,47619;4,13519;0,9692088;0,05943997;20;39;0,975;2;3,425;0,09463424;0,9463424;0,9706076;110,203;0,6453975;1;1;1;0;0;0,1;0,1
2,999998;2076,294;0,4774284;4,185069;0,9701914;0,06603742;20;39;0,975;2;3,375;0,09466934;0,9466934;0,9709677;81,13003;0,6784119;1;1;1;0;0;0,1;0,1
3,499997;2091,609;0,4788237;4,243845;0,9787393;0,1104695;20;39;0,975;2;3,375;0,09389336;0,9389336;0,9630089;82,86799;0,7048863;1;1;1;0;0;0,1;0,1
3,999997;2108,207;0,4803236;4,30859;0,9951621;0,1473087;40;40;1;1;3,375;0,09496983;0,9496983;0,9496984;77,82011;0,7312685;1;1;1;0;0;0,1;0,1
4,499997;2121,187;0,4814872;4,358296;0,9865674;0,08918857;40;40;1;1;3,325;0,09464899;0,9464899;0,9464899;60,53837;0,7780677;1;1;1;0;0;0,1;0,1
4,999996;2137,615;0,4829491;4,422691;0,9901699;0,09785867;40;40;1;1;3,3;0,09895522;0,9895522;0,9895522;75,46172;0,7795749;1;1;1;0;0;0,1;0,1
5,499996;2153,412;0,4843431;4,484733;0,9871231;0,113635;40;40;1;1;3,3;0,09775662;0,9775662;0,9775663;79,91804;0,8030885;1;1;1;0;0;0,1;0,1
5,999995;2170,127;0,4858061;4,552861;0,9957527;0,1493811;40;40;1;1;3,35;0,09867006;0,9867006;0,9867006;59,90404;0,7935723;1;1;1;0;0;0,1;0,1
6,499995;2181,413;0,4867867;4,59682;0,9832816;0,1133382;40;40;1;1;3,3;0,09699301;0,9699301;0,9699301;144,8802;0,8230209;1;1;1;0;0;0,1;0,1
6,999994;2195,781;0,4880273;4,655061;0,9895287;0,1551472;40;40;1;1;3,2;0,09944443;0,9944443;0,9944443;96,79168;0,8005969;1;1;1;0;0;0,1;0,1
7,499994;2206,493;0,4889463;4,69824;0,984634;0,1646315;40;40;1;1;3,2;0,09655655;0,9655655;0,9655656;77,66344;0,8617604;1;1;1;0;0;0,1;0,1
7,999993;2220,992;0,4901823;4,759084;0,988501;0,1326016;40;40;1;1;3,3;0,09938438;0,9938438;0,9938438;72,383;0,861325;1;1;1;0;0;0,1;0,1
8,500005;2234,922;0,4913614;4,818259;0,9928817;0,1467505;40;40;1;1;3,3;0,09768256;0,9768256;0,9768257;65,1204;0,8335824;1;1;1;0;0;0,1;0,1
9,000016;2246,508;0,4923359;4,866621;0,9877053;0,1798436;40;40;1;1;3,3;0,09851873;0,9851873;0,9851873;110,1259;0,859423;1;1;1;0;0;0,1;0,1
