Time stamp;TotalDistance;DistanceWeightDistributionQuality;MeanSquareDistanceFromCenterOfMass;BBR;Effective group motion;ExpectedClusterSize;LargestAggregateSize;LargestAggregateSizeRatio;AggregateNumber;AverageNeighborhood;AverageSpeed;RescaledSpeed(AverageSpeed);RescaledSpeed(LargestClusterAverageSpeed);AverageOrientation;Order;Cohesion intensity;Alignement intensity;Separation intensity;Random movement intensity;Move forward intensity;Friction intensity;Max speed intensity
0,5000001;1973,31;0,467745;3,858131;0,9261106;294,3638;13;36;0,9;3;4,4;0,08869351;0,8869351;0,9031079;-109,516;0,45257;1;1;1;0;0;0,1;0,1
0,9999996;1988,349;0,4691928;3,907238;0,9501466;0,09927582;13;36;0,9;3;4,35;0,09742959;0,9742959;0,9992177;-116,2935;0,4681204;1;1;1;0;0;0,1;0,1
1,499999;2004,67;0,4707504;3,961934;0,9654461;0,1257686;13;36;0,9;3;4,075;0,09746283;0,9746283;0,9999996;-119,7772;0,4869547;1;1;1;0;0;0,1;0,1
1,999999;2018,706;0,4720793;4,009334;0,9720047;0,1141109;20;39;0,975;2;4,1;0,09676596;0,9676596;0,9924713;-129,8607;0,7101716;4,76;1;1;0;0;0,1;0,1
2,499998;1999,505;0,4702591;3,939632;0,9449406;0,01685797;20;39;0,975;2;4,2;0,09749996;0,9749996;0,9999996;110,671;0,455345;4,76;1;1;0;0;0,1;0,1
2,999998;1978,182;0,4682153;3,864263;0,9189773;0,03613164;20;39;0,975;2;4,45;0,09749996;0,9749996;0,9999996;64,97944;0,4779684;4,76;1;1;0;0;0,1;0,1
3,499997;1957,08;0,4661695;3,790764;0,8933775;0,08623009;20;39;0,975;2;4,7;0,09749996;0,9749996;0,9999996;54,36039;0,4889979;4,76;1;1;0;0;0,1;0,1
3,999997;1935,916;0,4640936;3,717679;0,8684399;0,1287769;20;39;0,975;2;4,8;0,09749996;0,9749996;0,9999996;54,00291;0,5240392;4,76;1;1;0;0;0,1;0,1
4,499997;1914,685;0,4619865;3,645385;0,8443879;0,1494384;20;39;0,975;2;5,025;0,09749996;0,9749996;0,9999996;67,60397;0,5437869;4,76;1;1;0;0;0,1;0,1
4,999996;1895,936;0,460105;3,583155;0,8217829;0,1657981;20;39;0,975;2;5,325;0,09749996;0,9749996;0,9999996;69,78437;0,5439397;4,76;1;1;0;0;0,1;0,1
5,499996;1877,171;0,4582019;3,521719;0,7994426;0,165711;20;39;0,975;2;5,525;0,09749996;0,9749996;0,9999996;71,51849;0,5670749;4,76;1;1;0;0;0,1;0,1
5,999995;1857,904;0,4562268;3,459337;0,7779791;0,1758841;10;16;0,4;4;5,725;0,09749996;0,9749996;1;72,62702;0,5667821;4,76;1;1;0;0;0,1;0,1
6,499995;1839,731;0,454344;3,401793;0,758413;0,1865191;10;16;0,4;4;6,125;0,09749996;0,9749996;1;75,61368;0,5657372;4,76;1;1;0;0;0,1;0,1
6,999994;1823,778;0,4526752;3,353303;0,7392527;0,1525196;10;16;0,4;4;6,475;0,09749996;0,9749996;1;68,60848;0,5674492;4,76;1;1;0;0;0,1;0,1
7,499994;1808,998;0,451115;3,309708;0,7203271;0,136687;10;16;0,4;4;6,7;0,09749996;0,9749996;1;55,75188;0,5961693;1,51;1;1;0;0;0,1;0,1
7,999993;1816,009;0,4518566;3,325461;0,7307529;0,07727843;8;15;0,375;5;5,3;0,09523677;0,9523677;0,9811559;-35,8219;0,2570218;0;1;1;0;0;0,1;0,1
8,500005;1830,456;0,4533755;3,362166;0,7497915;0,0453871;8;15;0,375;5;4,925;0,09509888;0,9509888;0,9797994;-43,88593;0,141022;0;1;1;0;0;0,1;0,1
9,000016;1845,151;0,4549075;3,401426;0,7688683;0,04955394;8;15;0,375;5;4,75;0,09556302;0,9556302;0,9802821;-45,70268;0,1006451;0;1;1;0;0;0,1;0,1
9,500028;1860,119;0,4564548;3,443885;0,7893317;0,05026373;13;38;0,95;3;4,65;0,09550412;0,9550412;0,9898667;-46,88139;0,0846969;0;1;1;0;0;0,1;0,1
10,00004;1876,071;0,4580895;3,492206;0,8102421;0,06940716;13;38;0,95;3;4,6;0,09551493;0,9551493;0,9907321;-39,53318;0,09661414;0;1;1;0;0;0,1;0,1
10,50005;1893,865;0,459896;3,549478;0,832226;0,104319;13;38;0,95;3;4,525;0,0951604;0,951604;0,9877179;-47,16222;0,1102471;0;1;1;0;0;0,1;0,1
11,00006;1912,587;0,461777;3,612003;0,8554777;0,1081711;13;38;0,95;3;4,3;0,09625483;0,9625483;0,9999212;-63,81334;0,1118717;0;1;1;0;0;0,1;0,1
11,50007;1932,48;0,4637541;3,680722;0,8781374;0,1008404;13;38;0,95;3;3,9;0,09624983;0,9624983;0,9999266;-68,03261;0,09351827;0;1;1;0;0;0,1;0,1
12,00008;1953,991;0,4658678;3,757568;0,900727;0,08743024;20;39;0,975;2;3,725;0,09678618;0,9678618;0,9926788;-74,40314;0,09830208;0;1;1;0;0;0,1;0,1
12,5001;1978,765;0,4682716;3,848373;0,9231157;0,08307063;20;39;0,975;2;3,7;0,09436584;0,9436584;0,9678546;-101,6618;0,08949685;0;1;1;0;0;0,1;0,1
13,00011;2007,084;0,4709797;3,953082;0,942766;0,07468427;10;37;0,925;4;3,175;0,08981106;0,8981106;0,918429;165,2578;0,08642258;0;1;1;0;0;0,1;0,1
13,50012;2039,057;0,4739884;4,072102;0,9616536;0,1414792;10;37;0,925;4;2,85;0,09171025;0,9171025;0,941529;150,5944;0,1516327;0;1;1;0;0;0,1;0,1
14,00013;2070,989;0,4769423;4,192482;0,9806079;0,1487035;10;37;0,925;4;2,475;0,08414353;0,8414353;0,8590764;128,3275;0,1671965;0;1;1;0;0;0,1;0,1
14,50014;2100,729;0,4796493;4,305598;0,9933134;0,1455337;10;37;0,925;4;2,4;0,08402023;0,8402023;0,859319;155,8714;0,193014;0;1;1;0;0;0,1;0,1
15,00015;2126,57;0,4819675;4,403192;0,9961117;0,1706896;13;38;0,95;3;2,325;0,08436964;0,8436964;0,8427039;173,1755;0,2243567;0;1;1;0;0;0,1;0,1
15,50016;2151,115;0,484141;4,497008;0,9971645;0,1885237;13;38;0,95;3;2,325;0,07948188;0,7948188;0,7934728;-178,6924;0,2039956;0;1;1;0;0;0,1;0,1
16,00018;2174,053;0,486148;4,586842;0,998853;0,2152706;8;36;0,9;5;2,125;0,08165626;0,8165626;0,8112586;147,0616;0,2676784;0;1;1;0;0;0,1;0,1
16,50019;2192,482;0,4877435;4,659256;0,9987138;0,2090388;6;34;0,85;6;2,2;0,08307545;0,8307545;0,8306765;174,0374;0,1294494;0;1;1;0;0;0,1;0,1
17,0002;2209,595;0,4892116;4,727056;0,9981232;0,1756157;10;37;0,925;4;2,2;0,08083981;0,8083981;0,8061496;147,0482;0,1053419;0;1;1;0;0;0,1;0,1
17,50021;2222,399;0,4903018;4,77758;0,9978575;0,2107832;8;36;0,9;5;2,4;0,07098768;0,7098768;0,7203674;169,82;0,1540281;0;1;1;0;0;0,1;0,1
18,00022;2234,256;0,4913053;4,825178;0,9968536;0,3174946;8;36;0,9;5;2,5;0,06886116;0,6886116;0,6992275;158,2838;0,2212901;0;1;1;0;0;0,1;0,1
18,50023;2246,144;0,4923054;4,873085;0,9984843;0,3902536;10;37;0,925;4;2,375;0,07106382;0,7106382;0,723502;179,9938;0,3156314;0;1;1;0;0;0,1;0,1
19,00024;2254,027;0,4929658;4,904972;0,9993824;0,3511202;8;36;0,9;5;2,65;0;NaN;NaN;0;0;0;1;1;0;0;0,1;0
19,50026;2254,027;0,4929658;4,904972;0,9993824;0;8;36;0,9;5;2,65;0;NaN;NaN;0;0;0;1;1;0;0;0,1;0
20,00027;2254,027;0,4929658;4,904972;0,9993824;0;8;36;0,9;5;2,65;0;NaN;NaN;0;0;0;1;1;0;0;0,1;0
20,50028;2254,047;0,4929672;4,905055;0,9993983;0,05051234;6;35;0,875;6;2,3;0,002788595;0,5577191;0,6177227;74,83711;0,04797119;0;1;1;0;0;0,1;0,005
21,00029;2254,767;0,4930275;4,908089;0,9999654;0,04069431;10;37;0,925;4;2,525;0,00390905;0,78181;0,8451999;-146,9118;0,08757842;0;1;1;0;0;0,1;0,005
21,5003;2255,221;0,4930651;4,909954;0,9999934;0,08742918;5;34;0,85;7;2,425;0,003711085;0,742217;0,784993;164,8335;0,122922;0;1;1;0;0;0,1;0,005
22,00031;2255,556;0,4930932;4,911301;0,9999952;0,1499762;8;36;0,9;5;2,3;0,003667769;0,7335538;0,7604461;-177,77;0,07210188;0;1;1;0;0;0,1;0,005
22,50032;2255,833;0,4931163;4,912387;0,9999919;0,2036273;8;36;0,9;5;2,225;0,003502924;0,7005848;0,7251207;122,8685;0,05912393;0;1;1;0;0;0,1;0,005
23,00034;2255,993;0,4931297;4,913008;0,9999967;0,1730548;10;37;0,925;4;2,55;0,003241957;0,6483914;0,6672036;-80,71636;0,1452417;0;1;1;0;0;0,1;0,005
23,50035;2255,627;0,4930991;4,911347;0,9991665;0,1086831;10;37;0,925;4;2,875;0,00468487;0,936974;0,9808344;-153,7596;0,3802946;5;1;1;0;0;0,1;0,005
24,00036;2254,757;0,4930264;4,907493;0,997802;0,03876048;10;37;0,925;4;2,975;0,004675846;0,9351692;0,9804507;-127,8455;0,3748142;5;1;1;0;0;0,1;0,005
24,50037;2253,886;0,4929535;4,903647;0,9966704;0,0405775;8;36;0,9;5;2,95;0,004667261;0,9334521;0,9999998;-130,5117;0,3630844;5;1;1;0;0;0,1;0,005
25,00038;2252,995;0,4928791;4,899709;0,9955666;0,02828025;8;36;0,9;5;2,95;0,004659097;0,9318194;0,9999998;-129,0595;0,3659207;5;1;1;0;0;0,1;0,005
25,50039;2252,119;0,4928062;4,895865;0,9944686;0,03461615;8;36;0,9;5;3;0,004651361;0,9302722;0,9999998;-107,925;0,3630578;5;1;1;0;0;0,1;0,005
26,0004;2251,251;0,4927332;4,892031;0,9933616;0,03899452;8;36;0,9;5;3;0,004643949;0,9287898;0,9999998;-106,3032;0,3657906;5;1;1;0;0;0,1;0,005
26,50042;2250,386;0,4926608;4,888228;0,9922661;0,03906973;8;36;0,9;5;3,05;0,004636948;0,9273896;0,9999998;-121,4661;0,3595928;5;1;1;0;0;0,1;0,005
27,00043;2249,524;0,4925888;4,884458;0,991163;0,04248924;8;36;0,9;5;3,05;0,004630252;0,9260505;0,9999999;-120,4449;0,3622427;5;1;1;0;0;0,1;0,005
27,50044;2248,667;0,4925168;4,880696;0,9900633;0,04134277;8;36;0,9;5;3,05;0,004623896;0,9247793;0,9999998;-119,4377;0,3649004;5;1;1;0;0;0,1;0,005
28,00045;2247,811;0,4924452;4,876946;0,9894108;0,04081766;8;36;0,9;5;3,05;0,004617873;0,9235746;0,9999998;-118,4474;0,3675637;5;1;1;0;0;0,1;0,005
28,50046;2246,962;0,4923739;4,873233;0,9887947;0,03311474;8;36;0,9;5;3,1;0,004612113;0,9224226;0,9999999;-135,6183;0,379948;4,13;1;1;0;0;0,1;0,005
29,00047;2246,12;0,4923031;4,869561;0,9881895;0,0319671;8;36;0,9;5;3,1;0,004606644;0,9213288;0,9999998;-147,0488;0,4122391;2,97;1;1;0;0;0,1;0,005
29,50048;2245,314;0,492236;4,866027;0,9876357;0,03840536;8;36;0,9;5;3,1;0,004601432;0,9202865;0,9999998;-166,1224;0,4877179;1,95;1;1;0;0;0,1;0,005
30,0005;2244,559;0,4921724;4,862692;0,9871402;0,04587948;8;36;0,9;5;3,1;0,004596485;0,919297;0,9999998;-170,2618;0,5198496;1,76;1;1;0;0;0,1;0,005
30,50051;2243,791;0,4921079;4,85933;0,9866545;0,0508467;8;36;0,9;5;3,15;0,004591842;0,9183685;0,9999998;-175,1814;0,5246603;1,76;5;1;0;0;0,1;0,005
31,00052;2242,994;0,4920409;4,855844;0,9861516;0,05031994;8;36;0,9;5;3,15;0,004587312;0,9174623;0,9999998;-175,9591;0,5283877;1,76;5;1;0;0;0,1;0,005
31,50053;2242,203;0,4919744;4,852389;0,9856538;0,04969478;8;36;0,9;5;3,15;0,004583044;0,9166088;0,9999998;-176,6587;0,5317733;1,76;5;1;0;0;0,1;0,005
32,00054;2241,417;0,4919086;4,848943;0,9851557;0,04959588;8;36;0,9;5;3,15;0,004578997;0,9157995;0,9999998;-177,3828;0,5351416;1,76;5;1;0;0;0,1;0,005
32,50055;2240,618;0,4918412;4,845464;0,9845807;0,04486976;10;37;0,925;4;3,2;0,004682104;0,9364209;0,9999999;-161,688;0,5416378;1,76;5;1;0;0;0,1;0,005
33,00056;2239,778;0,4917707;4,841794;0,9836026;0,02923788;10;37;0,925;4;3,2;0,004679316;0,9358633;0,9999998;-162,0242;0,5451538;1,76;5;1;0;0;0,1;0,005
33,50058;2238,938;0,4916999;4,838126;0,9826261;0,02825429;10;37;0,925;4;3,2;0,004676665;0,9353331;0,9999998;-162,4776;0,5486569;1,76;5;1;0;0;0,1;0,005
34,00059;2238,097;0,4916292;4,834459;0,9816493;0,02821383;10;37;0,925;4;3,2;0,004674144;0,9348288;0,9999998;-162,9926;0,5521602;1,76;5;1;0;0;0,1;0,005
34,5006;2236,969;0,491534;4,829545;0,980346;0,02347781;10;37;0,925;4;3,2;0,01299675;0,9283395;1;-161,3582;0,5594102;1,76;5;1;0;0;0,1;0,014
35,00061;2234,492;0,4913253;4,818813;0,9775793;0,02038898;10;37;0,925;4;3,2;0,01299447;0,9281765;1;-169,0778;0,5688813;1,76;5;1;0;0;0,1;0,014
35,50062;2232,01;0,4911154;4,808079;0,9748197;0,01951472;10;37;0,925;4;3,2;0,0129923;0,9280216;1;-175,1342;0,5780624;1,76;5;1;0;0;0,1;0,014
36,00063;2229,521;0,4909053;4,797349;0,9720689;0,01901382;10;37;0,925;4;3,2;0,01299024;0,9278743;1;178,272;0,5871505;1,76;5;1;0;0;0,1;0,014
36,50064;2227,018;0,4906933;4,78658;0,969318;0,01816904;10;37;0,925;4;3,2;0,01298827;0,9277338;1;171,1805;0,5961558;1,76;5;1;0;0;0,1;0,014
37,00066;2224,539;0,4904835;4,775968;0,9666166;0,01785115;10;37;0,925;4;3,2;0,01298643;0,9276022;1;163,8639;0,6049055;1,76;5;1;0;0;0,1;0,014
37,50067;2221,986;0,4902668;4,765047;0,963848;0,01788155;10;37;0,925;4;3,2;0,01298463;0,9274735;1;156,211;0,6137511;1,76;5;1;0;0;0,1;0,014
38,00068;2219,464;0,4900523;4,754273;0,9619883;0,01803626;10;37;0,925;4;3,2;0,01298294;0,927353;1;148,7606;0,6223093;1,76;5;1;0;0;0,1;0,014
38,50069;2216,919;0,4898362;4,743452;0,9605836;0,01828127;10;37;0,925;4;3,2;0,01298133;0,927238;1;141,5904;0,6307124;1,76;5;1;0;0;0,1;0,014
39,0007;2214,375;0,4896194;4,732648;0,9591875;0,01869892;10;37;0,925;4;3,2;0,01297981;0,9271293;1;134,9033;0,6388894;1,76;5;1;0;0;0,1;0,014
39,50071;2211,805;0,4894001;4,721768;0,9577898;0,01951565;10;37;0,925;4;3,2;0,01297835;0,9270251;1;128,7002;0,646912;1,76;5;1;0;0;0,1;0,014
40,00072;2209,232;0,4891806;4,710896;0,9564005;0,02043305;10;37;0,925;4;3,2;0,01297697;0,9269265;1;123,0841;0,6546812;1,76;5;1;0;0;0,1;0,014
40,50074;2206,634;0,4889584;4,699956;0,9550117;0,02123742;10;37;0,925;4;3,2;0,01297565;0,9268324;1;117,9731;0,6622574;1,76;5;1;0;0;0,1;0,014
41,00075;2204,033;0,4887356;4,689006;0,9536314;0,02230871;10;37;0,925;4;3,2;0,0129744;0,9267431;1;113,3715;0,6695663;1,76;5;1;0;0;0,1;0,014
41,50076;2201,412;0,488511;4,678011;0,9522538;0,02331131;10;37;0,925;4;3,2;0,01297321;0,9266582;1;109,1739;0,6766629;1,76;5;1;0;0;0,1;0,014
42,00077;2198,767;0,4882839;4,666937;0,9508758;0,02392229;10;37;0,925;4;3,2;0,01297208;0,9265769;1;105,3347;0,6835257;1,76;5;1;0;0;0,1;0,014
42,50078;2196,124;0,4880569;4,6559;0,9495133;0,02499814;10;37;0,925;4;3,2;0,012971;0,9265003;1;101,8305;0,6900901;1,76;5;1;0;0;0,1;0,014
43,00079;2193,591;0,4878389;4,645335;0,9482151;0,02570423;10;37;0,925;4;3,2;0,009269976;0,9269976;0,9999998;101,8252;0,6989688;1,76;5;1;0;0;0,1;0,01
43,5008;2193,347;0,4878178;4,644309;0,948088;0,02305226;10;37;0,925;4;3,2;0;NaN;NaN;0;0;1,76;5;1;0;0;0,1;0
44,00082;2191,548;0,4876628;4,636797;0,9471521;0,02523872;10;37;0,925;4;3,2;0,03491646;0,8729115;0,9436879;91,54682;0,6859039;1,76;5;1;0;0;0,1;0,04
