Time stamp;TotalDistance;DistanceWeightDistributionQuality;MeanSquareDistanceFromCenterOfMass;BBR;Effective group motion;ExpectedClusterSize;LargestAggregateSize;LargestAggregateSizeRatio;AggregateNumber;AverageNeighborhood;AverageSpeed;RescaledSpeed(AverageSpeed);RescaledSpeed(LargestClusterAverageSpeed);AverageOrientation;Order;Cohesion intensity;Alignement intensity;Separation intensity;Random movement intensity;Move forward intensity;Friction intensity;Max speed intensity
0,5000001;2248,715;0,492521;4,920259;0,8547754;2261,83;10;16;0,4;4;4,45;0,07895604;0,7895604;0,7757143;27,27573;0,4698159;1;1;1;0;1;0,1;0,1
0,9999996;2259,654;0,4934349;4,958504;0,8858736;0,06901933;10;16;0,4;4;4,275;0,09833876;0,9833876;0,9979889;1,957579;0,5098828;1;1;1;0;1;0,1;0,1
1,499999;2267,259;0,4940674;4,985251;0,9024377;0,1395847;20;34;0,85;2;4,3;0,09702149;0,9702149;0,9649589;-22,29768;0,5530494;1;1;1;0;1;0,1;0,1
1,999999;2272,469;0,4944993;5,001054;0,9069515;0,07195317;20;34;0,85;2;4,25;0,09814207;0,9814207;0,990815;-40,52636;0,5750754;1;1;1;0;1;0,1;0,1
2,499998;2276,128;0,4948018;5,010931;0,9141741;0,116289;20;34;0,85;2;3,95;0,09918992;0,9918992;0,9912977;-36,88871;0,6347553;1;1;1;0;1;0,1;0,1
2,999998;2282,406;0,4953203;5,033778;0,9272164;0,1458564;20;34;0,85;2;3,825;0,09847952;0,9847952;0,9821122;-45,10666;0,6652808;1;1;1;0;1;0,1;0,1
3,499997;2289,64;0,4959152;5,061889;0,9381517;0,1553411;20;34;0,85;2;3,625;0,09980334;0,9980334;0,9999996;-51,55176;0,674852;1;1;1;0;1;0,1;0,1
3,999997;2294,275;0,4962953;5,079095;0,9429551;0,1821645;20;34;0,85;2;3,45;0,09725476;0,9725476;0,9724268;-45,31825;0,704801;1;1;1;0;1;0,1;0,1
4,499997;2297,04;0,4965217;5,088632;0,9521563;0,3016177;20;34;0,85;2;3,3;0,09888575;0,9888575;0,9868914;-29,74044;0,7443705;1;1;1;0;1;0,1;0,1
4,999996;2299,807;0,4967477;5,098571;0,9627897;0,3114419;40;40;1;1;3,375;0,09791188;0,9791188;0,9791188;-33,78485;0,7596084;1;1;1;0;1;0,1;0,1
5,499996;2300,78;0,4968276;5,101527;0,963656;0,4053523;40;40;1;1;3,3;0,09865274;0,9865274;0,9865274;-38,04408;0,8141467;1;1;1;0;1;0,1;0,1
5,999995;2302,585;0,4969749;5,108316;0,9690613;0,3916942;40;40;1;1;3,325;0,09849387;0,9849387;0,9849386;-56,12822;0,8014843;1;1;1;0;1;0,1;0,1
6,499995;2303,963;0,4970874;5,113095;0,9769241;0,3671522;40;40;1;1;3,25;0,09921478;0,9921477;0,9921477;-60,81612;0,831133;1;1;1;0;1;0,1;0,1
6,999994;2306,434;0,4972888;5,122697;0,9831035;0,3721241;40;40;1;1;3,075;0,09872584;0,9872584;0,9872584;-70,07851;0,8310453;1;1;1;0;1;0,1;0,1
7,499994;2310,053;0,4975826;5,137966;0,9844454;0,2732424;40;40;1;1;3,025;0,09942992;0,9942992;0,9942992;-44,87137;0,8195564;1;1;1;0;1;0,1;0,1
7,999993;2315,011;0,4979857;5,160025;0,9836444;0,3094647;40;40;1;1;3,05;0,09912563;0,9912563;0,9912564;-45,27537;0,8327969;1;1;1;0;1;0,1;0,1
8,500005;2319,965;0,4983868;5,181705;0,9944458;0,3055633;40;40;1;1;3,05;0,09851255;0,9851254;0,9851254;-32,20878;0,8325441;1;1;1;0;1;0,1;0,1
9,000016;2323,846;0,4987005;5,198894;0,9919112;0,3394414;40;40;1;1;3,25;0,09812211;0,981221;0,981221;-40,61064;0,8443605;1;1;1;0;1;0,1;0,1
9,500028;2326,167;0,4988877;5,209036;0,9877764;0,4118924;40;40;1;1;3,225;0,09874748;0,9874747;0,9874747;-50,00711;0,8386154;1;1;1;0;1;0,1;0,1
10,00004;2328,321;0,4990613;5,217781;0,9956647;0,2819746;40;40;1;1;3,275;0,09840204;0,9840204;0,9840204;-56,8232;0,8331277;1;1;1;0;1;0,1;0,1
10,50005;2330,409;0,4992297;5,226082;0,9865042;0,2224721;40;40;1;1;3,375;0,09969702;0,9969702;0,9969702;-24,99244;0,8502809;1;1;1;0;1;0,1;0,1
11,00006;2331,907;0,4993504;5,231833;0,976003;0,2841022;40;40;1;1;3,5;0,09751889;0,9751889;0,9751889;-8,889937;0,8812367;1;1;1;0;1;0,1;0,1
11,50007;2336,649;0,4997312;5,252735;0,9877537;0,2929972;40;40;1;1;3,525;0,09904156;0,9904156;0,9904155;-19,32402;0,9001558;1;1;1;0;1;0,1;0,1
12,00008;2342,146;0,5001719;5,27746;0,9910982;0,3887956;40;40;1;1;3,525;0,09951891;0,9951891;0,9951891;5,681573;0,8975355;1;1;1;0;1;0,1;0,1
12,5001;2343,334;0,5002668;5,282311;0,9865833;0,4703029;40;40;1;1;3,55;0,09717473;0,9717473;0,9717473;-20,26985;0,8892568;1;1;1;0;1;0,1;0,1
13,00011;2345,7;0,5004562;5,292089;0,9882528;0,4073463;40;40;1;1;3,55;0,09930389;0,9930388;0,9930388;-26,13059;0,9292871;1;1;1;0;1;0,1;0,1
13,50012;2350,744;0,5008586;5,314221;0,9950989;0,574684;40;40;1;1;3,55;0,09866218;0,9866218;0,9866218;-12,09102;0,9006857;1;1;1;0;1;0,1;0,1
14,00013;2353,109;0,5010473;5,325032;0,993229;0,4953739;40;40;1;1;3,55;0,09875275;0,9875275;0,9875275;-7,185079;0,9191395;1;1;1;0;1;0,1;0,1
14,50014;2355,492;0,5012367;5,335932;0,9917707;0,4694116;40;40;1;1;3,55;0,0983692;0,9836919;0,9836919;-8,089204;0,8935379;1;1;1;0;1;0,1;0,1
15,00015;2357,379;0,5013868;5,345465;0,9934197;0,5463313;40;40;1;1;3,725;0,09887578;0,9887577;0,9887577;22,23463;0,8854235;1;1;1;0;1;0,1;0,1
15,50016;2356,467;0,5013141;5,34078;0,9858422;0,5325009;40;40;1;1;3,7;0,09777652;0,9777651;0,9777651;16,32357;0,9425572;1;1;1;0;1;0,1;0,1
16,00018;2357,448;0,5013923;5,344948;0,9823701;0,3820545;40;40;1;1;3,675;0,09953921;0,995392;0,995392;1,216132;0,9372259;1;1;1;0;1;0,1;0,1
16,50019;2360,643;0,501646;5,359056;0,984117;0,4688245;40;40;1;1;3,625;0,09909882;0,9909881;0,9909881;-15,72104;0,9436752;1;1;1;0;1;0,1;0,1
17,0002;2367,119;0,502159;5,38852;0,992825;0,4465421;40;40;1;1;3,6;0,09916543;0,9916543;0,9916543;-2,552771;0,9197542;1;1;1;0;1;0,1;0,1
17,50021;2369,572;0,5023529;5,398361;0,9882466;0,3249975;40;40;1;1;3,6;0,09858467;0,9858466;0,9858466;-37,63836;0,8732392;1;1;1;0;1;0,1;0,1
18,00022;2370,264;0,5024074;5,401483;0,9828994;0,2226257;40;40;1;1;3,675;0,0993253;0,993253;0,9932531;-54,99191;0,9200711;1;1;1;0;1;0,1;0,1
18,50023;2372,464;0,5025809;5,411805;0,9915769;0,3019079;40;40;1;1;3,7;0,09886689;0,9886689;0,9886688;-6,243659;0,935413;1;1;1;0;1;0,1;0,1
19,00024;2373,871;0,5026921;5,418323;0,9851087;0,232625;40;40;1;1;3,7;0,09864113;0,9864113;0,9864113;-9,968454;0,9294297;1;1;1;0;1;0,1;0,1
19,50026;2376,157;0,5028722;5,429742;0,9857517;0,2753863;40;40;1;1;3,7;0,09922686;0,9922686;0,9922686;-16,56281;0,9039955;1;1;1;0;1;0,1;0,1
20,00027;2376,312;0,5028844;5,431158;0,9899415;0,5734783;40;40;1;1;3,7;0,098803;0,98803;0,98803;-13,6379;0,9310522;1;1;1;0;1;0,1;0,1
20,50028;2377,143;0,5029498;5,435751;0,9909056;0,5066322;40;40;1;1;3,7;0,09893433;0,9893433;0,9893433;-18,7401;0,9276329;1;1;1;0;1;0,1;0,1
21,00029;2377,554;0,5029821;5,438109;0,9901574;0,2360898;40;40;1;1;3,7;0,09904391;0,9904391;0,9904392;18,03679;0,9175804;1;1;1;0;1;0,1;0,1
21,5003;2376,673;0,5029128;5,433388;0,9915618;0,1950651;40;40;1;1;3,675;0,09949055;0,9949055;0,9949055;-18,53813;0,9152901;1;1;1;0;1;0,1;0,1
22,00031;2376,574;0,5029051;5,431911;0,985275;0,09144658;40;40;1;1;3,7;0,09881926;0,9881926;0,9881926;98,05177;0,9331415;1;1;1;0;1;0,1;0,1
22,50032;2378,717;0,5030738;5,441383;0,9898086;0,2291178;40;40;1;1;3,775;0,09961496;0,9961496;0,9961495;55,60937;0,9090029;1;1;1;0;1;0,1;0,1
23,00034;2379,485;0,5031341;5,444069;0,9906338;0,2232005;40;40;1;1;3,8;0,09952374;0,9952374;0,9952374;85,37652;0,9130686;1;1;1;0;1;0,1;0,1
23,50035;2378,764;0,5030774;5,441556;0,9881721;0,2658201;40;40;1;1;3,775;0,09886934;0,9886934;0,9886934;97,14262;0,9158242;1;1;1;0;1;0,1;0,1
24,00036;2377,13;0,5029487;5,434708;0,9856798;0,162738;40;40;1;1;3,75;0,09921118;0,9921118;0,9921119;-2,303814;0,9327157;1;1;1;0;1;0,1;0,1
24,50037;2376,869;0,5029286;5,433354;0,9892883;0,02392565;40;40;1;1;3,725;0,09951679;0,9951679;0,9951679;-35,22374;0,9480456;1;1;1;0;1;0,1;0,1
25,00038;2378,062;0,5030223;5,438818;0,9929717;0,1293327;40;40;1;1;3,75;0,09951957;0,9951956;0,9951956;122,2927;0,9387261;1;1;1;0;1;0,1;0,1
25,50039;2377,38;0,5029687;5,435473;0,9845495;0,07288954;40;40;1;1;3,775;0,09911039;0,9911039;0,9911038;-132,8786;0,9163181;1;1;1;0;1;0,1;0,1
26,0004;2377,733;0,5029962;5,437472;0,9949325;0,03717151;40;40;1;1;3,8;0,09936767;0,9936767;0,9936766;145,1952;0,9267828;1;1;1;0;1;0,1;0,1
26,50042;2376,295;0,5028831;5,430899;0,9849316;0,1127575;40;40;1;1;3,8;0,09863982;0,9863982;0,9863983;107,453;0,948497;1;1;1;0;1;0,1;0,1
27,00043;2376,323;0,5028854;5,431828;0,9851721;0,1123064;40;40;1;1;3,8;0,09898104;0,9898103;0,9898105;-75,4543;0,943;1;1;1;0;1;0,1;0,1
27,50044;2378,907;0,5030887;5,445048;0,9905674;0,2552651;40;40;1;1;3,8;0,09998019;0,9998019;0,9998019;-50,07196;0,9409555;1;1;1;0;1;0,1;0,1
28,00045;2379,31;0,5031204;5,447171;0,9891866;0,08790073;40;40;1;1;3,8;0,09860078;0,9860078;0,9860079;67,24826;0,9166037;1;1;1;0;1;0,1;0,1
28,50046;2378,867;0,5030856;5,44506;0,9932138;0,3254299;40;40;1;1;3,8;0,09942655;0,9942655;0,9942655;78,65731;0,9338988;1;1;1;0;1;0,1;0,1
29,00047;2377,048;0,5029423;5,436751;0,9972875;0,2809999;40;40;1;1;3,8;0,09930299;0,9930299;0,9930298;-153,9905;0,8892369;1;1;1;0;1;0,1;0,1
29,50048;2370,289;0,5024093;5,40524;0,9792937;0,1593789;40;40;1;1;3,8;0,09946568;0,9946568;0,9946568;169,9445;0,9111279;1;1;1;0;1;0,1;0,1
30,0005;2365,189;0,5020062;5,382249;0,9846316;0,2417759;40;40;1;1;3,825;0,09966175;0,9966175;0,9966175;125,7235;0,9494357;1;1;1;0;1;0,1;0,1
30,50051;2363,686;0,5018875;5,375983;0,9920089;0,3714913;40;40;1;1;3,85;0,09973075;0,9973075;0,9973076;91,01762;0,9163189;1;1;1;0;1;0,1;0,1
