Time stamp;TotalDistance;DistanceWeightDistributionQuality;MeanSquareDistanceFromCenterOfMass;BBR;Effective group motion;ExpectedClusterSize;LargestAggregateSize;LargestAggregateSizeRatio;AggregateNumber;AverageNeighborhood;AverageSpeed;RescaledSpeed(AverageSpeed);RescaledSpeed(LargestClusterAverageSpeed);AverageOrientation;Order;Cohesion intensity;Alignement intensity;Separation intensity;Random movement intensity;Move forward intensity;Friction intensity;Max speed intensity
0,5000001;3150,41;0,5545199;9,660798;0,8422258;368,9899;1;5;0,125;27;0,65;0,06006015;0,6006016;0,9059567;-17,52402;0,03161418;1;1;1;0;0;0,1;0,1
0,9999996;3146,222;0,5542822;9,631804;0,8347394;0,0836152;1;6;0,15;28;0,6;0,06646476;0,6646476;1;-67,35767;0,1038878;1;1;1;0;0;0,1;0,1
1,499999;3138,209;0,5538267;9,579885;0,8161379;0,09717253;1;6;0,15;30;0,5;0,06758779;0,6758779;1;-71,67064;0,07369541;1;1;1;0;0;0,1;0,1
1,999999;3131,827;0,553463;9,537009;0,8077076;0,09958914;1;7;0,175;30;0,5;0,06720521;0,672052;0,9714664;-35,01896;0,1067144;1;1;1;0;0;0,1;0,1
2,499998;3126,682;0,553169;9,500875;0,80846;0,08864164;1;5;0,125;31;0,45;0,06392323;0,6392323;1;20,3752;0,03988751;1;1;1;0;0;0,1;0,1
2,999998;3122,002;0,5529011;9,467508;0,8137275;0,05520872;1;3;0,075;38;0,1;0,062856;0,62856;0,9876955;34,80376;0,02455706;1;1;1;0;0;0,1;0,1
3,499997;3117,009;0,5526149;9,432578;0,8178719;0,06775565;1;3;0,075;38;0,1;0,05840736;0,5840735;0,756164;57,37312;0,05120935;1;1;1;0;0;0,1;0,1
3,999997;3110,336;0,5522313;9,388165;0,8150053;0,1342984;1;3;0,075;38;0,1;0,05676441;0,5676441;0,8674721;62,9151;0,06185836;1;1;1;0;0;0,1;0,1
4,499997;3103,304;0,5518258;9,342371;0,8151472;0,157308;1;3;0,075;38;0,1;0,05406225;0,5406225;0,8334529;63,29193;0,08661047;1;1;1;0;0;0,1;0,1
4,999996;3095,317;0,5513642;9,291116;0,8122666;0,1945511;1;2;0,05;39;0,05;0,05263659;0,5263659;0,5433987;46,64288;0,1081227;1;1;1;0;0;0,1;0,1
5,499996;3087,449;0,5509081;9,240492;0,8124772;0,2152636;1;1;0,025;40;0;0,05126825;0,5126825;0,7303205;36,78675;0,1909136;1;1;1;0;0;0,1;0,1
5,999995;3079,028;0,5504184;9,187181;0,8077188;0,2462091;1;2;0,05;39;0,05;0,04911406;0,4911406;0,4970171;36,219;0,2093801;1;1;1;0;0;0,1;0,1
6,499995;3071,429;0,5499755;9,139009;0,8063781;0,2519098;1;1;0,025;40;0;0,0468433;0,468433;0,1226075;36,28195;0,2013214;1;1;1;0;0;0,1;0,1
6,999994;3064,444;0,5495665;9,094735;0,8052618;0,2462569;1;1;0,025;40;0;0,04500225;0,4500225;0,1165955;35,99173;0,1968797;1;1;1;0;0;0,1;0,1
7,499994;3058,122;0,5491959;9,054632;0,8046838;0,2424387;1;1;0,025;40;0;0,04336549;0,4336549;0,110918;36,77568;0,2000848;1;1;1;0;0;0,1;0,1
