Time stamp;TotalDistance;DistanceWeightDistributionQuality;MeanSquareDistanceFromCenterOfMass;BBR;Effective group motion;ExpectedClusterSize;LargestAggregateSize;LargestAggregateSizeRatio;AggregateNumber;AverageSpeed;RescaledSpeed(AverageSpeed);RescaledSpeed(LargestClusterAverageSpeed);AverageOrientation;Order;Cohesion intensity;Alignement intensity;Separation intensity;Random movement intensity;Friction intensity;Max speed intensity
73,49968;771,5167;0,2909626;0,6251588;0,2312196;0,4166406;40;40;1;1;0,03999999;0,9999998;0,9999997;150,6402;0,6936439;1,7;6,9;1;0;0,1;0,04
73,9996;758,6599;0,2880066;0,6053921;0,2263868;0,4401572;40;40;1;1;0,03999999;0,9999997;0,9999997;146,1213;0,7127973;1,7;6,9;1;0;0,1;0,04
74,49951;746,0331;0,2850668;0,5862404;0,2215687;0,4653707;40;40;1;1;0,03999999;0,9999997;0,9999997;142,0183;0,7221615;1,7;6,9;1;0;0,1;0,04
74,99943;733,6486;0,2821483;0,5677141;0,2168109;0,484033;40;40;1;1;0,03999999;0,9999997;0,9999997;140,5474;0,7270997;1,7;6,9;1;0;0,1;0,04
75,49934;721,2949;0,279201;0,5495106;0,2120209;0,4971734;40;40;1;1;0,03999999;0,9999997;0,9999997;138,3008;0,7348951;1,7;6,9;1;0;0,1;0,04
75,99926;709,1776;0,2762741;0,5318906;0,2073061;0,5158315;40;40;1;1;0,03999999;0,9999997;0,9999998;136,9234;0,7425731;1,7;6,9;1;0;0,1;0,04
76,49918;697,2266;0,2733524;0,5147609;0,202667;0,5305591;40;40;1;1;0,03999999;0,9999997;0,9999997;134,8007;0,7519491;1,7;6,9;1;0;0,1;0,04
76,99909;685,5735;0,2704695;0,4982278;0,1980519;0,5579414;40;40;1;1;0,03999999;0,9999998;0,9999997;132,5615;0,7676006;1,7;6,9;1;0;0,1;0,04
77,49901;674,4329;0,2676809;0,4825368;0,1935267;0,599259;40;40;1;1;0,03999999;0,9999997;0,9999998;130,6135;0,7880831;1,7;6,9;1;0;0,1;0,04
77,99892;663,8003;0,2649892;0,4676697;0,1891115;0,639164;40;40;1;1;0,03999999;0,9999997;0,9999997;129,0999;0,8025382;1,7;6,9;1;0;0,1;0,04
78,49884;653,5894;0,2623763;0,4534806;0,1847231;0,6701643;40;40;1;1;0,03999999;0,9999997;0,9999997;127,8156;0,8144024;1,7;6,9;1;0;0,1;0,04
78,99876;643,7236;0,259825;0,4398813;0,180396;0,6891078;40;40;1;1;0,03999999;0,9999998;0,9999997;126,5917;0,8196403;1,7;6,9;1;0;0,1;0,04
79,49867;634,1075;0,2573125;0,4267142;0,1760101;0,7047388;40;40;1;1;0,03999999;0,9999997;0,9999998;124,5522;0,8283138;1,7;6,9;1;0;0,1;0,04
79,99859;624,7594;0,2548453;0,4140214;0,1716351;0,7213315;40;40;1;1;0,03999999;0,9999997;0,9999997;122,4381;0,8336239;1,7;6,9;1;0;0,1;0,04
80,4985;615,7218;0,252437;0,4018426;0,1672584;0,7388535;40;40;1;1;0,03999999;0,9999997;0,9999997;119,5802;0,8421674;1,7;6,9;1;0;0,1;0,04
80,99842;606,9976;0,2500893;0,3901161;0,1628277;0,7532824;40;40;1;1;0,03999999;0,9999998;0,9999997;116,6463;0,8506159;1,7;6,9;1;0;0,1;0,04
81,49834;598,6558;0,2478241;0,3789568;0,1584847;0,7684629;40;40;1;1;0,03999999;0,9999997;0,9999997;113,544;0,8574492;1,7;6,9;1;0;0,1;0,04
81,99825;590,5608;0,2456061;0,3681943;0,1541909;0,7791744;40;40;1;1;0,03999999;0,9999997;0,9999997;110,8867;0,8652732;1,7;6,9;1;0;0,1;0,04
82,49817;582,7825;0,2434561;0,3579161;0,1500077;0,791983;40;40;1;1;0,03999999;0,9999997;0,9999997;109,4793;0,872936;1,7;6,9;1;0;0,1;0,04
82,99809;575,1965;0,2413418;0,3479906;0,1458919;0,8032199;40;40;1;1;0,03999999;0,9999998;0,9999997;108,9324;0,8748075;1,7;6,9;1;0;0,1;0,04
83,498;567,7205;0,2392405;0,3383252;0,1418378;0,8091438;40;40;1;1;0,03999999;0,9999997;0,9999997;108,5965;0,8777027;1,7;6,9;1;0;0,1;0,04
83,99792;560,2816;0,2371322;0,3288432;0,1378291;0,8136355;40;40;1;1;0,03999999;0,9999997;0,9999997;107,7877;0,8783787;1,7;6,9;1;0;0,1;0,04
84,49783;553,0388;0,2350627;0,3197014;0,13385;0,8165887;40;40;1;1;0,03999999;0,9999997;0,9999997;107,1302;0,8839968;1,7;6,9;1;0;0,1;0,04
84,99775;546,1086;0,2330664;0,3110209;0,1299754;0,8303205;40;40;1;1;0,03999999;0,9999997;0,9999997;105,806;0,893169;1,7;6,9;1;0;0,1;0,04
85,49767;539,4935;0,2311464;0,3027854;0,1261926;0,8462653;40;40;1;1;0,03999999;0,9999998;0,9999997;104,1961;0,8994759;1,7;6,9;1;0;0,1;0,04
85,99758;533,0916;0,2292742;0,2949028;0,1224624;0,8578135;40;40;1;1;0,03999999;0,9999997;0,9999997;103,3722;0,9046859;1,7;6,9;1;0;0,1;0,04
86,4975;526,8599;0,2274392;0,2873005;0,1187929;0,864108;40;40;1;1;0,03999999;0,9999997;0,9999997;102,7624;0,9063387;1,7;6,9;1;0;0,1;0,04
86,99741;520,8676;0,2256616;0,280015;0,115095;0,8673214;40;40;1;1;0,03999999;0,9999998;0,9999997;102,0274;0,9090328;1,7;6,9;1;0;0,1;0,04
87,49733;515,0571;0,2239265;0,2730077;0,1115126;0,8724234;40;40;1;1;0,03999999;0,9999997;0,9999997;101,7517;0,9124786;1,7;6,9;1;0;0,1;0,04
87,99725;509,2918;0,2221934;0,2661527;0,1079948;0,8729713;40;40;1;1;0,03999999;0,9999998;0,9999997;101,6244;0,9133255;1,7;6,9;1;0;0,1;0,04
88,49716;503,7905;0,2205284;0,2596683;0,1045953;0,8792189;40;40;1;1;0,03999999;0,9999998;0,9999997;101,1703;0,9195845;1,7;6,9;1;0;0,1;0,04
88,99708;498,5045;0,2189191;0,2534944;0,1012561;0,8870401;40;40;1;1;0,03999999;0,9999998;0,9999998;101,0479;0,9248196;1,7;6,9;1;0;0,1;0,04
89,49699;493,4651;0,217375;0,2476773;0,09806444;0,8961612;40;40;1;1;0,03999999;0,9999997;0,9999997;101,1893;0,9316605;1,7;6,9;1;0;0,1;0,04
89,99691;488,5823;0,2158701;0,2421062;0,09487326;0,9026192;40;40;1;1;0,03999999;0,9999998;0,9999997;100,3582;0,9329233;1,7;6,9;1;0;0,1;0,04
90,49683;483,8786;0,2144125;0,2367844;0,09179487;0,9050484;40;40;1;1;0,03999999;0,9999997;0,9999997;99,71595;0,9368951;1,7;6,9;1;0;0,1;0,04
90,99674;479,4131;0,213021;0,2317671;0,08889803;0,9115109;40;40;1;1;0,03999999;0,9999997;0,9999997;99,24469;0,9412574;1,7;6,9;1;0;0,1;0,04
91,49666;475,1453;0,2116839;0,2270046;0,0860947;0,9149191;40;40;1;1;0,03999999;0,9999997;0,9999997;98,4931;0,9432873;1,7;6,9;1;0;0,1;0,04
91,99657;471,0829;0,2104052;0,2225015;0,083442;0,9202026;40;40;1;1;0,03999999;0,9999997;0,9999998;98,02927;0,946943;1,7;6,9;1;0;0,1;0,04
92,49649;467,1687;0,2091673;0,2182052;0,08081453;0,9234294;40;40;1;1;0,03999999;0,9999997;0,9999998;97,8005;0,9497229;1,7;6,9;1;0;0,1;0,04
92,99641;463,4035;0,2079707;0,2141207;0,0782818;0,9280581;40;40;1;1;0,03999999;0,9999997;0,9999998;97,78101;0,953004;1,7;6,9;1;0;0,1;0,04
93,49632;459,768;0,2068103;0,2102273;0,0758357;0,9324282;40;40;1;1;0,03999999;0,9999997;0,9999997;97,34988;0,955488;1,7;6,9;1;0;0,1;0,04
93,99624;456,2449;0,2056809;0,2065039;0,07351106;0,9367051;40;40;1;1;0,03999999;0,9999997;0,9999998;96,9716;0,9582995;1,7;6,9;1;0;0,1;0,04
94,49615;452,8975;0,2046033;0,2030078;0,0713697;0,9424844;40;40;1;1;0,03999999;0,9999997;0,9999997;97,17812;0,9618503;1,7;6,9;1;0;0,1;0,04
94,99607;449,6324;0,203548;0,1996427;0,06933282;0,9470802;40;40;1;1;0,03999999;0,9999997;0,9999997;97,23329;0,9635913;1,7;6,9;1;0;0,1;0,04
95,49599;446,4486;0,2025147;0,1963909;0,06736038;0,9483551;40;40;1;1;0,03999999;0,9999997;0,9999998;97,21125;0,9633276;1,7;6,9;1;0;0,1;0,04
95,9959;443,3489;0,2015054;0,1932608;0,06541175;0,9501103;40;40;1;1;0,03999999;0,9999997;0,9999997;97,74224;0,9656002;1,7;6,9;1;0;0,1;0,04
96,49582;440,3682;0,2005307;0,1902887;0,06355235;0,9537027;40;40;1;1;0,03999999;0,9999997;0,9999997;98,52508;0,967913;1,7;6,9;1;0;0,1;0,04
96,99574;437,4873;0,1995852;0,1874482;0,06177616;0,9567528;40;40;1;1;0,03999999;0,9999997;0,9999997;99,13843;0,9697708;1,7;6,9;1;0;0,1;0,04
97,49565;434,7605;0,1986874;0,1847899;0,06008897;0,9608493;40;40;1;1;0,03999999;0,9999998;0,9999997;99,89272;0,9725355;1,7;6,9;1;0;0,1;0,04
97,99557;432,1428;0,1978227;0,1822673;0,05845255;0,9636655;40;40;1;1;0,03999999;0,9999998;0,9999997;100,6829;0,9738878;1,7;6,9;1;0;0,1;0,04
98,49548;429,6647;0,1970013;0,1799029;0,05695333;0,9638293;40;40;1;1;0,03999999;0,9999997;0,9999997;101,4042;0,9733213;1,7;6,9;1;0;0,1;0,04
98,9954;427,0614;0,1961358;0,1774394;0,0553592;0,9643283;40;40;1;1;0,03999999;0,9999997;0,9999997;101,9523;0,9755822;1,7;6,9;1;0;0,1;0,04
99,49532;424,7019;0,1953491;0,1752278;0,05388712;0,9676825;40;40;1;1;0,03999999;0,9999997;0,9999997;102,6627;0,9777327;1,7;6,9;1;0;0,1;0,04
99,99523;422,511;0,1946164;0,1731935;0,05250558;0,971734;40;40;1;1;0,03999999;0,9999997;0,9999997;103,3665;0,9808062;1,7;6,9;1;0;0,1;0,04
100,4951;420,4679;0,1939314;0,1713097;0,05121832;0,9746694;40;40;1;1;0,03999999;0,9999998;0,9999998;104,0939;0,9821463;1,7;6,9;1;0;0,1;0,04
100,9951;418,5031;0,1932707;0,1695187;0,0499991;0,9765446;40;40;1;1;0,03999999;0,9999997;0,9999998;104,7327;0,9829369;1,7;6,9;1;0;0,1;0,04
101,495;416,6127;0,192634;0,1678112;0,04884279;0,9778001;40;40;1;1;0,03999999;0,9999997;0,9999997;105,1271;0,9843537;1,7;6,9;1;0;0,1;0,04
101,9949;414,8193;0,1920281;0,166206;0,04775259;0,9798542;40;40;1;1;0,03999999;0,9999998;0,9999997;105,2012;0,986118;1,7;6,9;1;0;0,1;0,04
102,4948;413,1156;0,1914516;0,1646928;0,04671961;0,9815975;40;40;1;1;0,03999999;0,9999998;0,9999997;105,2765;0,9869061;1,7;6,9;1;0;0,1;0,04
102,9947;411,5005;0,1909037;0,1632704;0,04572373;0,9833117;40;40;1;1;0,03999999;0,9999997;0,9999997;105,4912;0,9878517;1,7;6,9;1;0;0,1;0,04
103,4946;409,9665;0,1903824;0,1619296;0,04474369;0,9849784;40;40;1;1;0,03999999;0,9999998;0,9999997;105,968;0,9892224;1,7;6,9;1;0;0,1;0,04
103,9946;408,5473;0,1898992;0,1606977;0,04383371;0,9870139;40;40;1;1;0,03999999;0,9999998;0,9999998;106,2704;0,9906481;1,7;6,9;1;0;0,1;0,04
104,4945;407,2262;0,1894484;0,1595584;0,04298994;0,9885325;40;40;1;1;0,03999999;0,9999997;0,9999997;106,4685;0,9911786;1,7;6,9;1;0;0,1;0,04
104,9944;405,897;0,1889946;0,1584226;0,04213928;0,9883561;40;40;1;1;0,03999999;0,9999997;0,9999997;106,6598;0,9905936;1,7;6,9;1;0;0,1;0,04
105,4943;404,5501;0,1885335;0,1572786;0,04142747;0,9872407;40;40;1;1;0,03999999;0,9999997;0,9999997;107,0826;0,9903396;1,7;6,9;1;0;0,1;0,04
105,9942;403,2755;0,1880965;0,1562015;0,04085523;0,9882554;40;40;1;1;0,03999999;0,9999997;0,9999997;107,4964;0,991573;1,7;6,9;1;0;0,1;0,04
106,4941;402,1203;0,1876999;0,155231;0,04032794;0,9900402;40;40;1;1;0,03999999;0,9999997;0,9999997;107,8639;0,9927596;1,7;6,9;1;0;0,1;0,04
106,9941;401,051;0,1873325;0,1543385;0,03983837;0,9916258;40;40;1;1;0,03999999;0,9999997;0,9999997;108,0578;0,9937552;1,7;6,9;1;0;0,1;0,04
107,494;400,08;0,1869981;0,1535315;0,03938772;0,9929178;40;40;1;1;0,03999999;0,9999997;0,9999997;108,2195;0,9945965;1,7;6,9;1;0;0,1;0,04
107,9939;399,1845;0,1866895;0,1527899;0,03896357;0,9937883;40;40;1;1;0,03999999;0,9999998;0,9999997;108,3929;0,994682;1,7;6,9;1;0;0,1;0,04
108,4938;398,3245;0,1863927;0,1520799;0,03854714;0,9937801;40;40;1;1;0,03999999;0,9999997;0,9999997;108,5479;0,9951814;1,7;6,9;1;0;0,1;0,04
108,9937;397,5309;0,1861187;0,1514272;0,03815756;0,9946436;40;40;1;1;0,03999999;0,9999997;0,9999997;108,6129;0,99578;1,7;6,9;1;0;0,1;0,04
109,4936;396,7941;0,1858639;0,1508242;0,03779954;0,9953725;40;40;1;1;0,03999999;0,9999997;0,9999998;108,5082;0,996281;1,7;6,9;1;0;0,1;0,04
109,9936;396,081;0,185617;0,1502419;0,03744784;0,9955562;40;40;1;1;0,03999999;0,9999997;0,9999997;108,4829;0,995917;1,7;6,9;1;0;0,1;0,04
110,4935;395,3932;0,1853786;0,1496819;0,03710496;0,9954909;40;40;1;1;0,03999999;0,9999997;0,9999998;108,4883;0,9963331;1,7;6,9;1;0;0,1;0,04
110,9934;394,7643;0,1851609;0,1491707;0,03678555;0,996102;40;40;1;1;0,03999999;0,9999997;0,9999997;108,4771;0,9967564;1,7;6,9;1;0;0,1;0,04
111,4933;394,1918;0,1849621;0,1487061;0,03648914;0,9966733;40;40;1;1;0,03999999;0,9999997;0,9999997;108,4505;0,9971195;1,7;6,9;1;0;0,1;0,04
111,9932;393,6737;0,1847823;0,1482862;0,0362157;0,9970894;40;40;1;1;0,03999999;0,9999997;0,9999997;108,4103;0,9974276;1,7;6,9;1;0;0,1;0,04
112,4931;393,2008;0,1846179;0,1479032;0,03596091;0,9975161;40;40;1;1;0,03999999;0,9999997;0,9999997;108,3581;0,9976918;1,7;6,9;1;0;0,1;0,04
112,993;392,7721;0,184469;0,1475561;0,03572496;0,997825;40;40;1;1;0,03999999;0,9999997;0,9999997;108,2955;0,9979188;1,7;6,9;1;0;0,1;0,04
113,493;392,3788;0,1843322;0,1472378;0,03550385;0,998134;40;40;1;1;0,03999999;0,9999997;0,9999998;108,2244;0,9981147;1,7;6,9;1;0;0,1;0,04
113,9929;392,0224;0,1842082;0,1469488;0,03529855;0,9982426;40;40;1;1;0,03999999;0,9999998;0,9999998;108,1468;0,9982843;1,7;6,9;1;0;0,1;0,04
