Time stamp;TotalDistance;DistanceWeightDistributionQuality;MeanSquareDistanceFromCenterOfMass;BBR;Effective group motion;ExpectedClusterSize;LargestAggregateSize;LargestAggregateSizeRatio;AggregateNumber;AverageNeighborhood;AverageSpeed;RescaledSpeed(AverageSpeed);RescaledSpeed(LargestClusterAverageSpeed);AverageOrientation;Order;Cohesion intensity;Alignement intensity;Separation intensity;Random movement intensity;Move forward intensity;Friction intensity;Max speed intensity
0,5000001;2917,057;0,5406762;8,352388;0,9312762;288,7638;1;3;0,075;29;0,55;0,06434147;0,6434147;0,9150186;-44,32965;0,02590659;1;1;1;0;0;0,1;0,1
0,9999996;2903,644;0,5398405;8,266677;0,9039555;0,03083085;1;6;0,15;29;0,55;0,06703027;0,6703026;0,9932765;7,417646;0,03857077;1;1;1;0;0;0,1;0,1
1,499999;2890,386;0,5390101;8,182417;0,8768986;0,05480255;1;5;0,125;29;0,55;0,06796952;0,6796952;0,9684817;-31,89393;0,04130433;1;1;1;0;0;0,1;0,1
1,999999;2879,606;0,5383313;8,112329;0,8574553;0,06276807;4;15;0,375;10;2,25;0,07336341;0,7336341;0,7940331;-83,28385;0,05743462;1;1;1;0;0;0,1;0,1
2,499998;2874,763;0,5380257;8,072423;0,8455204;0,06452075;4;15;0,375;10;2,1;0,0870513;0,870513;0,9173436;-96,30324;0,02687435;1;1;1;0;0;0,1;0,1
2,999998;2872,073;0,5378557;8,043859;0,8317696;0,002367844;4;15;0,375;9;2;0,0887266;0,8872659;0,9385897;48,01211;0,03136483;1;1;1;0;0;0,1;0,1
3,499997;2871,333;0,5378091;8,026729;0,8247749;0,005635562;5;15;0,375;7;2;0,09089427;0,9089428;0,9489525;69,99921;0,03530977;1;1;1;0;0;0,1;0,1
3,999997;2871,601;0,537826;8,015233;0,8259461;0,03296014;8;21;0,525;5;2,15;0,08846362;0,8846362;0,9549789;74,2179;0,0157255;1;1;1;0;0;0,1;0,1
4,499997;2869,658;0,5377029;7,992585;0,8211479;0,05945557;6;21;0,525;6;2;0,08602875;0,8602875;0,9568874;113,2513;0,06709637;1;1;1;0;0;0,1;0,1
4,999996;2866,193;0,5374829;7,963092;0,8209076;0,1129383;5;21;0,525;7;1,85;0,08393739;0,8393739;0,9208519;112,1887;0,1306682;1;1;1;0;0;0,1;0,1
5,499996;2861,508;0,5371858;7,927914;0,8259498;0,1458167;5;22;0,55;7;1,8;0,08431174;0,8431174;0,9102688;93,61504;0,1797036;1;1;1;0;0;0,1;0,1
5,999995;2855,842;0,5368253;7,888747;0,8340513;0,1722389;6;33;0,825;6;1,9;0,08613288;0,8613288;0,9274937;86,32536;0,1895735;1;1;1;0;0;0,1;0,1
6,499995;2847,496;0,5362929;7,836684;0,8315149;0,1516824;6;33;0,825;6;1,85;0,08858599;0,8858598;0,9408262;78,79292;0,1840873;1;1;1;0;0;0,1;0,1
6,999994;2839,14;0,5357578;7,785632;0,830802;0,167741;8;30;0,75;5;1,85;0,08944511;0,8944511;0,9237295;80,98209;0,1791538;1;1;1;0;0;0,1;0,1
7,499994;2819,581;0,5344983;7,676627;0,8261521;0,1850782;40;40;1;1;30,3;0,09931789;0,9931788;0,9931788;107,4044;0,07448672;1;1;1;0;0;0,1;0,1
7,999993;2772,234;0,5314063;7,425477;0,8043913;0,01940049;40;40;1;1;30,95;0,09912725;0,9912724;0,9912724;-126,0194;0,02443944;1;1;1;0;0;0,1;0,1
8,500005;2723,901;0,5281854;7,173353;0,7834231;0,03065414;40;40;1;1;31,4;0,09999996;0,9999996;0,9999996;-119,0961;0,03654144;1;1;1;0;0;0,1;0,1
9,000016;2675,265;0,5248764;6,924082;0,7627357;0,04090858;40;40;1;1;32,15;0,09999996;0,9999996;0,9999996;-124,8877;0,04278801;1;1;1;0;0;0,1;0,1
9,500028;2627,047;0,5215262;6,681396;0,7423601;0,04486785;40;40;1;1;32,55;0,09999996;0,9999996;0,9999996;-120,1268;0,04483646;1,33;1;1;0;0;0,1;0,1
10,00004;2578,804;0,5181023;6,443205;0,7221079;0,04515046;40;40;1;1;32,85;0,09999996;0,9999996;0,9999996;-121,6556;0,04561185;1,44;1;1;0;0;0,1;0,1
10,50005;2530,829;0,5146233;6,210885;0,7024617;0,04853305;40;40;1;1;33,6;0,09999996;0,9999996;0,9999996;-125,6243;0,05028018;1,58;1;1;0;0;0,1;0,1
11,00006;2483,042;0,5110824;5,983895;0,6831477;0,05210586;40;40;1;1;33,85;0,09995113;0,9995113;0,9995114;-125,6777;0,0542283;1,58;1;1;0;0;0,1;0,1
11,50007;2435,571;0,5074863;5,762797;0,6641353;0,05238856;40;40;1;1;34,2;0,09935382;0,9935382;0,9935382;-128,0861;0,05638616;1,58;1;1;0;0;0,1;0,1
12,00008;2387,671;0,5037767;5,544306;0,6453884;0,04693605;40;40;1;1;34,45;0,09827286;0,9827286;0,9827286;-138,5873;0,05727009;1,58;1;1;0;0;0,1;0,1
12,5001;2340,091;0,5000073;5,331851;0,6269103;0,0402073;40;40;1;1;35,1;0,09800099;0,9800099;0,9800099;-157,091;0,03946107;1,58;1;1;0;0;0,1;0,1
13,00011;2292,063;0,496114;5,121983;0,608424;0,03687438;40;40;1;1;35,45;0,09897013;0,9897013;0,9897013;-167,2884;0,03401089;1,58;1;1;0;0;0,1;0,1
13,50012;2244,603;0,4921761;4,919142;0,5904071;0,03358086;40;40;1;1;35,95;0,09944502;0,9944502;0,9944502;178,7513;0,03380461;1,58;1;1;0;0;0,1;0,1
14,00013;2197,359;0,4881629;4,721603;0,572788;0,03370602;40;40;1;1;36,4;0,09933822;0,9933822;0,9933822;-172,595;0,03456377;1,58;1;1;0;0;0,1;0,1
14,50014;2149,703;0,4840168;4,526676;0,5550264;0,03718433;40;40;1;1;36,55;0,09873332;0,9873332;0,9873332;-158,1902;0,03626062;1,58;1;1;0;0;0,1;0,1
15,00015;2102,949;0,4798498;4,339633;0,5378089;0,04439752;40;40;1;1;37,05;0,09790982;0,9790982;0,9790982;-148,4997;0,04354379;1,58;1;1;0;0;0,1;0,1
15,50016;2055,415;0,4755079;4,153577;0,5206027;0,05289349;40;40;1;1;37,35;0,09910519;0,9910519;0,9910519;-137,199;0,05293487;1,58;1;1;0;0;0,1;0,1
16,00018;2008,988;0,4711601;3,975521;0,5038881;0,06365799;40;40;1;1;37,55;0,09906277;0,9906277;0,9906277;-131,7388;0,06657729;1,58;1;1;0;0;0,1;0,1
16,50019;1962,969;0,4667427;3,802606;0,4874024;0,0739741;40;40;1;1;37,9;0,09812587;0,9812587;0,9812587;-131,5518;0,07351234;1,58;1;1;0;0;0,1;0,1
17,0002;1916,597;0,4621771;3,632071;0,4708296;0,07456227;40;40;1;1;38,05;0,09689967;0,9689967;0,9689967;-138,7924;0,07999544;1,58;1;1;0;0;0,1;0,1
17,50021;1870,874;0,4575588;3,46822;0,4546545;0,0735453;40;40;1;1;38,15;0,09420743;0,9420743;0,9420743;-149,538;0,09958382;1,58;1;1;0;0;0,1;0,1
18,00022;1824,761;0,4527781;3,307698;0,4386435;0,06543417;40;40;1;1;38,3;0,0959659;0,959659;0,959659;-159,3524;0,0682532;1,58;1;1;0;0;0,1;0,1
18,50023;1778,836;0,4478894;3,152092;0,4229558;0,05150229;40;40;1;1;38,55;0,09674098;0,9674098;0,9674098;-170,6009;0,03101467;1,58;1;1;0;0;0,1;0,1
19,00024;1732,609;0,4428335;3,000067;0,407499;0,03700523;40;40;1;1;38,65;0,09751411;0,975141;0,975141;177,1188;0,02393365;1,58;1;1;0;0;0,1;0,1
19,50026;1686,523;0,4376526;2,852034;0,3922231;0,01949616;40;40;1;1;38,7;0,09785925;0,9785925;0,9785925;137,013;0,008688234;1,58;1;1;0;0;0,1;0,1
