Time stamp;TotalDistance;DistanceWeightDistributionQuality;MeanSquareDistanceFromCenterOfMass;BBR;Effective group motion;ExpectedClusterSize;LargestAggregateSize;LargestAggregateSizeRatio;AggregateNumber;AverageNeighborhood;AverageSpeed;RescaledSpeed(AverageSpeed);RescaledSpeed(LargestClusterAverageSpeed);AverageOrientation;Order;Cohesion intensity;Alignement intensity;Separation intensity;Random movement intensity;Move forward intensity;Friction intensity;Max speed intensity
0,5000001;1891,194;0,4596258;3,493367;0,8720912;100,9617;1;6;0,15;28;0,775;0,09071486;0,9071485;0,9904415;113,5793;0,06354696;1;1;1;0;0;0,1;0,1
0,9999996;1895,34;0,4600448;3,50472;0,8730504;0,1225643;1;5;0,125;31;0,35;0,07717483;0,7717482;0,8793184;78,77003;0,03141623;1;1;1;0;0;0,1;0,1
1,499999;1899,141;0,4604276;3,515431;0,8737921;0,1245635;1;4;0,1;34;0,25;0,07101081;0,7101081;0,8459038;89,88043;0,04187404;1;1;1;0;0;0,1;0,1
1,999999;1902,991;0,4608153;3,527629;0,8743451;0,1036448;1;5;0,125;30;0,5;0,07381797;0,7381797;0,8273709;66,57936;0,2043233;1;1;1;0;0;0,1;0,1
2,499998;1904,539;0,4609708;3,532574;0,8736892;0,158067;1;5;0,125;33;0,375;0,07129588;0,7129588;0,8061615;41,20159;0,2188713;1;1;1;0;0;0,1;0,1
2,999998;1904,144;0,4609309;3,530536;0,875809;0,1515478;1;5;0,125;30;0,525;0,06966333;0,6966333;0,8805008;14,8771;0,1533105;1;1;1;0;0;0,1;0,1
3,499997;1905,788;0,4610958;3,536212;0,8828456;0,1370412;1;5;0,125;32;0,525;0,06813477;0,6813477;0,6709151;72,42233;0,2000094;1;1;1;0;0;0,1;0,1
3,999997;1910,243;0,4615422;3,551957;0,8935499;0,118026;1;9;0,225;28;0,5;0,06791653;0,6791652;0,6017168;163,809;0,223605;1;1;1;0;0;0,1;0,137
4,499997;1914,583;0,4619763;3,56875;0,9030105;0,1397352;1;14;0,35;24;0,7;0,1852106;0,2601273;0,2753624;89,78904;0,181595;1;1;1;0;0;0,1;0,712
4,999996;1919,558;0,4624721;3,586327;0,9256715;0,3568692;1;7;0,175;26;0,55;0,1823384;0,2560933;0,2845266;55,60987;0,190299;1;1;1;0;0;0,1;0,712
5,499996;1918,714;0,4623879;3,583927;0,9232159;0,5077358;1;14;0,35;27;0,75;0,1644476;0,2309657;0,4288198;57,89339;0,1121971;1;1;1;0;0;0,1;0,712
5,999995;1922,907;0,4628052;3,598305;0,9264048;0,3081244;1;9;0,225;26;0,65;0,1769542;0,2485312;0,4040169;-18,69573;0,07418464;1;1;1;0;0;0,1;0,712
6,499995;1944,436;0,464932;3,668908;0,9263619;0,1208284;1;9;0,225;28;0,625;0,1501286;0,2108547;0,1788124;-63,00396;0,1369058;1;1;1;0;0;0,1;0,712
6,999994;1971,376;0,467558;3,760619;0,9351869;0,3701793;1;3;0,075;30;0,65;0,1935844;0,2718881;0,159125;-59,80066;0,0990447;1;1;1;0;0;0,1;0,712
7,499994;1996,595;0,4699816;3,851377;0,9528384;0,2828307;1;7;0,175;24;0,75;0,2065708;0,2901275;0,1771915;-60,05426;0,1516844;1;1;1;0;0;0,1;0,712
7,999993;2028,818;0,4730307;3,970336;0,9702742;0,2773929;1;5;0,125;25;0,75;0,2794275;0,3924543;0,450096;-92,60162;0,2007299;1;1;1;0;0;0,1;0,712
8,500005;2069,305;0,4767879;4,12607;0,9809077;0,4106793;1;6;0,15;26;0,575;0,2148028;0,3016894;0,1122602;-90,23951;0,2326327;1;1;1;0;0;0,1;0,712
9,000016;2101,714;0,4797384;4,255071;0,9937541;0,3935787;1;5;0,125;29;0,5;0,2431175;0,3414572;0,3116192;-59,74463;0,1132446;1;1;1;0;0;0,1;0,712
9,500028;2107,787;0,4802857;4,288059;0,9595832;0,1079319;1;5;0,125;27;0,55;0,2422252;0,3402039;0,40666;1,010012;0,103334;1;1;1;0;0;0,1;0,712
10,00004;2105,451;0,4800753;4,287478;0,9756908;0,2066829;1;7;0,175;24;0,6;0,259863;0,364976;0,8758003;104,2302;0,153014;1;1;1;0;0;0,1;0,712
10,50005;2079,017;0,4776773;4,187161;0,9514329;0,3616193;2;9;0,225;20;0,675;0,2528081;0,3550676;0,1217781;62,86315;0,04084051;1;1;1;0;0;0,1;0,712
11,00006;2073,694;0,4771902;4,168026;0,9562857;0,3508243;1;5;0,125;25;0,7;0,2098845;0,2947816;0,5605991;14,77748;0,2066725;1;1;1;0;0;0,1;0,712
11,50007;2078,471;0,4776274;4,184203;0,9578544;0,3160554;1;4;0,1;27;0,675;0,1830938;0,2571541;0,189496;13,82485;0,1394753;1;1;1;0;0;0,1;0,712
12,00008;2083,829;0,4781164;4,202716;0,960391;0,297005;1;6;0,15;28;0,525;0,1565678;0,2198986;0,1328474;21,71476;0,1249468;1;1;1;0;0;0,1;0,712
12,5001;2089,442;0,4786272;4,221612;0,964611;0,2630906;1;3;0,075;30;0,45;0,141562;0,198823;0,1031429;-6,881823;0,148241;1;1;1;0;0;0,1;0,712
13,00011;2098,747;0,4794702;4,258008;0,9629331;0,2723889;1;6;0,15;28;0,45;0,1266361;0,1778598;0,0858166;-29,44138;0,1348902;1;1;1;0;0;0,1;0,712
13,50012;2111,637;0,4806318;4,306767;0,9633421;0,535642;1;8;0,2;27;0,4;0,1305918;0,1834155;0,1279541;-28,9294;0,1683224;1;1;1;0;0;0,1;0,712
14,00013;2132,671;0,4825105;4,388491;0,9707174;0,5843084;1;4;0,1;30;0,325;0,1684632;0,2366057;0,1288791;-36,5117;0,1607137;1;1;1;0;0;0,1;0,712
14,50014;2142,537;0,4833846;4,421829;0,9836977;0,5315291;1;6;0,15;32;0,325;0,2146524;0,3014781;0,4742126;-158,4378;0,1034002;1;1;1;0;0;0,1;0,712
15,00015;2150,453;0,4840828;4,45502;0,9881448;0,6388143;1;5;0,125;32;0,45;0,197022;0,2767163;0,08028089;-59,47486;0,2232366;1;1;1;0;0;0,1;0,712
15,50016;2158,697;0,4848072;4,499417;0,9687999;0,6156899;1;4;0,1;27;0,6;0,2069139;0,2906095;0,135413;-51,13295;0,2166882;1;1;1;0;0;0,1;0,712
16,00018;2154,599;0,4844474;4,496938;0,9731711;0,2997429;1;5;0,125;32;0,425;0,1962002;0,2755621;0,05134322;-153,1532;0,1303706;1;1;1;0;0;0,1;0,712
16,50019;2151,075;0,4841376;4,492382;0,9703223;0,2286616;1;8;0,2;27;0,575;0,2133538;0,2996542;0,7501401;-98,11893;0,2153384;0,75;1;1;0;0;0,1;0,712
17,0002;2153,811;0,4843785;4,505992;0,972774;0,1699935;1;7;0,175;25;0,675;0,2379612;0,3342151;0,2647075;33,78827;0,06486989;0,98;1;1;0;0;0,1;0,712
17,50021;2160,119;0,4849317;4,524024;0,9774555;0,2811064;1;7;0,175;24;0,775;0,1882817;0,2644407;0,6712816;-3,278551;0,06779341;1,59;1;1;0;0;0,1;0,712
18,00022;2158,625;0,4848007;4,511071;0,97973;0,375387;1;7;0,175;24;0,575;0,1856962;0,2608092;0,6425006;120,1299;0,08867462;1,59;1;1;0;0;0,1;0,712
18,50023;2146,018;0,4836921;4,456752;0,9829283;0,5829636;1;3;0,075;31;0,475;0,1678368;0,2357259;0,02735174;65,85855;0,09430878;1,59;1;1;0;0;0,1;0,712
19,00024;2131,558;0,4824117;4,399405;0,9782358;0,6516252;1;5;0,125;27;0,55;0,178314;0,2504411;0,05366522;64,7403;0,1192417;1,59;1;1;0;0;0,1;0,712
19,50026;2121,818;0,4815437;4,365784;0,974804;0,6441988;1;4;0,1;27;0,55;0,2151973;0,3022434;0,7570356;49,68785;0,0688348;1,12;1;1;0;0;0,1;0,712
20,00027;2122,547;0,4816087;4,372649;0,9805396;0,5808133;1;6;0,15;26;0,575;0,138428;0,1944214;0,5459141;27,33037;0,17478;1,03;1;1;0;0;0,1;0,712
20,50028;2123,395;0,4816844;4,371791;0,984889;0,2181987;1;3;0,075;30;0,325;0,1282366;0,1801075;0,04483682;154,0926;0,07090457;0,66;1;1;0;0;0,1;0,712
