Time stamp;TotalDistance;DistanceWeightDistributionQuality;MeanSquareDistanceFromCenterOfMass;BBR;Effective group motion;ExpectedClusterSize;LargestAggregateSize;LargestAggregateSizeRatio;AggregateNumber;AverageNeighborhood;AverageSpeed;RescaledSpeed(AverageSpeed);RescaledSpeed(LargestClusterAverageSpeed);AverageOrientation;Order;Cohesion intensity;Alignement intensity;Separation intensity;Random movement intensity;Move forward intensity;Friction intensity;Max speed intensity
0,5000001;2200,392;0,4884233;4,832542;0,9686314;1286,792;13;25;0,625;3;4,1;0,07182212;0,7182212;0,715367;-14,35684;0,4937221;1;1;1;0;0;0,1;0,1
0,9999996;2205,08;0,4888253;4,846513;0,9873722;0,07084353;13;25;0,625;3;4,1;0,08926018;0,8926017;0,8910942;17,18737;0,4831698;1;1;1;0;0;0,1;0,1
1,499999;2207,496;0,4890319;4,842548;0,9850408;0,05966604;13;25;0,625;3;4,075;0,0940506;0,940506;0,9499309;-25,11539;0,5237418;1;1;1;0;0;0,1;0,1
1,999999;2209,595;0,4892116;4,843275;0,987057;0,1188031;13;25;0,625;3;4,1;0,09459017;0,9459017;0,9629926;-25,08827;0,5347167;1;1;1;0;0;0,1;0,1
2,499998;2214,578;0,4896367;4,850393;0,9927098;0,08849464;13;25;0,625;3;4,1;0,09775995;0,9775996;0,9641599;-43,14038;0,5563532;1;1;1;0;0;0,1;0,1
2,999998;2216,779;0,489824;4,851603;0,9884905;0,06103756;13;25;0,625;3;4,075;0,09770838;0,9770838;0,9955012;-98,03217;0,5846708;1;1;1;0;0;0,1;0,1
3,499997;2220,08;0,4901047;4,851375;0,9847407;0,138615;20;31;0,775;2;4,15;0,09815204;0,9815204;0,9761556;-117,6458;0,6337276;1;1;1;0;0;0,1;0,1
3,999997;2222,152;0,490281;4,854027;0,9869453;0,1586133;20;32;0,8;2;3,9;0,0990544;0,990544;0,9881802;-91,20234;0,6486892;1;1;1;0;0;0,1;0,1
4,499997;2228,165;0,4907905;4,867261;0,9960581;0,1717234;40;40;1;1;3,75;0,09874487;0,9874487;0,9874487;-123,0834;0,6714298;1;1;1;0;0;0,1;0,1
4,999996;2230,233;0,4909656;4,870251;0,99396;0,1712286;40;40;1;1;3,7;0,09646115;0,9646115;0,9646115;-107,2267;0,6693074;1;1;1;0;0;0,1;0,1
5,499996;2231,733;0,4910923;4,865003;0,9937478;0,1315639;40;40;1;1;3,7;0,09928882;0,9928882;0,9928883;-75,13634;0,6904678;1;1;1;0;0;0,1;0,1
5,999995;2232;0,4911149;4,859602;0,9920321;0,166916;40;40;1;1;3,65;0,0984748;0,984748;0,984748;-94,4563;0,7031355;1;1;1;0;0;0,1;0,1
6,499995;2229,538;0,4909068;4,837709;0,9882804;0,1641899;40;40;1;1;3,65;0,09999996;0,9999996;0,9999996;138,0657;0,7166103;2,44;1;1;0;0;0,1;0,1
6,999994;2218,293;0,4899529;4,788187;0,9752336;0,04681753;40;40;1;1;3,6;0,09999996;0,9999996;0,9999996;77,7146;0,6438164;2,44;1;1;0;0;0,1;0,1
7,499994;2190,809;0,4875991;4,672884;0,9448119;0,07504823;40;40;1;1;3,8;0,09999996;0,9999996;0,9999996;61,0049;0,5063344;5;1;1;0;0;0,1;0,1
7,999993;2175,539;0,4862773;4,610512;0,9258979;0,1004619;40;40;1;1;3,8;0,09999996;0,9999996;0,9999996;63,77882;0,4887878;5;1;1;0;0;0,1;0,1
8,500005;2143,7;0,4834875;4,483159;0,8860539;0,1052195;40;40;1;1;3,9;0,09999996;0,9999996;0,9999996;65,48306;0,4956337;5;1;1;0;0;0,1;0,1
9,000016;2127,629;0,482062;4,419985;0,8664688;0,07569069;40;40;1;1;3,95;0,09999996;0,9999996;0,9999996;73,3472;0,5029814;5;1;1;0;0;0,1;0,1
9,500028;2098,59;0,479456;4,31029;0,8289484;0,05614657;40;40;1;1;4,1;0,09999996;0,9999996;0,9999996;120,1995;0,5131611;5;1;1;0;0;0,1;0,1
10,00004;2085,772;0,4782931;4,263574;0,8101938;0,08124452;40;40;1;1;4,3;0,09999996;0,9999996;0,9999996;128,4884;0,5038143;5;1;1;0;0;0,1;0,1
