Time stamp;TotalDistance;DistanceWeightDistributionQuality;MeanSquareDistanceFromCenterOfMass;BBR;Effective group motion;ExpectedClusterSize;LargestAggregateSize;LargestAggregateSizeRatio;AggregateNumber;AverageNeighborhood;AverageSpeed;RescaledSpeed(AverageSpeed);RescaledSpeed(LargestClusterAverageSpeed);AverageOrientation;Order;Cohesion intensity;Alignement intensity;Separation intensity;Random movement intensity;Move forward intensity;Friction intensity;Max speed intensity
0,5000001;533,055;0,4873852;4,520339;0,9027025;324,1862;3;7;0,35;6;1,75;0,0740551;0,740551;0,7689941;-7,067317;0,4013351;1;1;1;0;0;0,1;0,1
0,9999996;536,0514;0,4884441;4,562182;0,9315987;0,07662089;3;7;0,35;6;1,7;0,07996611;0,7996611;0,8667154;-32,84018;0,3971587;1;1;1;0;0;0,1;0,1
1,499999;537,278;0,4888757;4,574292;0,9386321;0,06570847;3;7;0,35;6;1,7;0,07952652;0,7952652;0,8514804;27,61466;0,4824361;1;1;1;0;0;0,1;0,1
1,999999;539,2792;0,4895774;4,599622;0,9568416;0,0592262;10;13;0,65;2;3,1;0,08089941;0,8089941;0,7751486;21,04279;0,6654841;1;1;1;0;0;0,1;0,1
2,499998;529,5549;0,4861399;4,43343;0,9303232;0,08656778;20;20;1;1;18,25;0,1;1;1;36,03322;0,1163381;1;1;1;0;0;0,1;0,1
2,999998;517,6016;0,4818179;4,236156;0,8963437;0,076083;20;20;1;1;18,45;0,1;1;1;29,84006;0,1152842;1;1;1;0;0;0,1;0,1
3,499997;472,635;0,4645244;3,532873;0,7669096;0,03835641;20;20;1;1;18,75;0,5198551;0,9366759;0,9366759;31,87992;0,1211961;1;1;1;0;0;0,1;0,555
3,999997;407,4295;0,4360594;2,633281;0,6095193;0,06005588;20;20;1;1;18,85;0,5422889;0,9770971;0,9770971;20,01766;0,1366511;1;1;1;0;0;0,1;0,555
4,499997;343,0166;0,4029559;1,881064;0,4721636;0,07777795;20;20;1;1;18,85;0,5471879;0,9859242;0,9859242;16,58994;0,1616735;1;1;1;0;0;0,1;0,555
4,999996;279,8218;0,3640687;1,27372;0,3525102;0,0893276;20;20;1;1;18,85;0,5459709;0,9837313;0,9837313;16,64154;0,1995289;1;1;1;0;0;0,1;0,555
5,499996;220,6574;0,3197995;0,8119228;0,2505012;0,1009444;20;20;1;1;18,9;0,5415708;0,9758032;0,9758032;19,00407;0,2522515;1;1;1;0;0;0,1;0,555
5,999995;171,0931;0,2746174;0,5002389;0,1678293;0,1153759;20;20;1;1;19;0,453;1;1;22,77197;0,3265695;1;1;1;0;0;0,1;0,434
6,499995;147,4888;0,249679;0,3740241;0,1252192;0,1228682;20;20;1;1;19;0,2813245;0,9836522;0,9836522;23,02382;0,4550479;1;1;1;0;0;0,1;0,286
6,999994;137,6695;0,2385194;0,3207486;0,09822801;0,1300857;20;20;1;1;19;0,2278543;0,9906708;0,9906708;18,90018;0,6054879;1;1;1;0;0;0,1;0,23
7,499994;136,1369;0,2367323;0,3055528;0,08186164;0,1588113;20;20;1;1;19;0,2427958;0,8489364;0,8489364;13,5229;0,7046638;1;1;1;0;0;0,1;0,286
7,999993;139,2902;0,2403957;0,3134773;0,07624669;0,2163609;20;20;1;1;19;0,1;1;1;2,409133;0,7671191;1;1;1;0;0;0,1;0,1
8,500005;143,2202;0,2448885;0,3279063;0,0761487;0,2304805;20;20;1;1;19;0,1081661;0,9923491;0,9923491;0,5348544;0,7781457;1;1;1;0;0;0,1;0,109
9,000016;148,4623;0,2507589;0,3487403;0,07866444;0,2119566;20;20;1;1;19;0,109;0,9999999;0,9999999;2,035918;0,7912911;1;1;1;0;0;0,1;0,109
9,500028;151,7463;0,2543675;0,3613968;0,07878209;0,2169686;20;20;1;1;19;0,1086303;0,9966087;0,9966087;-10,0376;0,8584682;1,7;1;1;0;0;0,1;0,109
10,00004;144,075;0,2458552;0,3247728;0,07019895;0,0973013;20;20;1;1;19;0,109;0,9999999;0,9999999;-69,19809;0,630528;1,7;1;1;0;0;0,1;0,109
10,50005;133,7483;0,233922;0,2798157;0,06134361;0,07004113;20;20;1;1;19;0,109;0,9999999;0,9999999;-82,2744;0,6007911;1,7;1;1;0;0;0,1;0,109
11,00006;123,5574;0,2215724;0,2388604;0,05326622;0,06707983;20;20;1;1;19;0,109;0,9999999;0,9999999;-82,30865;0,6567593;1,7;1;1;0;0;0,1;0,109
