Time stamp;TotalDistance;DistanceWeightDistributionQuality;MeanSquareDistanceFromCenterOfMass;BBR;Effective group motion;ExpectedClusterSize;LargestAggregateSize;LargestAggregateSizeRatio;AggregateNumber;AverageNeighborhood;AverageSpeed;RescaledSpeed(AverageSpeed);RescaledSpeed(LargestClusterAverageSpeed);AverageOrientation;Order;Cohesion intensity;Alignement intensity;Separation intensity;Random movement intensity;Move forward intensity;Friction intensity;Max speed intensity
0,5000001;2077,312;0,4775215;4,250473;0,9424797;340,1511;8;26;0,65;5;4,725;0,08127583;0,8127583;0,8700703;105,5304;0,4932916;1;1;1;0;0;0,1;0,1
0,9999996;2087,918;0,4784886;4,283378;0,9526213;0,04411217;8;26;0,65;5;4,65;0,0929877;0,929877;0,9999779;159,3846;0,4946135;1;1;1;0;0;0,1;0,1
1,499999;2098,832;0,4794778;4,317709;0,9609106;0,09976763;10;36;0,9;4;4,3;0,09296496;0,9296496;0,97517;150,7686;0,521506;1;1;1;0;0;0,1;0,1
1,999999;2109,213;0,4804138;4,35128;0,9646232;0,09517398;20;39;0,975;2;4,2;0,0923201;0,923201;0,9468728;161,8037;0,5557081;1;1;1;0;0;0,1;0,1
2,499998;2121,111;0,4814804;4,392123;0,9741576;0,0921037;20;39;0,975;2;4,1;0,09443299;0,9443299;0,9685436;113,3474;0,5795034;1;1;1;0;0;0,1;0,1
2,999998;2131,913;0,482443;4,429545;0,9831285;0,07468441;20;39;0,975;2;3,9;0,09448542;0,9448543;0,9690812;124,5118;0,6145471;1;1;1;0;0;0,1;0,1
3,499997;2143,389;0,48346;4,471286;0,9919832;0,09498458;20;39;0,975;2;3,8;0,09490531;0,9490531;0,9733877;107,6583;0,6438014;1;1;1;0;0;0,1;0,1
3,999997;2152,549;0,4842676;4,504846;0,9894094;0,1726647;20;39;0,975;2;3,8;0,09702434;0,9702433;0,9951214;92,85829;0,6794649;1;1;1;0;0;0,1;0,1
4,499997;2161,429;0,4850467;4,536625;0,9944819;0,1288501;20;39;0,975;2;3,9;0,09730361;0,9730361;0,9979857;76,6675;0,7183179;1;1;1;0;0;0,1;0,1
4,999996;2167,028;0,4855357;4,554823;0,9817747;0,1964323;20;39;0,975;2;3,85;0,09510561;0,9510561;0,9754422;89,26584;0,7434679;1;1;1;0;0;0,1;0,1
5,499996;2174,863;0,4862184;4,583338;0,9740964;0,2020372;20;39;0,975;2;3,75;0,09676174;0,9676174;0,9924281;113,9745;0,7646173;1;1;1;0;0;0,1;0,1
5,999995;2186,17;0,4871984;4,627389;0,9783136;0,1758526;20;39;0,975;2;3,6;0,09749996;0,9749996;0,9999996;121,0667;0,7887526;1;1;1;0;0;0,1;0,1
6,499995;2198,333;0,4882465;4,676228;0,9815136;0,2012528;40;40;1;1;3,5;0,09616363;0,9616363;0,9616364;98,54516;0,8145019;1;1;1;0;0;0,1;0,1
6,999994;2210,167;0,4892604;4,723317;0,9798858;0,2755206;40;40;1;1;3,3;0,09996144;0,9996144;0,9996144;104,8173;0,8241392;1;1;1;0;0;0,1;0,1
7,499994;2224,592;0,4904881;4,782484;0,9883484;0,1775313;40;40;1;1;3,35;0,09844407;0,9844407;0,9844407;122,1762;0,797028;1;1;1;0;0;0,1;0,1
7,999993;2238,693;0,4916792;4,841512;0,9973286;0,1864045;40;40;1;1;3,3;0,0992427;0,992427;0,992427;145,0639;0,8189572;1;1;1;0;0;0,1;0,1
8,500005;2244,861;0,492198;4,863893;0,9890078;0,2111647;40;40;1;1;3,3;0,09721217;0,9721217;0,9721218;83,78064;0,7977863;1;1;1;0;0;0,1;0,1
9,000016;2248,432;0,4924972;4,875531;0,9791583;0,1922897;40;40;1;1;3,35;0,09725495;0,9725494;0,9725494;90,89505;0,8282744;1;1;1;0;0;0,1;0,1
9,500028;2254,538;0,493008;4,899701;0,9778898;0,1808209;40;40;1;1;3,2;0,099896;0,99896;0,99896;96,12646;0,8632101;1;1;1;0;0;0,1;0,1
10,00004;2263,419;0,4937484;4,936325;0,9824035;0,2654897;40;40;1;1;3,1;0,09789542;0,9789542;0,9789542;116,5665;0,8696205;1;1;1;0;0;0,1;0,1
10,50005;2272,194;0,4944763;4,973575;0,9846644;0,300419;40;40;1;1;3,2;0,09872129;0,9872129;0,9872129;101,9758;0,8563444;1;1;1;0;0;0,1;0,1
11,00006;2281,85;0,4952744;5,01545;0,9927284;0,3992631;40;40;1;1;3,15;0,0982516;0,9825159;0,9825159;117,6892;0,8583536;1;1;1;0;0;0,1;0,1
11,50007;2287,552;0,4957435;5,039202;0,9875412;0,4092842;20;39;0,975;2;3,1;0,09766512;0,9766511;0,9771555;140,6976;0,8692851;1;1;1;0;0;0,1;0,1
12,00008;2285,214;0,4955513;5,027379;0,9767172;0,5273997;40;40;1;1;3,15;0,09999996;0,9999996;0,9999996;139,738;0,7465388;2,53;1;1;0;0;0,1;0,1
12,5001;2263,961;0,4937935;4,93447;0,9518193;0,16793;40;40;1;1;3,15;0,09999996;0,9999996;0,9999996;131,7526;0,5984219;3,38;1;1;0;0;0,1;0,1
13,00011;2238,321;0,4916478;4,824896;0,9278468;0,1025829;40;40;1;1;3,3;0,09999996;0,9999996;0,9999996;138,2324;0,610516;3,38;1;1;0;0;0,1;0,1
13,50012;2211,462;0,4893709;4,711782;0,9088454;0,04636333;40;40;1;1;3,35;0,09999996;0,9999996;0,9999996;107,5316;0,6134207;3,38;1;1;0;0;0,1;0,1
14,00013;2183,062;0,4869297;4,594011;0,8888929;0,02854688;40;40;1;1;3,5;0,09999996;0,9999996;0,9999996;-1,102345;0,6119672;3,38;1;1;0;0;0,1;0,1
14,50014;2154,758;0,484461;4,478632;0,8698567;0,04674144;40;40;1;1;3,5;0,09999996;0,9999996;0,9999996;-24,03572;0,6311385;3,38;1;1;0;0;0,1;0,1
15,00015;2125,582;0,4818797;4,361321;0,8498635;0,05138468;40;40;1;1;3,55;0,09999996;0,9999996;0,9999996;-10,45077;0,6478621;3,38;1;1;0;0;0,1;0,1
15,50016;2095,768;0,4792008;4,243112;0,8292324;0,04552211;40;40;1;1;3,55;0,09999996;0,9999996;0,9999996;-2,69536;0,6684808;3,38;1;1;0;0;0,1;0,1
16,00018;2066,249;0,4765068;4,127495;0,8089566;0,04085442;40;40;1;1;3,6;0,09999996;0,9999996;0,9999996;3,041828;0,6816875;3,38;1;1;0;0;0,1;0,1
16,50019;2035,743;0,4736791;4,00956;0,7879694;0,05663582;40;40;1;1;3,6;0,09999996;0,9999996;0,9999996;16,58493;0,682488;3,38;1;1;0;0;0,1;0,1
17,0002;2005,306;0,4708111;3,893454;0,7670324;0,03135329;40;40;1;1;3,65;0,09999996;0,9999996;0,9999996;74,34739;0,677537;3,38;1;1;0;0;0,1;0,1
17,50021;1975,511;0,4679577;3,781281;0,7461523;0,01862785;40;40;1;1;3,7;0,09999996;0,9999996;0,9999996;171,8367;0,6871578;3,38;1;1;0;0;0,1;0,1
18,00022;1947,675;0,4652498;3,677874;0,7263873;0,008378496;40;40;1;1;3,9;0,09999996;0,9999996;0,9999996;-23,99155;0,6680399;2,97;1;1;0;0;0,1;0,1
18,50023;1922,605;0,4627752;3,585411;0,7116949;0,05650971;40;40;1;1;3,95;0,09869821;0,9869821;0,9869823;-15,61317;0,8315839;0,68;1;1;0;0;0,1;0,1
19,00024;1924,063;0,4629201;3,589131;0,7247815;0,06607514;40;40;1;1;3,65;0,09786577;0,9786577;0,9786577;-120,8952;0,5227215;0;1;1;0;0;0,1;0,1
19,50026;1947,568;0,465239;3,673257;0,7485179;0,07089282;40;40;1;1;3,525;0,09942402;0,9942402;0,99424;177,4898;0,294415;0;1;1;0;0;0,1;0,1
20,00027;1976,163;0,4680207;3,777726;0,7742825;0,1211868;40;40;1;1;3,65;0,09873252;0,9873251;0,9873251;174,2113;0,2219886;0;1;1;0;0;0,1;0,1
20,50028;2008,109;0,4710771;3,896617;0,801205;0,1711996;40;40;1;1;3,5;0,09701499;0,9701499;0,9701499;172,1092;0,2054033;0;1;1;0;0;0,1;0,1
21,00029;2040,269;0,4741013;4,018407;0,8280009;0,199373;40;40;1;1;3,55;0,09461399;0,9461399;0,9461398;172,7993;0,2022069;0,39;1;1;0;0;0,1;0,1
21,5003;2069,959;0,4768479;4,1324;0,8499743;0,2717129;40;40;1;1;3,65;0,09843133;0,9843133;0,9843133;163,5202;0,765679;4,7;1;1;0;0;0,1;0,1
22,00031;2049,139;0,4749263;4,049931;0,8282066;0,09868359;40;40;1;1;3,75;0,09999996;0,9999996;0,9999996;82,12238;0,529966;5;1;1;0;0;0,1;0,1
22,50032;2022,293;0,4724171;3,946332;0,8035728;0,057187;40;40;1;1;3,75;0,09999996;0,9999996;0,9999996;52,18396;0,5734229;5;1;1;0;0;0,1;0,1
23,00034;1993,368;0,4696733;3,836728;0,778919;0,03819875;40;40;1;1;3,9;0,09999996;0,9999996;0,9999996;-40,85238;0,5998819;5;1;1;0;0;0,1;0,1
23,50035;1964,555;0,4668968;3,729335;0,7554777;0,07537803;40;40;1;1;4;0,09999996;0,9999996;0,9999996;-41,7338;0,6125288;5;1;1;0;0;0,1;0,1
24,00036;1935,162;0,4640191;3,621358;0,7322642;0,1010473;40;40;1;1;4,1;0,09999996;0,9999996;0,9999996;-59,5643;0,6082043;5;1;1;0;0;0,1;0,1
24,50037;1905,745;0,4610916;3,515079;0,7092089;0,1249205;40;40;1;1;4,15;0,09999996;0,9999996;0,9999996;-55,66356;0,6342167;5;1;1;0;0;0,1;0,1
25,00038;1876,148;0,4580974;3,409861;0,6870432;0,111996;40;40;1;1;4,3;0,09999996;0,9999996;0,9999996;-53,42579;0,631987;5;1;1;0;0;0,1;0,1
25,50039;1845,956;0,4549909;3,304302;0,6631982;0,0870041;40;40;1;1;4,5;0,09999996;0,9999996;0,9999996;-20,91809;0,6135303;5;1;1;0;0;0,1;0,1
26,0004;1816,363;0,451894;3,202564;0,6396828;0,1138204;40;40;1;1;4,55;0,09999996;0,9999996;0,9999996;-14,71671;0,6025087;5;4;1;0;0;0,1;0,1
26,50042;1783,525;0,4483945;3,091628;0,6159143;0,1630579;40;40;1;1;4,7;0,09999996;0,9999996;0,9999996;-10,85815;0,5672905;5;5;1;0;0;0,1;0,1
27,00043;1751,342;0,4448991;2,985264;0,5950941;0,2162881;40;40;1;1;4,85;0,09999996;0,9999996;0,9999996;-23,10931;0,5609086;5;5;1;0;0;0,1;0,1
27,50044;1719,815;0,4414096;2,883586;0,57429;0,2586133;40;40;1;1;5,05;0,09999996;0,9999996;0,9999996;-30,52813;0,582545;5;5;1;0;0;0,1;0,1
28,00045;1689,894;0,4380368;2,789052;0,5539855;0,3044216;40;40;1;1;5,2;0,09999996;0,9999996;0,9999996;-31,51312;0,5942116;5;5;1;0;0;0,1;0,1
28,50046;1658,521;0,4344328;2,691798;0,5329602;0,3167215;40;40;1;1;5,5;0,09999996;0,9999996;0,9999996;-39,48176;0,5853475;5;5;1;0;0;0,1;0,1
29,00047;1628,024;0,4308631;2,598949;0,5126435;0,275583;40;40;1;1;5,8;0,09999996;0,9999996;0,9999996;-51,91972;0,5606816;5;5;1;0;0;0,1;0,1
29,50048;1597,311;0,427198;2,507329;0,4921772;0,2489268;40;40;1;1;6,3;0,09999996;0,9999996;0,9999996;-58,30453;0,5444403;5;5;1;0;0;0,1;0,1
30,0005;1567,958;0,4236292;2,422038;0,4725941;0,201714;40;40;1;1;6,8;0,09999996;0,9999996;0,9999996;-68,19142;0,5357977;5;4,45;1;0;0;0,1;0,1
30,50051;1537,084;0,4198017;2,334605;0,4530795;0,1745783;40;40;1;1;7,25;0,09999996;0,9999996;0,9999996;-79,75998;0,5396166;5;3,41;1;0;0;0,1;0,1
31,00052;1508,96;0,4162484;2,257242;0,4359128;0,1473157;40;40;1;1;7,55;0,09999996;0,9999996;0,9999996;-83,49411;0,5539148;5;1,13;1;0;0;0,1;0,1
31,50053;1482,499;0,4128446;2,187054;0,418826;0,1111712;40;40;1;1;7,65;0,09999996;0,9999996;0,9999996;-69,02764;0,5898284;5;0,94;1;0;0;0,1;0,1
