Time stamp;TotalDistance;DistanceWeightDistributionQuality;MeanSquareDistanceFromCenterOfMass;BBR;Effective group motion;ExpectedClusterSize;LargestAggregateSize;LargestAggregateSizeRatio;AggregateNumber;AverageSpeed;RescaledSpeed(AverageSpeed);RescaledSpeed(LargestClusterAverageSpeed);AverageOrientation;Order;Cohesion intensity;Alignement intensity;Separation intensity;Random movement intensity;Friction intensity;Max speed intensity
19,00024;2191,202;0,487633;4,686424;0,8960482;0,04089707;40;40;1;1;0,03990646;0,9976617;0,9976615;141,0653;0,8730723;1,3;1;1;1;0,1;0,04
19,50026;2188,938;0,4874377;4,67629;0,8976151;0,06797475;40;40;1;1;0,03984429;0,9961073;0,9961072;93,99367;0,9025849;1,3;1;1;1;0,1;0,04
20,00027;2185,639;0,4871528;4,662143;0,897089;0,07633086;40;40;1;1;0,03998514;0,9996286;0,9996286;-102,798;0,8463519;1,6;1;1;1;0,1;0,04
20,50028;2179,542;0,4866247;4,637195;0,8905368;0,1358626;40;40;1;1;0,03993241;0,9983102;0,9983102;5,004146;0,8416883;1,6;1;1;1;0,1;0,04
21,00029;2172,589;0,4860206;4,608958;0,8828887;0,1092673;40;40;1;1;0,03996268;0,999067;0,9990671;-41,91467;0,823109;1,6;1;1;1;0,1;0,04
21,5003;2166,19;0,4854625;4,583085;0,875441;0,1274133;40;40;1;1;0,03995091;0,9987727;0,9987727;-104,579;0,9040405;1,3;1;1;1;0,1;0,04
22,00031;2164,087;0,4852787;4,574371;0,8755492;0,09497866;40;40;1;1;0,0399936;0,99984;0,99984;-96,20147;0,9409608;1,3;1;1;1;0,1;0,04
22,50032;2163,333;0,485213;4,570587;0,8789971;0,09679155;40;40;1;1;0,03999578;0,9998946;0,9998946;-63,48747;0,9466526;1,3;1;1;1;0,1;0,04
23,00034;2162,838;0,4851698;4,567905;0,8826592;0,08499251;40;40;1;1;0,0399985;0,9999626;0,9999626;47,31701;0,9369572;1,3;1;1;1;0,1;0,04
23,50035;2162,512;0,4851412;4,565927;0,886979;0,0445605;40;40;1;1;0,03997564;0,9993909;0,9993907;151,6458;0,9526564;1,3;1;1;1;0,1;0,04
24,00036;2161,798;0,4850789;4,562427;0,8906742;0,113553;40;40;1;1;0,03999999;0,9999997;0,9999997;-129,913;0,9628717;1,3;1;1;1;0,1;0,04
24,50037;2161,364;0,4850408;4,560163;0,8945709;0,1145607;40;40;1;1;0,03999941;0,9999853;0,9999853;-28,09088;0,9664456;1,3;1;1;1;0,1;0,04
25,00038;2160,487;0,4849639;4,555912;0,8954642;0,2949514;40;40;1;1;0,03999493;0,9998732;0,9998732;-89,08533;0,9578659;1,5;1;1;1;0,1;0,04
25,50039;2156,689;0,4846309;4,540631;0,8918015;0,2088913;40;40;1;1;0,03999939;0,9999848;0,9999849;-73,81667;0,9099448;1,5;1;1;1;0,1;0,04
26,0004;2151,846;0,4842054;4,521571;0,8868408;0,09821268;40;40;1;1;0,03999768;0,999942;0,999942;-172,1816;0,9138853;1,5;1;1;1;0,1;0,04
26,50042;2147,188;0,4837953;4,503078;0,8827487;0,09737802;40;40;1;1;0,03999999;0,9999997;0,9999998;-117,198;0,9132667;1,5;1;1;1;0,1;0,04
27,00043;2141,672;0,4833083;4,481123;0,8775526;0,06315335;40;40;1;1;0,03999351;0,9998379;0,9998379;-19,74726;0,9151978;1,5;1;1;1;0,1;0,04
27,50044;2136,791;0,4828761;4,461804;0,873696;0,1272798;40;40;1;1;0,03999326;0,9998315;0,9998314;-56,73146;0,9293348;1,5;1;1;1;0,1;0,04
28,00045;2132,285;0,482476;4,444007;0,8706089;0,1305338;40;40;1;1;0,03999548;0,999887;0,9998871;-52,23626;0,9274365;1,5;1;1;1;0,1;0,04
28,50046;2128,038;0,4820982;4,427243;0,8671903;0,1276287;40;40;1;1;0,03998423;0,9996058;0,9996058;-27,31584;0,9343041;1,5;1;1;1;0,1;0,04
29,00047;2123,405;0,4816851;4,408931;0,8638296;0,1877916;40;40;1;1;0,03999121;0,9997802;0,9997802;-12,86699;0,937078;1,5;1;1;1;0,1;0,04
29,50048;2118,965;0,4812883;4,391328;0,8614489;0,1137723;40;40;1;1;0,0399788;0,99947;0,9994699;-72,69177;0,9373711;1,5;1;1;1;0,1;0,04
30,0005;2114,23;0,4808643;4,372407;0,8587179;0,1349879;40;40;1;1;0,03999999;0,9999997;0,9999997;-28,74029;0,932043;1,5;1;1;1;0,1;0,04
30,50051;2109,623;0,4804507;4,354311;0,8551697;0,1346162;40;40;1;1;0,03999444;0,9998611;0,9998611;-65,09456;0,9420642;1,5;1;1;1;0,1;0,04
31,00052;2105,277;0,4800594;4,337279;0,8517943;0,1846216;40;40;1;1;0,03997283;0,9993208;0,9993208;-78,2167;0,9362187;1,5;1;1;1;0,1;0,04
31,50053;2101,36;0,4797063;4,32196;0,8489254;0,1698531;40;40;1;1;0,03998048;0,999512;0,9995121;-52,32885;0,9400139;1,5;1;1;1;0,1;0,04
32,00054;2097,649;0,4793709;4,307559;0,8462791;0,1431034;40;40;1;1;0,03999352;0,9998379;0,9998379;-23,15324;0,9500816;1,5;1;1;1;0,1;0,04
32,50055;2094,376;0,4790747;4,294882;0,8441862;0,08014441;40;40;1;1;0,03999999;0,9999997;0,9999997;-92,04172;0,9520658;1,5;1;1;1;0,1;0,04
33,00056;2090,819;0,4787522;4,281219;0,8416216;0,07555377;40;40;1;1;0,03999792;0,999948;0,999948;-77,24232;0,9529318;1,5;1;1;1;0,1;0,04
33,50058;2087,139;0,4784175;4,266824;0,8385766;0,1839934;40;40;1;1;0,03999999;0,9999997;0,9999998;-30,00134;0,9534937;1,5;1;1;1;0,1;0,04
34,00059;2083,608;0,4780961;4,25315;0,8372813;0,1802045;40;40;1;1;0,03998194;0,9995486;0,9995486;-50,7715;0,964668;1,5;1;1;1;0,1;0,04
34,5006;2080,271;0,4777917;4,240151;0,8354965;0,1231868;40;40;1;1;0,03999875;0,9999687;0,9999687;-108,8898;0,9567441;1,5;1;1;1;0,1;0,04
35,00061;2076,658;0,4774618;4,226047;0,8330394;0,1323383;40;40;1;1;0,03999955;0,9999888;0,9999888;-32,11197;0,9575738;1,5;1;1;1;0,1;0,04
35,50062;2073,321;0,4771563;4,213238;0,8320266;0,2517524;40;40;1;1;0,03999383;0,9998457;0,9998457;-44,95239;0,9606954;1,5;1;1;1;0,1;0,04
36,00063;2070,237;0,4768733;4,201267;0,8303054;0,2478566;40;40;1;1;0,03999999;0,9999997;0,9999997;-50,68219;0,9716399;1,5;1;1;1;0,1;0,04
36,50064;2067,838;0,4766532;4,192091;0,8288628;0,1478641;40;40;1;1;0,03999999;0,9999997;0,9999997;23,47014;0,9724137;1,5;1;1;1;0,1;0,04
37,00066;2065,39;0,476428;4,182524;0,828073;0,2660573;40;40;1;1;0,03999999;0,9999997;0,9999997;-32,69207;0,9670183;1,5;1;1;1;0,1;0,04
37,50067;2062,371;0,4761501;4,170786;0,8269619;0,1167735;40;40;1;1;0,03999555;0,9998888;0,9998888;-51,06955;0,9711522;1,5;1;1;1;0,1;0,04
38,00068;2059,6;0,4758945;4,160285;0,8252961;0,2739677;40;40;1;1;0,03999999;0,9999998;0,9999997;-63,24231;0,9652227;1,5;1;1;1;0,1;0,04
38,50069;2057,076;0,4756613;4,150686;0,8244368;0,215887;40;40;1;1;0,03999999;0,9999997;0,9999997;-64,6159;0,9659745;1,5;1;1;1;0,1;0,04
39,0007;2054,052;0,4753817;4,139245;0,8237504;0,324219;40;40;1;1;0,03999999;0,9999997;0,9999997;-93,1009;0,9637433;1,5;1;1;1;0,1;0,04
39,50071;2050,59;0,4750612;4,126303;0,8208029;0,1056081;40;40;1;1;0,03999265;0,9998162;0,9998162;-67,11474;0,9447509;1,5;1;1;1;0,1;0,04
40,00072;2047,316;0,4747573;4,114434;0,817218;0,06880135;40;40;1;1;0,03999078;0,9997694;0,9997693;12,54115;0,9537266;1,5;1;1;1;0,1;0,04
40,50074;2043,984;0,4744473;4,102218;0,8140375;0,1507011;40;40;1;1;0,03998388;0,9995971;0,9995972;-40,56612;0,9540825;1,5;1;1;1;0,1;0,04
41,00075;2040,61;0,4741332;4,089911;0,8104664;0,1280497;40;40;1;1;0,03999999;0,9999997;0,9999997;-12,91594;0,9560491;1,5;1;1;1;0,1;0,04
41,50076;2037,423;0,4738355;4,078277;0,8075535;0,09316215;40;40;1;1;0,03999999;0,9999997;0,9999997;-132,7778;0,9536842;1,5;1;1;1;0,1;0,04
42,00077;2034,251;0,4735396;4,066783;0,8038425;0,05791138;40;40;1;1;0,03999999;0,9999997;0,9999997;-64,76605;0,9488964;1,5;1;1;1;0,1;0,04
42,50078;2031,079;0,4732424;4,055458;0,8014245;0,1122708;40;40;1;1;0,03999999;0,9999997;0,9999998;-55,85929;0,9393443;1,5;1;1;1;0,1;0,04
43,00079;2027,909;0,4729453;4,0445;0,7982445;0,07572436;40;40;1;1;0,03999999;0,9999998;0,9999997;-26,79195;0,9362444;1,5;1;1;1;0,1;0,04
43,5008;2024,494;0,4726243;4,03247;0,794812;0,08701263;40;40;1;1;0,03999999;0,9999998;0,9999997;-67,12727;0,9423847;1,5;1;1;1;0,1;0,04
44,00082;2020,922;0,4722881;4,019671;0,7918075;0,1619639;40;40;1;1;0,03999447;0,9998617;0,9998617;-34,94543;0,9450819;1,5;1;1;1;0,1;0,04
44,50083;2017,809;0,4719945;4,008677;0,7892399;0,2483249;40;40;1;1;0,03998359;0,9995897;0,9995897;-32,83043;0,9544743;1,5;1;1;1;0,1;0,04
45,00084;2014,698;0,4717009;3,997545;0,7870155;0,1290743;40;40;1;1;0,03999663;0,9999158;0,9999158;81,07292;0,9545773;1,5;1;1;1;0,1;0,04
45,50085;2011,409;0,4713898;3,985748;0,7841033;0,02857196;40;40;1;1;0,03999999;0,9999998;0,9999998;-81,69691;0,9532391;1,5;1;1;1;0,1;0,04
46,00086;2008,222;0,4710878;3,974284;0,7812954;0,08577998;40;40;1;1;0,03997707;0,9994267;0,9994267;-80,35087;0,9583997;1,5;1;1;1;0,1;0,04
46,50087;2004,992;0,4707813;3,962786;0,7787915;0,08417083;40;40;1;1;0,03999999;0,9999997;0,9999997;-10,49192;0,9644592;1,5;1;1;1;0,1;0,04
47,00089;2001,781;0,4704758;3,951075;0,7768628;0,1149529;40;40;1;1;0,03999636;0,999909;0,999909;-30,62379;0,9596642;1,5;1;1;1;0,1;0,04
47,5009;1998,845;0,470196;3,940302;0,7754822;0,1292953;40;40;1;1;0,03999999;0,9999997;0,9999998;-46,80025;0,9562792;1,5;1;1;1;0,1;0,04
48,00091;1995,747;0,4699006;3,92916;0,7727974;0,0981023;40;40;1;1;0,03999469;0,9998672;0,9998672;-49,07732;0,9540604;1,5;1;1;1;0,1;0,04
48,50092;1992,489;0,4695891;3,917386;0,7705771;0,08358984;40;40;1;1;0,03999691;0,9999229;0,9999229;-34,55857;0,9530461;1,5;1;1;1;0,1;0,04
49,00093;1989,971;0,4693482;3,90847;0,7686648;0,06408162;40;40;1;1;0,03999845;0,9999613;0,9999613;41,29271;0,961219;1,5;1;1;1;0,1;0,04
49,50094;1987,365;0,4690984;3,899129;0,7668985;0,02096537;40;40;1;1;0,03998958;0,9997396;0,9997396;117,5654;0,9602459;1,5;1;1;1;0,1;0,04
50,00095;1984,461;0,4688197;3,888554;0,7643071;0,05141314;40;40;1;1;0,03999991;0,9999977;0,9999977;-178,0401;0,9650223;1,5;1;1;1;0,1;0,04
50,50097;1981,823;0,468566;3,878697;0,7629288;0,02810085;40;40;1;1;0,03999506;0,9998765;0,9998765;158,1268;0,9680741;1,5;1;1;1;0,1;0,04
51,00098;1979,111;0,4683045;3,868645;0,7611875;0,03490173;40;40;1;1;0,03999999;0,9999997;0,9999997;-33,24538;0,9709789;1,5;1;1;1;0,1;0,04
51,50099;1976,354;0,468039;3,85876;0,75885;0,06854466;40;40;1;1;0,03999959;0,9999899;0,9999899;-33,54591;0,9659551;1,5;1;1;1;0,1;0,04
52,001;1973,862;0,4677983;3,850049;0,7568794;0,04609639;40;40;1;1;0,03999395;0,9998487;0,9998487;70,9948;0,9558824;1,5;1;1;1;0,1;0,04
52,50101;1970,88;0,4675099;3,839324;0,7550288;0,04529651;40;40;1;1;0,03999397;0,9998493;0,9998492;-17,36865;0,9576591;1,5;1;1;1;0,1;0,04
53,00102;1968,038;0,4672348;3,829211;0,7538342;0,2421004;40;40;1;1;0,0399945;0,9998626;0,9998626;-34,03922;0,9578393;1,5;1;1;1;0,1;0,04
53,50103;1965,144;0,4669541;3,818803;0,7521024;0,2169911;40;40;1;1;0,03996375;0,9990937;0,9990937;21,47682;0,9626125;1,5;1;1;1;0,1;0,04
54,00105;1962,331;0,4666807;3,808718;0,7498356;0,09442145;40;40;1;1;0,03999999;0,9999997;0,9999997;-51,34578;0,9664245;1,5;1;1;1;0,1;0,04
54,50106;1959,695;0,4664243;3,799213;0,7472234;0,267109;40;40;1;1;0,03999858;0,9999646;0,9999646;-52,52928;0,9580528;1,5;1;1;1;0,1;0,04
55,00107;1957,293;0,46619;3,79072;0,7462741;0,2316623;40;40;1;1;0,03999666;0,9999164;0,9999164;-123,562;0,9559475;1,5;1;1;1;0,1;0,04
55,50108;1954,985;0,4659649;3,782897;0,7442106;0,1155498;40;40;1;1;0,03997275;0,9993188;0,9993188;-148,8777;0,9587681;1,5;1;1;1;0,1;0,04
56,00109;1952,304;0,465703;3,773555;0,7421662;0,04427477;40;40;1;1;0,03999327;0,9998317;0,9998317;-27,6795;0,9581073;1,5;1;1;1;0,1;0,04
56,5011;1950,26;0,4655028;3,766766;0,7394146;0,1497419;40;40;1;1;0,03999999;0,9999997;0,9999997;-53,4611;0,9577349;1,5;1;1;1;0,1;0,04
57,00111;1947,911;0,4652728;3,758784;0,7371846;0,09022265;40;40;1;1;0,0399865;0,9996625;0,9996625;-75,82156;0,9618708;1,5;1;1;1;0,1;0,04
57,50113;1945,189;0,465006;3,749548;0,7350655;0,05577392;40;40;1;1;0,03999999;0,9999997;0,9999997;-7,132341;0,951962;1,5;1;1;1;0,1;0,04
58,00114;1942,942;0,4647852;3,742102;0,7335184;0,1269163;40;40;1;1;0,03998851;0,9997129;0,9997129;-56,93092;0,9505159;1,5;1;1;1;0,1;0,04
58,50115;1940,542;0,4645492;3,734083;0,7324613;0,1256838;40;40;1;1;0,03998989;0,9997473;0,9997472;-69,70227;0,9525368;1,5;1;1;1;0,1;0,04
59,00116;1937,881;0,4642872;3,725402;0,7307557;0,1347142;40;40;1;1;0,03999999;0,9999997;0,9999997;-28,83168;0,955984;1,5;1;1;1;0,1;0,04
59,50117;1934,986;0,4640017;3,715771;0,7279165;0,07359007;40;40;1;1;0,03999267;0,9998167;0,9998167;-12,15781;0,9483016;1,5;1;1;1;0,1;0,04
60,00118;1932,085;0,4637149;3,705875;0,7235722;0,1332598;40;40;1;1;0,03999045;0,9997612;0,9997612;-3,246986;0,9469266;1,5;1;1;1;0,1;0,04
60,50119;1929,791;0,4634883;3,698165;0,7200766;0,1081085;40;40;1;1;0,03999217;0,9998043;0,9998043;-35,70952;0,9475139;1,5;1;1;1;0,1;0,04
61,00121;1927,413;0,4632524;3,690294;0,7168062;0,1745054;40;40;1;1;0,03999734;0,9999336;0,9999337;-39,42874;0,9461014;1,5;1;1;1;0,1;0,04
61,50122;1925,124;0,4630256;3,682739;0,7140817;0,1959421;40;40;1;1;0,03999839;0,9999596;0,9999596;-42,90704;0,9537603;1,5;1;1;1;0,1;0,04
62,00123;1922,727;0,4627873;3,674794;0,7116418;0,2314753;40;40;1;1;0,03999999;0,9999998;0,9999997;-90,97092;0,9550549;1,5;1;1;1;0,1;0,04
62,50124;1920,074;0,4625235;3,665535;0,7074683;0,1787907;40;40;1;1;0,03999999;0,9999998;0,9999998;-59,10541;0,9408399;1,5;1;1;1;0,1;0,04
63,00125;1917,334;0,4622506;3,656205;0,7034788;0,1575541;40;40;1;1;0,03997967;0,9994919;0,9994919;7,807024;0,9391022;1,5;1;1;1;0,1;0,04
63,50126;1914,171;0,4619348;3,645381;0,6992573;0,07967605;40;40;1;1;0,03999999;0,9999998;0,9999998;-16,74977;0,9318812;1,5;1;1;1;0,1;0,04
64,00127;1911,313;0,4616493;3,635576;0,6959901;0,166853;40;40;1;1;0,03998353;0,9995884;0,9995884;-22,58962;0,9453287;1,5;1;1;1;0,1;0,04
64,50119;1908,743;0,461392;3,62698;0,6934875;0,07826681;40;40;1;1;0,03998761;0,9996902;0,9996901;-84,6741;0,9488707;1,5;1;1;1;0,1;0,04
65,00111;1905,765;0,4610936;3,617036;0,6907644;0,1713774;40;40;1;1;0,03997795;0,9994487;0,9994487;-78,72967;0,9412078;1,5;1;1;1;0,1;0,04
65,50102;1903,285;0,4608446;3,608871;0,6888528;0,1848904;40;40;1;1;0,03999229;0,9998072;0,9998072;-42,59568;0,9427515;1,5;1;1;1;0,1;0,04
66,00094;1900,484;0,4605631;3,59946;0,6870362;0,2353379;40;40;1;1;0,03999397;0,9998493;0,9998493;-28,93006;0,9488767;1,5;1;1;1;0,1;0,04
66,50085;1897,825;0,4602953;3,590389;0,6852977;0,1155882;40;40;1;1;0,03999999;0,9999998;0,9999998;-87,94141;0,9472825;1,5;1;1;1;0,1;0,04
67,00077;1895,517;0,4600624;3,582679;0,6826106;0,09439998;40;40;1;1;0,03999999;0,9999997;0,9999998;-54,64233;0,9585854;1,5;1;1;1;0,1;0,04
67,50069;1893,508;0,4598597;3,575851;0,6808768;0,09892488;40;40;1;1;0,03999999;0,9999997;0,9999997;-67,2821;0,9558854;1,5;1;1;1;0,1;0,04
68,0006;1891,433;0,45965;3,5689;0,6792069;0,2700332;40;40;1;1;0,03999506;0,9998764;0,9998765;-92,45901;0,9596066;1,5;1;1;1;0,1;0,04
68,50052;1889,191;0,4594229;3,561457;0,6770375;0,19681;40;40;1;1;0,03999682;0,9999205;0,9999205;-53,58834;0,9571298;1,5;1;1;1;0,1;0,04
69,00043;1886,822;0,4591832;3,553616;0,6747348;0,1585612;40;40;1;1;0,03999231;0,9998078;0,9998078;-170,1662;0,964101;1,5;1;1;1;0,1;0,04
69,50035;1884,326;0,4589298;3,545108;0,6723949;0,09387403;40;40;1;1;0,0399925;0,9998125;0,9998125;-5,855069;0,9664702;1,5;1;1;1;0,1;0,04
70,00027;1882,566;0,4587511;3,539317;0,6707831;0,1844641;40;40;1;1;0,03999833;0,9999583;0,9999583;-53,3362;0,9626992;1,5;1;1;1;0,1;0,04
70,50018;1880,764;0,4585676;3,533413;0,6696139;0,08311705;40;40;1;1;0,03999999;0,9999997;0,9999997;-3,747712;0,96496;1,5;1;1;1;0,1;0,04
71,0001;1878,478;0,4583352;3,525712;0,6681681;0,08570481;40;40;1;1;0,03996058;0,9990146;0,9990146;-77,66235;0,9719033;1,5;1;1;1;0,1;0,04
71,50002;1875,926;0,4580749;3,516988;0,666339;0,1415565;40;40;1;1;0,03999735;0,9999339;0,9999339;72,79635;0,9612548;1,5;1;1;1;0,1;0,04
71,99993;1873,432;0,4578201;3,508392;0,6647097;0,04180348;40;40;1;1;0,03998062;0,9995154;0,9995155;25,14083;0,9655471;1,5;1;1;1;0,1;0,04
72,49985;1871,393;0,4576119;3,501984;0,663314;0,02532121;40;40;1;1;0,03999999;0,9999997;0,9999997;-121,3819;0,9585075;1,5;1;1;1;0,1;0,04
72,99976;1868,927;0,4573595;3,49367;0,6614009;0,2160396;40;40;1;1;0,03999999;0,9999997;0,9999997;-81,64221;0,9489759;1,5;1;1;1;0,1;0,04
73,49968;1866,338;0,4570941;3,485067;0,6597012;0,2421612;40;40;1;1;0,03996301;0,9990754;0,9990756;-106,6614;0,9520056;1,5;1;1;1;0,1;0,04
73,9996;1864,093;0,4568635;3,477905;0,6580005;0,2019725;40;40;1;1;0,03999999;0,9999998;0,9999997;-80,06482;0,9554954;1,5;1;1;1;0,1;0,04
74,49951;1861,436;0,4565905;3,469176;0,6557779;0,1574824;40;40;1;1;0,03999999;0,9999997;0,9999998;-41,73975;0,9500821;1,5;1;1;1;0,1;0,04
74,99943;1858,708;0,4563099;3,460101;0,6533617;0,2447134;40;40;1;1;0,03999957;0,9999892;0,9999893;-27,14528;0,9570544;1,5;1;1;1;0,1;0,04
75,49934;1856,195;0,4560504;3,451579;0,6496357;0,1543309;40;40;1;1;0,03999133;0,9997832;0,9997832;-139,471;0,9468967;1,5;1;1;1;0,1;0,04
75,99926;1853,447;0,4557667;3,442361;0,6456441;0,03303792;40;40;1;1;0,03999879;0,9999698;0,9999698;-176,233;0,9535738;1,5;1;1;1;0,1;0,04
76,49918;1850,655;0,4554781;3,432884;0,6422994;0,1392599;40;40;1;1;0,03999633;0,9999083;0,9999083;-46,13007;0,9571393;1,5;1;1;1;0,1;0,04
76,99909;1848,356;0,4552402;3,425324;0,6384109;0,14755;40;40;1;1;0,03999999;0,9999997;0,9999997;-3,633336;0,9526359;1,5;1;1;1;0,1;0,04
