Time stamp;TotalDistance;DistanceWeightDistributionQuality;MeanSquareDistanceFromCenterOfMass;BBR;Effective group motion;ExpectedClusterSize;LargestAggregateSize;LargestAggregateSizeRatio;AggregateNumber;AverageNeighborhood;AverageSpeed;RescaledSpeed(AverageSpeed);RescaledSpeed(LargestClusterAverageSpeed);AverageOrientation;Order;Cohesion intensity;Alignement intensity;Separation intensity;Random movement intensity;Move forward intensity;Friction intensity;Max speed intensity
0,5000001;2063,461;0,4762505;4,244608;0,9118723;685,3776;1;6;0,15;29;0,75;0,02560903;0,2560903;0,3621845;-57,53311;0,1034631;1;1;1;0;0;0,1;0,1
0,9999996;2063,151;0,476222;4,242753;0,9140781;0,1788104;1;1;0,025;40;0;0,006125501;0,06125501;0,006798208;7,85157;0,2192221;1;1;1;0;0;0,1;0,1
1,499999;2063,594;0,4762627;4,243769;0,9161717;0,2235446;1;2;0,05;39;0,025;0,005827511;0,05827511;0,3528945;5,91751;0,2194757;1;1;1;0;0;0,1;0,1
1,999999;2064,079;0,4763072;4,244968;0,9181545;0,2026326;1;2;0,05;39;0,025;0,005340288;0,05340288;0,2949058;2,612529;0,220419;1;1;1;0;0;0,1;0,1
2,499998;2064,664;0,4763609;4,246595;0,9200575;0,1365236;1;2;0,05;39;0,05;0,004641836;0,04641836;0,1930547;20,33443;0,2219444;1;1;1;0;0;0,1;0,1
2,999998;2065,298;0,4764195;4,248478;0,9218591;0,09833025;1;2;0,05;39;0,025;0,003774185;0,03774185;0,0576753;95,5622;0,2302472;1;1;1;0;0;0,1;0,1
3,499997;2065,938;0,4764784;4,25044;0,9235775;0,1640099;1;1;0,025;40;0;0,003579145;0,03579145;0,005294955;97,49007;0,2320663;1;1;1;0;0;0,1;0,1
3,999997;2066,552;0,4765348;4,252322;0,9252151;0,164336;1;1;0,025;40;0;0,003404464;0,03404464;0,005036534;97,49007;0,2320663;1;1;1;0;0;0,1;0,1
4,499997;2067,137;0,4765888;4,254126;0,9267777;0,1634243;1;1;0,025;40;0;0,003237978;0,03237978;0,004790237;97,4901;0,2320663;1;1;1;0;0;0,1;0,1
4,999996;2067,695;0,4766401;4,255852;0,9282614;0,1641891;1;1;0,025;40;0;0,003079916;0,03079916;0,004556401;97,4901;0,2320663;1;1;1;0;0;0,1;0,1
5,499996;2068,229;0,476689;4,257503;0,9304299;0,1634983;1;1;0,025;40;0;0,002929541;0,02929541;0,004333938;97,49009;0,2320663;1;1;1;0;0;0,1;0,1
5,999995;2068,733;0,4767354;4,259075;0,9325796;0,1638041;1;1;0,025;40;0;0,002786955;0,02786955;0,004122998;97,4901;0,2320663;1;1;1;0;0;0,1;0,1
6,499995;2069,216;0,47678;4,260587;0,9346337;0,1636245;1;1;0,025;40;0;0,00265085;0,0265085;0,003921644;97,4901;0,2320662;1;1;1;0;0;0,1;0,1
6,999994;2069,679;0,476822;4,262031;0,9365876;0,1637535;1;1;0,025;40;0;0,002521386;0,02521386;0,003730116;97,4901;0,2320662;1;1;1;0;0;0,1;0,1
7,499994;2070,118;0,4768623;4,263408;0,938442;0,1638182;1;1;0,025;40;0;0,002398577;0,02398577;0,003548434;97,49012;0,2320662;1;1;1;0;0;0,1;0,1
7,999993;2070,536;0,4769009;4,264727;0,9402136;0,1631821;1;1;0,025;40;0;0,002281335;0,02281335;0,003374987;97,49012;0,2320662;1;1;1;0;0;0,1;0,1
8,500005;2070,933;0,4769372;4,265979;0,9418878;0,1633079;1;1;0,025;40;0;0,002170661;0,02170661;0,003211257;97,49013;0,2320662;1;1;1;0;0;0,1;0,1
9,000016;2071,317;0,4769726;4,267188;0,9434991;0,163703;1;1;0,025;40;0;0,002064194;0,02064194;0,00305375;97,49015;0,2320662;1;1;1;0;0;0,1;0,1
