Time stamp;TotalDistance;DistanceWeightDistributionQuality;MeanSquareDistanceFromCenterOfMass;BBR;Effective group motion;ExpectedClusterSize;LargestAggregateSize;LargestAggregateSizeRatio;AggregateNumber;AverageNeighborhood;AverageSpeed;RescaledSpeed(AverageSpeed);RescaledSpeed(LargestClusterAverageSpeed);AverageOrientation;Order;Cohesion intensity;Alignement intensity;Separation intensity;Random movement intensity;Move forward intensity;Friction intensity;Max speed intensity
0,5000001;3166,551;0,5554319;9,920885;0,8641874;295,2701;1;5;0,125;28;0,9;0,05995775;0,5995775;1;45,48289;0,06357783;1;1;1;0;0;0,1;0,1
0,9999996;3150,078;0,5545011;9,810759;0,845922;0,09589379;2;8;0,2;16;1,8;0,06159247;0,6159247;0,8776187;20,48427;0,03473362;1;1;1;0;0;0,1;0,1
1,499999;3108,798;0,5521428;9,557786;0,822471;0,01638076;40;40;1;1;25,65;0,09999996;0,9999996;0,9999996;-55,38697;0,02080351;1;1;1;0;0;0,1;0,1
1,999999;3061,165;0,5493745;9,272546;0,800196;0,02030599;40;40;1;1;26,2;0,09999996;0,9999996;0,9999996;-40,52381;0,01868822;1;1;1;0;0;0,1;0,1
2,499998;3013,008;0,5465227;8,988138;0,7785196;0,01867406;40;40;1;1;26,8;0,09999996;0,9999996;0,9999996;-21,51033;0,01755692;1;1;1;0;0;0,1;0,1
2,999998;2965,13;0,5436332;8,709495;0,7574372;0,02014415;40;40;1;1;27,55;0,09999996;0,9999996;0,9999996;-24,90505;0,02216975;1;1;1;0;0;0,1;0,1
3,499997;2917,48;0,5407021;8,436442;0,7366959;0,02633772;40;40;1;1;27,95;0,09999996;0,9999996;0,9999996;-22,06727;0,03098291;1;1;1;0;0;0,1;0,1
3,999997;2870,837;0,5377776;8,173094;0,7165625;0,03316651;40;40;1;1;28,45;0,09999996;0,9999996;0,9999996;-12,07659;0,03897352;1;1;2,7;0;0;0,1;0,1
4,499997;2864,939;0,5374036;8,126169;0,7209672;0,0799812;40;40;1;1;28,65;0,09735639;0,9735638;0,9735639;32,12704;0,1070895;1;1;5;0;0;0,1;0,1
4,999996;2906,179;0,5399985;8,343054;0,741693;0,1186607;40;40;1;1;28,25;0,09999996;0,9999996;0,9999996;18,87891;0,1253307;1;1;5;0;0;0,1;0,1
5,499996;2949,356;0,5426689;8,575381;0,7628293;0,1257169;40;40;1;1;27,95;0,09999996;0,9999996;0,9999996;11,648;0,1259582;1;1;5;0;0;0,1;0,1
5,999995;2993,41;0,5453469;8,816435;0,7848824;0,127112;40;40;1;1;27,5;0,09999996;0,9999996;0,9999996;7,671272;0,1379745;1;1;5;0;0;0,1;0,1
6,499995;3036,281;0,5479075;9,054283;0,8037876;0,1583549;40;40;1;1;27,1;0,09999996;0,9999996;0,9999996;8,935831;0,1782295;1;1;5;0;0;0,1;0,1
6,999994;3077,456;0,550327;9,28517;0,8192319;0,1821066;40;40;1;1;26,7;0,09999996;0,9999996;0,9999996;7,370243;0,1915627;1;1;5;0;0;0,1;0,1
7,499994;3116,556;0,5525886;9,506892;0,834359;0,2106029;40;40;1;1;26,5;0,0993098;0,993098;0,9930981;7,210998;0,2365967;1;1;5;0;0;0,1;0,1
