Time stamp;TotalDistance;DistanceWeightDistributionQuality;MeanSquareDistanceFromCenterOfMass;BBR;Effective group motion;ExpectedClusterSize;LargestAggregateSize;LargestAggregateSizeRatio;AggregateNumber;AverageSpeed;RescaledSpeed(AverageSpeed);RescaledSpeed(LargestClusterAverageSpeed);AverageOrientation;Order;Cohesion intensity;Alignement intensity;Separation intensity;Random movement intensity;Friction intensity;Max speed intensity
5,999995;2045,26;0,474566;4,110844;0,9746305;0,1670693;13;36;0,9;3;0,03946652;0,9866629;0,9914984;-175,5304;0,7026182;2;2;2;2;0,1;0,04
6,499995;2049,01;0,4749145;4,124936;0,9774835;0,2009318;20;39;0,975;2;0,03913732;0,978433;0,9905998;-172,1617;0,7325968;2;2;2;2;0,1;0,04
6,999994;2052,578;0,4752452;4,137939;0,9787794;0,1268719;20;39;0,975;2;0,03861468;0,9653669;0,9880281;175,0428;0,7166988;2;2;2;2;0,1;0,04
7,499994;2056,395;0,4755985;4,152106;0,9801117;0,08302592;20;39;0,975;2;0,03955653;0,9889134;0,9949492;-127,2875;0,7615301;2;2;2;2;0,1;0,04
7,999993;2060,44;0,4759721;4,167783;0,9818658;0,1599216;20;39;0,975;2;0,03991105;0,9977764;0,9982743;-167,3595;0,7072362;2;2;2;2;0,1;0,04
8,500005;2063,752;0,4762775;4,179519;0,9838735;0,2500087;20;39;0,975;2;0,03908893;0,9772232;0,983173;169,7927;0,7892931;2;2;2;2;0,1;0,04
9,000016;2068,004;0,4766686;4,194955;0,9862723;0,255591;20;39;0,975;2;0,03881235;0,9703087;0,9847571;172,6547;0,787113;2;2;2;2;0,1;0,04
9,500028;2071,831;0,4770195;4,209071;0,9876186;0,1606558;20;39;0,975;2;0,03888602;0,9721506;0,9886264;-165,832;0,7627589;2;2;2;2;0,1;0,04
10,00004;2075,695;0,4773735;4,223071;0,988432;0,1259742;20;39;0,975;2;0,03953375;0,9883438;0,9981464;163,2909;0,773984;2;2;2;2;0,1;0,04
10,50005;2079,541;0,477725;4,237484;0,9900283;0,2972957;20;39;0,975;2;0,03917658;0,9794145;0,9907513;-152,3109;0,7731547;2;2;2;2;0,1;0,04
11,00006;2084,354;0,4781642;4,256047;0,9911596;0,1673169;20;39;0,975;2;0,03911227;0,9778069;0,9919084;-178,7683;0,7689252;2;2;2;2;0,1;0,04
11,50007;2088,651;0,4785551;4,272554;0,9937529;0,240464;20;39;0,975;2;0,03901714;0,9754286;0,9934185;-158,6272;0,7952453;2;2;2;2;0,1;0,04
12,00008;2092,563;0,4789101;4,286664;0,9951417;0,1536261;20;39;0,975;2;0,03918339;0,9795849;0,9939233;148,9863;0,8131856;2;2;2;2;0,1;0,04
12,5001;2096,103;0,479231;4,299363;0,9954534;0,2698323;20;39;0,975;2;0,03977624;0,9944061;0,99677;166,3062;0,8116857;2;2;2;2;0,1;0,04
13,00011;2100,223;0,479604;4,31458;0,9977877;0,2545616;20;39;0,975;2;0,03868464;0,967116;0,9810403;167,5957;0,794359;2;2;2;2;0,1;0,04
13,50012;2104,255;0,4799674;4,329684;0,9989707;0,3054;20;39;0,975;2;0,0396869;0,9921724;0,9930953;156,3082;0,8401873;2;2;2;2;0,1;0,04
14,00013;2106,81;0,4801977;4,338977;0,9979537;0,51262;20;39;0,975;2;0,03952114;0,9880285;0,9908346;173,8567;0,8418984;2;2;2;2;0,1;0,04
14,50014;2110,028;0,480487;4,35135;0,9977843;0,4135493;20;39;0,975;2;0,03906836;0,9767091;0,9865792;-172,4487;0,8292867;2;2;2;2;0,1;0,04
15,00015;2113,014;0,4807555;4,363082;0,9977117;0,4856409;20;39;0,975;2;0,03872794;0,9681984;0,9738943;-161,2513;0,8639862;2;2;2;2;0,1;0,04
15,50016;2116,203;0,4810413;4,375671;0,997175;0,4063951;20;39;0,975;2;0,03939137;0,9847843;0,9848101;-154,3446;0,8555621;2;2;2;2;0,1;0,04
16,00018;2119,273;0,4813161;4,388047;0,9978229;0,4691127;20;39;0,975;2;0,03934282;0,9835706;0,9917317;-174,5525;0,8572093;2;2;2;2;0,1;0,04
16,50019;2122,545;0,4816087;4,401488;0,9990416;0,5604894;20;39;0,975;2;0,03931182;0,9827954;0,9858686;-177,5801;0,8694335;2;2;2;2;0,1;0,04
17,0002;2124,281;0,4817635;4,407862;0,9970433;0,4693266;20;39;0,975;2;0,03939556;0,9848891;0,9979024;171,61;0,8686663;2;2;2;2;0,1;0,04
17,50021;2126,699;0,4819791;4,416531;0,9966581;0,3754407;20;39;0,975;2;0,03955799;0,9889498;0,9925789;166,8161;0,872137;2;2;2;2;0,1;0,04
18,00022;2128,945;0,482179;4,425164;0,9967675;0,5580261;20;39;0,975;2;0,03909666;0,9774166;0,97713;167,8142;0,8724245;2;2;2;2;0,1;0,04
18,50023;2132,566;0,4825013;4,439507;0,9971102;0,5579804;20;39;0,975;2;0,03891518;0,9728794;0,9822246;174,6726;0,8896664;2;2;2;2;0,1;0,04
19,00024;2134,266;0,4826521;4,445888;0,9972167;0,483805;20;39;0,975;2;0,03833525;0,9583812;0,9795818;-173,7934;0,82719;2;2;2;2;0,1;0,04
19,50026;2136,374;0,4828391;4,454021;0,9972039;0,4311423;20;39;0,975;2;0,03870647;0,9676619;0,9817314;158,6698;0,8468814;2;2;2;2;0,1;0,04
20,00027;2137,776;0,4829635;4,458781;0,9960116;0,5058716;20;39;0,975;2;0,0384056;0,9601399;0,9831861;149,1212;0,8756139;2;2;2;2;0,1;0,04
20,50028;2140,218;0,4831795;4,467664;0,996639;0,4768888;20;39;0,975;2;0,03884607;0,9711517;0,974111;168,9785;0,8245651;2;2;2;2;0,1;0,04
21,00029;2141,549;0,4832974;4,471828;0,9965542;0,486585;20;39;0,975;2;0,0395702;0,9892551;0,9951478;155,4438;0,857268;2;2;2;2;0,1;0,04
21,5003;2143,455;0,4834658;4,478888;0,9963296;0,546265;20;39;0,975;2;0,03894828;0,9737069;0,9846087;169,6583;0,9032029;2;2;2;2;0,1;0,04
22,00031;2145,878;0,4836796;4,488173;0,9969589;0,5134526;20;39;0,975;2;0,03876242;0,9690605;0,9698033;157,53;0,8704484;2,13;2;2;2;0,1;0,04
22,50032;2146,048;0,4836947;4,487706;0,9964748;0,3698018;20;39;0,975;2;0,03988609;0,9971522;0,9988872;166,9681;0,8945497;2,24;2;2;2;0,1;0,04
23,00034;2145,577;0,4836528;4,484911;0,9939294;0,138331;20;39;0,975;2;0,03947398;0,9868494;0,9905745;-177,2671;0,8611901;2,24;2;2;2;0,1;0,04
23,50035;2145,106;0,4836115;4,482542;0,9934996;0,2014553;20;39;0,975;2;0,03931938;0,9829845;0,9977471;75,89638;0,9102176;2,27;2;2;2;0,1;0,04
24,00036;2142,959;0,4834219;4,473116;0,9923024;0,1441376;20;39;0,975;2;0,03934605;0,9836512;0,9951029;137,5484;0,8984733;2,27;2;2;2;0,1;0,04
24,50037;2141,812;0,4833209;4,467419;0,9919294;0,4446125;20;39;0,975;2;0,03957191;0,9892979;0,9911527;142,9664;0,8877287;2,27;2;2;2;0,1;0,04
25,00038;2137,338;0,4829245;4,44834;0,9881434;0,09890634;20;39;0,975;2;0,03951028;0,9877569;0,998199;-34,63635;0,856389;2,57;2;2;2;0,1;0,04
25,50039;2132,154;0,4824647;4,426381;0,9849731;0,1532943;20;39;0,975;2;0,03973001;0,9932503;0,9972923;-57,93939;0,8656331;2,5;2;2;2;0,1;0,04
26,0004;2127,893;0,4820857;4,408707;0,9827451;0,1725513;20;39;0,975;2;0,03952698;0,9881744;0,9992138;-76,6477;0,8923229;2,44;2;2;2;0,1;0,04
26,50042;2123,502;0,4816938;4,390045;0,9778414;0,1289817;20;39;0,975;2;0,03977012;0,9942531;0,9972513;137,7484;0,8686917;2,5;2;2;2;0,1;0,04
27,00043;2119,038;0,4812948;4,370772;0,9756435;0,2271316;20;39;0,975;2;0,03979194;0,9947985;0,9999997;-28,22923;0,9007229;2,5;2;2;2;0,1;0,04
27,50044;2114,834;0,4809183;4,352883;0,9741056;0,1894904;20;39;0,975;2;0,03983418;0,9958546;0,9986644;-25,44457;0,8867781;2,5;2;2;2;0,1;0,04
28,00045;2110,42;0,4805225;4,334061;0,9710658;0,2299537;20;39;0,975;2;0,03985574;0,9963936;0,9987797;-10,80418;0,9036425;2,5;2;2;2;0,1;0,04
28,50046;2105,613;0,4800898;4,313704;0,9679697;0,1319139;20;39;0,975;2;0,03967873;0,9919683;0,9983234;-7,595733;0,882928;2,5;2;2;2;0,1;0,04
29,00047;2100,816;0,4796572;4,293861;0,9645839;0,0142709;20;39;0,975;2;0,03956669;0,9891672;0,9999998;-54,49513;0,898993;2,5;2;2;2;0,1;0,04
29,50048;2096,551;0,4792714;4,275947;0,9617823;0,05732297;20;39;0,975;2;0,03960095;0,9900239;0,9981193;-145,5662;0,9023511;2,5;2;2;2;0,1;0,04
30,0005;2092,375;0,4788929;4,258362;0,9585375;0,1069588;20;39;0,975;2;0,03998823;0,9997059;0,9998634;-171,2931;0,895727;2,5;2;2;2;0,1;0,04
30,50051;2088,937;0,478581;4,243829;0,9555832;0,09982951;20;39;0,975;2;0,03995043;0,9987607;0,9987536;164,9258;0,8958074;2,5;2;2;2;0,1;0,04
31,00052;2085,411;0,4782604;4,229192;0,9542087;0,04344282;20;39;0,975;2;0,0398472;0,99618;0,9993802;-73,12051;0,8895769;2,5;2;2;2;0,1;0,04
31,50053;2081,232;0,4778795;4,212316;0,9512042;0,1388268;20;39;0,975;2;0,03975829;0,9939572;0,9999997;-46,59317;0,9209673;2,5;2;2;2;0,1;0,04
32,00054;2077,522;0,4775407;4,197267;0,9483204;0,1788455;20;39;0,975;2;0,03948172;0,9870431;0,9998814;78,15847;0,9232696;2,5;2;2;2;0,1;0,04
32,50055;2073,617;0,4771834;4,181243;0,9455338;0,09419215;20;39;0,975;2;0,0395927;0,9898176;0,9998012;30,90749;0,9185762;2,5;2;2;2;0,1;0,04
33,00056;2070,351;0,4768839;4,168147;0,9433988;0,06129029;20;39;0,975;2;0,0390469;0,9761725;0,9999506;-65,20485;0,9145508;2,5;2;2;2;0,1;0,04
33,50058;2068,151;0,4766821;4,159119;0,9406678;0,1671893;20;39;0,975;2;0,03927325;0,9818313;0,9978794;103,154;0,8900873;2,5;2;2;2;0,1;0,04
34,00059;2065,216;0,476412;4,147108;0,9369477;0,150278;20;39;0,975;2;0,03954628;0,9886571;0,9994162;101,6903;0,9373752;2,5;2;2;2;0,1;0,04
34,5006;2062,619;0,476173;4,136098;0,9350301;0,1004813;20;39;0,975;2;0,03984136;0,996034;0,9984793;72,13819;0,9136984;2,5;2;2;2;0,1;0,04
35,00061;2060,305;0,4759595;4,126471;0,933027;0,03756534;20;39;0,975;2;0,0395874;0,9896849;0,9999997;-128,2648;0,9164961;2,5;2;2;2;0,1;0,04
35,50062;2057,669;0,4757163;4,115643;0,9313934;0,02129796;20;39;0,975;2;0,03946079;0,9865198;0,9999754;-21,88759;0,9276633;2,5;2;2;2;0,1;0,04
36,00063;2054,618;0,4754343;4,102626;0,9302381;0,06403831;20;39;0,975;2;0,03999166;0,9997915;0,9999887;38,22213;0,9359702;2,5;2;2;2;0,1;0,04
36,50064;2052,231;0,4752131;4,092667;0,9291084;0,1919846;20;39;0,975;2;0,03942176;0,985544;0,9981832;-154,6956;0,8981406;2,5;2;2;2;0,1;0,04
37,00066;2049,691;0,4749776;4,082587;0,9270971;0,168578;20;39;0,975;2;0,03987591;0,9968979;0,9990886;-103,108;0,910576;2,5;2;2;2;0,1;0,04
37,50067;2046,81;0,4747105;4,071301;0,9248865;0,1413496;20;39;0,975;2;0,03991188;0,9977971;0,999405;12,28179;0,9369438;2,5;2;2;2;0,1;0,04
38,00068;2044,703;0,4745142;4,06304;0,9238637;0,2503666;20;39;0,975;2;0,0399872;0,99968;0,9996719;7,115602;0,924282;2,5;2;2;2;0,1;0,04
38,50069;2042,432;0,4743031;4,053678;0,9227981;0,1704296;20;39;0,975;2;0,03953741;0,9884353;0,9995481;-17,5818;0,9409412;2,5;2;2;2;0,1;0,04
39,0007;2040,246;0,4740992;4,04478;0,9205502;0,2825432;20;39;0,975;2;0,03935285;0,9838212;0,9998105;-41,27204;0,9456452;2,5;2;2;2;0,1;0,04
39,50071;2038,645;0,4739499;4,038442;0,9184169;0,1110608;20;39;0,975;2;0,03992692;0,9981731;0,9981444;155,6796;0,9249404;2,5;2;2;2;0,1;0,04
40,00072;2037,385;0,4738323;4,033611;0,9180672;0,1488034;20;39;0,975;2;0,03952343;0,9880857;0,9993655;-128,0399;0,9394735;2,5;2;2;2;0,1;0,04
40,50074;2035,247;0,4736323;4,02514;0,9165115;0,2617644;20;39;0,975;2;0,03978717;0,9946793;0,9997787;-103,3628;0,9386581;2,5;2;2;2;0,1;0,04
41,00075;2034,571;0,4735694;4,022569;0,9160533;0,191374;20;39;0,975;2;0,03954884;0,988721;0,9996992;-42,29214;0,9394097;2,5;2;2;2;0,1;0,04
41,50076;2032,994;0,4734216;4,016864;0,9144723;0,07754079;20;39;0,975;2;0,03978813;0,9947034;0,9991845;86,11379;0,9331851;2,5;2;2;2;0,1;0,04
42,00077;2031,983;0,4733273;4,012979;0,9118903;0,243033;20;39;0,975;2;0,03934453;0,9836132;0,9999247;-92,97816;0,9216111;2,5;2;2;2;0,1;0,04
42,50078;2031,022;0,4732372;4,009319;0,9092664;0,2233882;20;39;0,975;2;0,03977732;0,9944331;0,9989874;-135,6788;0,9299364;2,5;2;2;2;0,1;0,04
43,00079;2029,074;0,4730542;4,002073;0,9103112;0,2535372;20;39;0,975;2;0,03998917;0,9997292;0,9997222;77,05221;0,9319854;2,5;2;2;2;0,1;0,04
43,5008;2027,102;0,4728693;3,994071;0,91087;0,07018398;20;39;0,975;2;0,03952805;0,9882013;0,9990247;-179,3675;0,9165238;2,5;2;2;2;0,1;0,04
44,00082;2024,978;0,4726699;3,985431;0,9099365;0,1450714;20;39;0,975;2;0,0399944;0,9998601;0,9998566;-65,69024;0,9248543;2,5;2;2;2;0,1;0,04
44,50083;2024,054;0,472583;3,981464;0,9114571;0,1314441;20;39;0,975;2;0,03980045;0,9950113;0,9984547;109,1636;0,9107237;2,5;2;2;2;0,1;0,04
45,00084;2022,765;0,4724618;3,976199;0,9085731;0,2774279;20;39;0,975;2;0,03951934;0,9879834;0,9997507;145,4258;0,9368154;2,5;2;2;2;0,1;0,04
45,50085;2020,978;0,4722935;3,969434;0,9060599;0,1900348;20;39;0,975;2;0,03948676;0,987169;0,9999997;161,0608;0,9253088;2,5;2;2;2;0,1;0,04
46,00086;2019,767;0,4721795;3,965245;0,9053504;0,1920422;20;39;0,975;2;0,03995116;0,9987791;0,9999833;-68,83472;0,9350023;2,5;2;2;2;0,1;0,04
46,50087;2019,3;0,4721355;3,964101;0,9069238;0,2404645;20;39;0,975;2;0,0398615;0,9965376;0,9996386;-38,591;0,9148279;2,5;2;2;2;0,1;0,04
47,00089;2018,641;0,4720732;3,96237;0,9083219;0,0776419;20;39;0,975;2;0,03984236;0,996059;0,9999997;94,56732;0,9317716;2,5;2;2;2;0,1;0,04
47,5009;2017,933;0,4720064;3,959987;0,9073435;0,294767;20;39;0,975;2;0,03965865;0,9914664;0,9998962;-139,1439;0,9326507;2,5;2;2;2;0,1;0,04
48,00091;2016,63;0,4718834;3,954902;0,9034362;0,08456256;20;39;0,975;2;0,03999767;0,9999417;0,9999997;41,23919;0,9326889;2,5;2;2;2;0,1;0,04
48,50092;2015,986;0,4718224;3,952357;0,9007577;0,1178143;20;39;0,975;2;0,03932964;0,983241;0,99988;-98,80621;0,9229947;2,5;2;2;2;0,1;0,04
49,00093;2013,751;0,4716114;3,943514;0,8975859;0,060196;20;39;0,975;2;0,03912682;0,9781705;0,9999997;-95,25165;0,9360787;2,5;2;2;2;0,1;0,04
49,50094;2013,563;0,4715937;3,942856;0,8977681;0,1986793;20;39;0,975;2;0,03962035;0,9905088;0,9996119;-154,1893;0,9342303;2,5;2;2;2;0,1;0,04
50,00095;2012,696;0,4715115;3,940462;0,9006968;0,410273;20;39;0,975;2;0,03997528;0,999382;0,9999997;-177,698;0,9259496;2,5;2;2;1,23;0,1;0,04
50,50097;2011,713;0,4714184;3,937587;0,9013336;0,1362822;20;39;0,975;2;0,03992753;0,9981884;0,9999997;-105,1802;0,9286324;2,5;2;2;1,23;0,1;0,04
51,00098;2011,203;0,4713702;3,93599;0,9019373;0,2011455;20;39;0,975;2;0,03907434;0,9768584;0,9955706;132,8772;0,9465083;2,5;2;2;0,96;0,1;0,04
51,50099;2010,322;0,4712867;3,931969;0,9008598;0,1676972;20;39;0,975;2;0,03995287;0,9988218;0,9999997;113,0531;0,9396092;2,5;2;2;0,92;0,1;0,04
52,001;2009,137;0,4711744;3,927161;0,8956434;0,2886619;20;39;0,975;2;0,03999999;0,9999998;0,9999998;16,25424;0,9514492;2,5;2;2;0,72;0,1;0,04
52,50101;2008,377;0,4711026;3,923962;0,8926358;0,09374133;20;39;0,975;2;0,03992385;0,9980963;0,9999997;63,30326;0,9677475;2,5;2;2;0;0,1;0,04
53,00102;2006,683;0,4709416;3,917322;0,8916743;0,274336;20;39;0,975;2;0,03987822;0,9969554;0,9999998;147,687;0,95169;2,5;2;2;0;0,1;0,04
53,50103;2005,302;0,4708107;3,911975;0,8908646;0,1986637;20;39;0,975;2;0,0398353;0,9958826;0,9999997;95,74409;0,9633418;2,5;2;2;0;0,1;0,04
54,00105;2004,001;0,4706868;3,906912;0,8899813;0,2000363;20;39;0,975;2;0,03979455;0,9948637;0,9999997;110,7621;0,9655727;2,5;2;2;0;0,1;0,04
54,50106;2002,919;0,4705839;3,902639;0,8900146;0,1741402;20;39;0,975;2;0,03975577;0,9938942;0,9999997;89,65765;0,9656881;2,5;2;2;0;0,1;0,04
55,00107;2001,456;0,4704449;3,897044;0,889074;0,2550833;20;39;0,975;2;0,03971883;0,9929708;0,9999997;140,7385;0,9643742;2,5;2;2;0;0,1;0,04
55,50108;2000,252;0,4703302;3,892377;0,8886313;0,2117859;20;39;0,975;2;0,03966475;0,9916188;0,9995096;150,9618;0,9540025;2,5;2;2;0;0,1;0,04
56,00109;1998,938;0,4702049;3,887262;0,887517;0,2554296;20;39;0,975;2;0,03965048;0,9912621;0,9999997;141,7838;0,9638052;2,5;2;2;0;0,1;0,04
56,5011;1997,91;0,4701071;3,88317;0,8874469;0,1805859;20;39;0,975;2;0,03961874;0,9904684;0,9999997;98,96516;0,9688112;2,5;2;2;0;0,1;0,04
57,00111;1996,763;0,4699974;3,878724;0,8867936;0,233895;20;39;0,975;2;0,03958863;0,9897158;0,9999997;106,3483;0,9698697;2,5;2;2;0;0,1;0,04
57,50113;1995,544;0,4698813;3,874079;0,885685;0,2692562;20;39;0,975;2;0,03955986;0,9889964;0,9999997;154,1873;0,9649562;2,5;2;2;0;0,1;0,04
58,00114;1994,526;0,4697838;3,87012;0,8849006;0,2340618;20;39;0,975;2;0,03953259;0,9883149;0,9999997;105,7523;0,9705424;2,5;2;2;0;0,1;0,04
58,50115;1993,577;0,4696933;3,866427;0,8845453;0,2168665;20;39;0,975;2;0,0395065;0,9876626;0,9999997;142,539;0,9711315;2,5;2;2;0;0,1;0,04
59,00116;1992,694;0,4696088;3,862979;0,8840848;0,2112186;20;39;0,975;2;0,03948188;0,9870471;0,9999997;154,2951;0,9609648;2,5;2;2;0;0,1;0,04
59,50117;1991,474;0,4694922;3,858371;0,8832378;0,356275;20;39;0,975;2;0,03945836;0,986459;0,9999997;143,52;0,972489;2,5;2;2;0;0,1;0,04
60,00118;1990,707;0,4694186;3,855345;0,8826947;0,1896814;20;39;0,975;2;0,03943594;0,9858986;0,9999998;103,463;0,971444;2,5;2;2;0;0,1;0,04
60,50119;1989,82;0,4693336;3,851908;0,8823761;0,2536387;20;39;0,975;2;0,03941471;0,9853678;0,9999997;147,441;0,9723077;2,5;2;2;0;0,1;0,04
61,00121;1988,909;0,4692463;3,848413;0,8816094;0,2795147;20;39;0,975;2;0,03939448;0,9848619;0,9999998;153,837;0,9693561;2,5;2;2;0;0,1;0,04
61,50122;1988,021;0,4691616;3,845014;0,8810701;0,3123851;20;39;0,975;2;0,03937521;0,9843802;0,9999997;156,0417;0,9709061;2,5;2;2;0;0,1;0,04
62,00123;1987,301;0,4690924;3,842196;0,8806183;0,2329825;20;39;0,975;2;0,03935695;0,9839237;0,9999997;109,9986;0,9722659;2,5;2;2;0;0,1;0,04
62,50124;1986,541;0,4690194;3,839242;0,8802245;0,2609507;20;39;0,975;2;0,03933949;0,9834872;0,9999997;141,3389;0,9734247;2,5;2;2;0;0,1;0,04
63,00125;1985,874;0,4689554;3,83664;0,8799776;0,2250796;20;39;0,975;2;0,03932298;0,9830744;0,9999998;161,521;0,9615593;2,5;2;2;0;0,1;0,04
63,50126;1984,855;0,4688575;3,832801;0,8789253;0,4372054;20;39;0,975;2;0,03930718;0,9826795;0,9999997;139,8873;0,9734654;2,5;2;2;0;0,1;0,04
64,00127;1984,336;0,4688073;3,830731;0,8792064;0,1704814;20;39;0,975;2;0,03929219;0,9823047;0,9999997;105,862;0,9725208;2,5;2;2;0;0,1;0,04
64,50119;1983,552;0,4687324;3,827723;0,8782932;0,3361072;20;39;0,975;2;0,03927795;0,9819487;0,9999997;129,1819;0,9733065;2,5;2;2;0;0,1;0,04
65,00111;1983,103;0,4686888;3,825903;0,8783875;0,1549547;20;39;0,975;2;0,03926441;0,9816102;0,9999998;104,8406;0,9727015;2,5;2;2;0;0,1;0,04
65,50102;1982,051;0,4685878;3,821993;0,876877;0,5087226;20;39;0,975;2;0,0392515;0,9812874;0,9999997;151,5171;0,9740332;2,5;2;2;0;0,1;0,04
66,00094;1981,586;0,4685432;3,820139;0,8772615;0,1855875;20;39;0,975;2;0,03923924;0,9809809;0,9999997;110,3701;0,9728209;2,5;2;2;0;0,1;0,04
66,50085;1980,97;0,4684839;3,817749;0,8766441;0,3028564;20;39;0,975;2;0,03922756;0,980689;0,9999997;146,4743;0,9740626;2,5;2;2;0;0,1;0,04
67,00077;1980,56;0,4684446;3,816102;0,8767782;0,1683119;20;39;0,975;2;0,03921647;0,9804116;0,9999997;109,4441;0,9730121;2,5;2;2;0;0,1;0,04
67,50069;1979,669;0,4683588;3,812768;0,875441;0,505406;20;39;0,975;2;0,0392059;0,9801475;0,9999997;158,582;0,9743218;2,5;2;2;0;0,1;0,04
68,0006;1979,245;0,4683178;3,811085;0,8758081;0,2053455;20;39;0,975;2;0,03919585;0,9798963;0,9999997;115,2411;0,9730934;2,5;2;2;0;0,1;0,04
68,50052;1978,687;0,4682638;3,808922;0,8755326;0,3324712;20;39;0,975;2;0,03918657;0,9796642;0,9999998;158,8002;0,9740707;2,5;2;2;0;0,1;0,04
69,00043;1978,259;0,4682229;3,807225;0,8754816;0,2272472;20;39;0,975;2;0,03917722;0,9794304;0,9999997;167,1206;0,9622542;2,5;2;2;0;0,1;0,04
69,50035;1977,588;0,4681579;3,804689;0,8746117;0,4642383;20;39;0,975;2;0,03916857;0,9792144;0,9999997;165,8478;0,9728101;2,5;2;2;0;0,1;0,04
70,00027;1977,173;0,468118;3,803054;0,8745595;0,2705842;20;39;0,975;2;0,0391605;0,9790124;0,9999998;122,8795;0,9734214;2,5;1,99;2;0;0,1;0,04
70,50018;1976,661;0,4680685;3,801074;0,8745955;0,3400871;20;39;0,975;2;0,03915264;0,9788162;0,9999997;163,3221;0,9738188;2,5;1,86;2;0;0,1;0,04
71,0001;1976,09;0,4680135;3,798917;0,8736697;0,420328;20;39;0,975;2;0,03914522;0,9786306;0,9999998;162,7553;0,9726289;2,5;1,12;2;0;0,1;0,04
71,50002;1975,736;0,4679794;3,797532;0,873958;0,2928329;20;39;0,975;2;0,039127;0,9781751;0,9997179;170,5503;0,9604833;2,5;1,12;2;0;0,1;0,04
71,99993;1975,311;0,4679383;3,795887;0,8731921;0,3671713;20;39;0,975;2;0,03913125;0,9782812;0,9999997;126,1251;0,9739262;2,5;1,12;2;0;0,1;0,04
72,49985;1975,151;0,4679226;3,795186;0,8738115;0,1216483;20;39;0,975;2;0,03912486;0,9781215;0,9999997;104,2456;0,9735862;2,5;1,12;2;0;0,1;0,04
72,99976;1974,524;0,4678622;3,792798;0,8735213;0,3538111;20;39;0,975;2;0,03911875;0,9779688;0,9999998;124,0263;0,9712341;2,6;1,12;2;0;0,1;0,04
73,49968;1972,614;0,4676776;3,785586;0,8719879;0,03747862;20;39;0,975;2;0,0391131;0,9778274;0,9999997;11,26444;0,9628412;2,63;1,12;2;0;0,1;0,04
73,9996;1969,801;0,4674056;3,775037;0,8700699;0,05643484;20;39;0,975;2;0,0391075;0,9776875;0,9999997;6,061823;0,956347;2,67;1,12;2;0;0,1;0,04
74,49951;1966,491;0,4670846;3,762671;0,8681067;0,06167762;20;39;0,975;2;0,03910232;0,9775581;0,9999998;4,226289;0,9497892;2,8;1,12;2;0;0,1;0,04
74,99943;1961,883;0,4666369;3,745559;0,8651215;0,06551575;20;39;0,975;2;0,03909722;0,9774305;0,9999997;3,197815;0,9331676;2,8;1,12;2;0;0,1;0,04
75,49934;1956,89;0,466151;3,72711;0,8618065;0,06925561;20;39;0,975;2;0,03909248;0,977312;0,9999997;3,038925;0,9022205;3;1,12;2;0;0,1;0,04
75,99926;1950,396;0,4655163;3,703256;0,8571396;0,07460394;20;39;0,975;2;0,03908797;0,9771993;0,9999997;5,046274;0,8953716;3;1,12;2;0;0,1;0,04
