Time stamp;TotalDistance;DistanceWeightDistributionQuality;MeanSquareDistanceFromCenterOfMass;BBR;Effective group motion;ExpectedClusterSize;LargestAggregateSize;LargestAggregateSizeRatio;AggregateNumber;AverageNeighborhood;AverageSpeed;RescaledSpeed(AverageSpeed);RescaledSpeed(LargestClusterAverageSpeed);AverageOrientation;Order;Cohesion intensity;Alignement intensity;Separation intensity;Random movement intensity;Move forward intensity;Friction intensity;Max speed intensity
0,5000001;2039,595;0,4740382;4,076866;0,9211708;260,7739;8;26;0,65;5;4;0,08438112;0,8438112;0,8556175;88,83273;0,04419569;1;1;1;0;0;0,1;0,1
0,9999996;2048,081;0,4748282;4,101892;0,9356665;0,04860697;10;33;0,825;4;4,05;0,09013993;0,9013993;0,9376794;-109,9881;0,1260466;1;1;1;0;0;0,1;0,1
1,499999;2059,166;0,4758542;4,137576;0,9486303;0,06563276;10;37;0,925;4;3,85;0,09039254;0,9039254;0,9554006;-116,2237;0,1344711;1;1;1;0;0;0,1;0,1
1,999999;2072,101;0,477044;4,181515;0,9575257;0,1084982;13;38;0,95;3;3,75;0,0893314;0,893314;0,9302301;-140,3926;0,1061149;1;1;1;0;0;0,1;0,1
2,499998;2088,812;0,4785698;4,241109;0,9691988;0,1085413;13;38;0,95;3;3,8;0,09155525;0,9155524;0,9541306;-143,2399;0,1674363;1;1;1;0;0;0,1;0,1
2,999998;2108,365;0,4803377;4,313036;0,976473;0,1685652;13;38;0,95;3;3,55;0,0923931;0,923931;0,9634195;-126,9757;0,1900631;1;1;1;0;0;0,1;0,1
3,499997;2131,795;0,4824328;4,402654;0,9914742;0,1878891;20;39;0,975;2;3,35;0,09284548;0,9284548;0,9522614;-142,4379;0,2305265;1;1;1;0;0;0,1;0,1
3,999997;2153,301;0,4843336;4,485486;0,9879031;0,2179827;20;39;0,975;2;3,3;0,09028327;0,9028327;0,9259824;-126,2845;0,2233027;1;1;1;0;0;0,1;0,1
4,499997;2172,797;0,4860387;4,560516;0,981734;0,2298265;20;39;0,975;2;3,1;0,0889494;0,8894941;0,888245;-142,3962;0,3156463;1;1;1;0;0;0,1;0,1
4,999996;2195,769;0,4880262;4,651772;0,9799904;0,305568;20;39;0,975;2;3;0,08926307;0,8926306;0,8926376;-142,3181;0,2603673;1;1;1;0;0;0,1;0,1
5,499996;2215,538;0,4897187;4,7326;0,9875467;0,2493306;20;39;0,975;2;2,9;0,09269241;0,9269241;0,9286374;-168,4515;0,201595;1;1;1;0;0;0,1;0,1
5,999995;2243,415;0,4920767;4,84669;0,9892006;0,32104;13;38;0,95;3;2,55;0,08894947;0,8894947;0,8849338;-149,4896;0,3742839;1;1;1;0;0;0,1;0,1
6,499995;2261,645;0,4936009;4,920654;0,9848059;0,3814918;13;38;0,95;3;2,65;0,08811373;0,8811373;0,8786287;-146,3516;0,2506297;1;1;1;0;0;0,1;0,1
6,999994;2279,996;0,4951215;4,996604;0,9823668;0,3146888;13;38;0,95;3;2,75;0,08438648;0,8438648;0,8417717;-157,8943;0,3708424;1;1;1;0;0;0,1;0,1
7,499994;2298,829;0,496668;5,076566;0,9828991;0,3975827;13;38;0,95;3;2,65;0,08523163;0,8523163;0,8529726;-160,6066;0,3788783;1;1;1;0;0;0,1;0,1
7,999993;2318,877;0,4982987;5,161798;0,9900031;0,3495724;20;39;0,975;2;2,9;0,08449327;0,8449327;0,8460003;-172,7496;0,3180283;1;1;1;0;0;0,1;0,1
8,500005;2337,294;0,4997834;5,243181;0,9943982;0,3848558;40;40;1;1;3,1;0,08453275;0,8453275;0,8453274;-169,8934;0,4102493;1;1;1;0;0;0,1;0,1
9,000016;2349,671;0,5007731;5,297901;0,9844065;0,5307759;40;40;1;1;3;0,08550415;0,8550415;0,8550416;-173,8211;0,5084596;1;1;1;0;0;0,1;0,1
9,500028;2367,977;0,5022268;5,381143;0,9953483;0,5830935;40;40;1;1;3,05;0,0864374;0,864374;0,864374;179,2701;0,4594877;1;1;1;0;0;0,1;0,1
10,00004;2379,328;0,5031217;5,435121;0,9867442;0,5614769;40;40;1;1;3,15;0,08717389;0,8717389;0,8717391;173,3539;0,4299058;1;1;1;0;0;0,1;0,1
10,50005;2390,174;0,5039725;5,487605;0,9858263;0,5245318;40;40;1;1;3,15;0,08913422;0,8913422;0,8913422;173,6105;0,518137;1;1;1;0;0;0,1;0,1
11,00006;2400,789;0,5048008;5,539756;0,9975147;0,57465;40;40;1;1;3;0,09147922;0,9147922;0,9147922;-179,5359;0,6036067;1;1;1;0;0;0,1;0,1
11,50007;2408,431;0,5053946;5,576875;0,99364;0,7018487;40;40;1;1;3;0,09225641;0,9225641;0,9225641;178,6243;0,5899843;1;1;1;0;0;0,1;0,1
12,00008;2409,975;0,5055144;5,585863;0,989194;0,7749522;40;40;1;1;2,95;0,0909033;0,9090331;0,9090331;174,1726;0,663139;1;1;1;0;0;0,1;0,1
12,5001;2408,773;0,5054213;5,583106;0,988649;0,7589531;40;40;1;1;3;0,08774772;0,8774772;0,8774769;170,4242;0,6277246;1;1;1;0;0;0,1;0,1
13,00011;2407,787;0,5053446;5,58196;0,9872707;0,7665091;40;40;1;1;3,05;0,08751871;0,875187;0,8751869;175,267;0,5978168;1;1;1;0;0;0,1;0,1
13,50012;2407,87;0,5053512;5,586744;0,9906777;0,7420839;40;40;1;1;2,95;0,08879031;0,8879031;0,8879033;172,0408;0,6366249;1;1;1;0;0;0,1;0,1
14,00013;2407,825;0,5053477;5,591203;0,9931426;0,7466645;40;40;1;1;3,05;0,08900933;0,8900933;0,8900933;163,9866;0,6855598;1;1;1;0;0;0,1;0,1
14,50014;2405,713;0,5051839;5,584224;0,9958214;0,7686874;40;40;1;1;3,15;0,08964403;0,8964403;0,8964403;174,1677;0,7463605;1;1;1;0;0;0,1;0,1
